10,0.438457,-0.55479
10,0.439488,-0.557979
10,0.440547,-0.565163
10,0.443707,-0.573047
10,0.442817,-0.579488
10,0.441627,-0.584743
10,0.441642,-0.591809
10,0.435746,-0.596419
10,0.431359,-0.590436
10,0.428414,-0.580756
10,0.425687,-0.573918
10,0.42564,-0.57475
10,0.421529,-0.581814
10,0.418489,-0.58455
10,0.417799,-0.58423
10,0.417584,-0.581448
10,0.418604,-0.573255
10,0.419235,-0.56785
10,0.422363,-0.570818
10,0.421259,-0.576892
10,0.418402,-0.584694
10,0.418763,-0.586189
10,0.420036,-0.580915
10,0.422713,-0.579853
10,0.426851,-0.578922
10,0.42908,-0.577642
10,0.434462,-0.578087
10,0.437203,-0.5776
10,0.437383,-0.576763
10,0.441076,-0.578928
10,0.447283,-0.582488
10,0.450615,-0.584391
10,0.450275,-0.584163
10,0.456503,-0.582937
10,0.463402,-0.57994
10,0.46729,-0.580278
10,0.472416,-0.582925
10,0.4735,-0.585575
10,0.4735,-0.584185
10,0.473592,-0.576912
10,0.469256,-0.577092
10,0.468332,-0.58081
10,0.470159,-0.583693
10,0.474383,-0.587377
10,0.475712,-0.582086
10,0.474453,-0.575111
10,0.475722,-0.571524
10,0.469595,-0.561634
10,0.468451,-0.552143
10,0.477778,-0.549662
10,0.485087,-0.541804
10,0.491321,-0.528652
10,0.500331,-0.526479
10,0.509099,-0.536218
10,0.510515,-0.543077
10,0.508403,-0.542898
10,0.510642,-0.540006
10,0.512279,-0.534958
10,0.509832,-0.529538
10,0.512328,-0.524402
10,0.520967,-0.51812
10,0.525948,-0.507455
10,0.53562,-0.493701
10,0.550401,-0.486541
10,0.561656,-0.479349
10,0.574273,-0.466507
10,0.582614,-0.454113
10,0.5855,-0.440884
10,0.587191,-0.427945
10,0.590718,-0.416338
10,0.597342,-0.406876
10,0.608286,-0.400122
10,0.61789,-0.39183
10,0.627111,-0.381998
10,0.632928,-0.373418
10,0.631128,-0.36665
10,0.630732,-0.353783
10,0.63545,-0.33874
10,0.641821,-0.326564
10,0.646169,-0.315326
10,0.655486,-0.305825
10,0.665819,-0.294093
10,0.673981,-0.283389
10,0.687201,-0.271237
10,0.700065,-0.257585
10,0.706886,-0.244442
10,0.714821,-0.232928
10,0.729278,-0.222124
10,0.74632,-0.208586
10,0.760846,-0.192849
10,0.774111,-0.18044
10,0.787605,-0.168951
10,0.802096,-0.155311
10,0.809815,-0.142655
10,0.817516,-0.129558
10,0.827871,-0.118194
10,0.836511,-0.111509
10,0.850915,-0.101764
10,0.863483,-0.08522
10,0.875137,-0.0662295
10,0.887953,-0.0462211
10,0.900235,-0.0316787
10,0.915647,-0.0232552
10,0.933692,-0.0168771
10,0.951727,-0.00678726
10,0.967046,0.0114521
10,0.982715,0.0305683
10,1.00071,0.0481263
10,1.01651,0.0682037
10,1.02799,0.0864488
10,1.0382,0.104974
10,1.04582,0.127809
10,1.05322,0.149852
10,1.06359,0.17212
10,1.07472,0.194054
10,1.08719,0.214774
10,1.09766,0.230548
10,1.10852,0.243597
10,1.12051,0.256752
10,1.12828,0.271378
10,1.13395,0.290106
10,1.14022,0.304766
10,1.1487,0.312693
10,1.15893,0.322101
10,1.17054,0.337902
10,1.18493,0.357886
10,1.19573,0.378912
10,1.2067,0.393214
10,1.21818,0.403127
10,1.23104,0.414827
10,1.24691,0.423083
10,1.26047,0.433355
10,1.27488,0.447541
10,1.28709,0.460306
10,1.29943,0.473603
10,1.31061,0.488693
10,1.31696,0.502055
10,1.32671,0.509161
10,1.33987,0.513524
10,1.35018,0.518996
10,1.35495,0.523314
10,1.35725,0.52561
10,1.35738,0.52616
10,1.35856,0.524821
10,1.36168,0.52355
10,1.36142,0.521607
10,1.36273,0.519321
10,1.36222,0.519858
10,1.35996,0.52079
10,1.36334,0.520047
10,1.36688,0.521125
10,1.36745,0.52309
10,1.36708,0.521635
10,1.36334,0.516806
10,1.35413,0.517659
10,1.34713,0.518893
10,1.35093,0.51483
10,1.35416,0.511544
10,1.34961,0.509446
10,1.33983,0.509001
10,1.32989,0.506992
10,1.32035,0.505314
10,1.30543,0.506006
10,1.29157,0.506089
10,1.28474,0.50598
10,1.27809,0.505695
10,1.26679,0.507556
10,1.25507,0.50721
10,1.24727,0.506573
10,1.23885,0.505989
10,1.2284,0.506119
10,1.22041,0.505132
10,1.20863,0.501347
10,1.19084,0.502546
10,1.17567,0.501406
10,1.16691,0.494738
10,1.16175,0.489622
10,1.15468,0.490247
10,1.14909,0.496404
10,1.14596,0.499574
10,1.13837,0.498982
10,1.13475,0.503988
10,1.13372,0.506836
10,1.13186,0.506263
10,1.12755,0.507184
10,1.12193,0.503099
10,1.11539,0.497146
10,1.10634,0.493123
10,1.10401,0.490542
10,1.10105,0.492073
10,1.09904,0.493701
10,1.10265,0.491739
10,1.1046,0.493074
10,1.10581,0.498801
10,1.10728,0.502671
10,1.1051,0.503037
10,1.10226,0.505568
10,1.10527,0.513311
10,1.10774,0.519433
10,1.10636,0.526275
10,1.10792,0.539353
10,1.10799,0.55062
10,1.1039,0.558011
10,1.10269,0.56574
10,1.10265,0.570688
10,1.10403,0.574262
10,1.10371,0.576373
10,1.09645,0.576654
10,1.08986,0.580577
10,1.08659,0.587832
10,1.08108,0.591351
10,1.07711,0.589531
10,1.08098,0.591312
10,1.08692,0.593489
10,1.0858,0.595592
10,1.07412,0.599238
10,1.0633,0.601375
10,1.05998,0.606307
10,1.05756,0.611978
10,1.06319,0.628035
10,1.07005,0.642514
10,1.06752,0.643713
10,1.06045,0.647508
10,1.05604,0.650676
10,1.05305,0.64965
10,1.04971,0.647725
10,1.04655,0.654842
10,1.04446,0.663137
10,1.04289,0.662219
10,1.0328,0.659681
10,1.01956,0.660288
10,1.00968,0.662633
10,0.999139,0.661833
10,0.990355,0.658397
10,0.98142,0.656107
10,0.9752,0.656044
10,0.973585,0.659247
10,0.963856,0.66543
10,0.951305,0.668178
10,0.942802,0.670142
10,0.934922,0.673429
10,0.930149,0.67733
10,0.927037,0.682907
10,0.922152,0.68683
10,0.913726,0.689367
10,0.905042,0.690095
10,0.89982,0.693155
10,0.89175,0.701871
10,0.882499,0.707581
10,0.874978,0.709834
10,0.863174,0.720977
10,0.851507,0.737319
