4
0.209574
0.522537,-0.514548,0.525628,-0.511473,0.529072,-0.508255,0.532686,-0.504829,
0.00712917,0.0017524,0.00367579,0.00186818,0.00376593,0.00199865,0.00387113,0.00213954,
0.0017524,0.00602183,0.00188055,0.00261027,0.00201329,0.00274548,0.00215945,0.00288664,
0.00367579,0.00188055,0.00733243,0.0020077,0.00389909,0.00214973,0.00401898,0.00230285,
0.00186818,0.00261027,0.0020077,0.00631224,0.00215489,0.00292726,0.00231682,0.00308745,
0.00376593,0.00201329,0.00389909,0.00215489,0.0075787,0.00231063,0.00417764,0.0024778,
0.00199865,0.00274548,0.00214973,0.00292726,0.00231063,0.00665666,0.00248825,0.00329799,
0.00387113,0.00215945,0.00401898,0.00231682,0.00417764,0.00248825,0.00789135,0.00267086,
0.00213954,0.00288664,0.00230285,0.00308745,0.0024778,0.00329799,0.00267086,0.00705543,
0.0921726
0.816751,-0.222714,0.833191,-0.20577,0.84994,-0.188643,0.866956,-0.171495,
0.0165035,0.0111926,0.0131193,0.0114554,0.0132768,0.0117064,0.0134439,0.0119332,
0.0111926,0.0182422,0.0113371,0.0148942,0.0114635,0.0150909,0.0115759,0.0153148,
0.0131193,0.0113371,0.0168458,0.0116007,0.0134783,0.0118542,0.0136569,0.0120841,
0.0114554,0.0148942,0.0116007,0.0186636,0.0117269,0.0153422,0.0118396,0.0155828,
0.0132768,0.0114635,0.0134783,0.0117269,0.0172206,0.011981,0.013874,0.0122126,
0.0117064,0.0150909,0.0118542,0.0153422,0.011981,0.0191382,0.0120929,0.0158615,
0.0134439,0.0115759,0.0136569,0.0118396,0.013874,0.0120929,0.0176374,0.0123232,
0.0119332,0.0153148,0.0120841,0.0155828,0.0122126,0.0158615,0.0123232,0.0197052,
0.0949021
1.20443,0.197382,1.22346,0.21942,1.24225,0.240785,1.26144,0.261928,
0.0204235,0.0168264,0.0168538,0.0167965,0.016789,0.0167003,0.0167253,0.016565,
0.0168264,0.0299058,0.0164038,0.0258572,0.0159894,0.0253949,0.0154323,0.0248811,
0.0168538,0.0164038,0.02041,0.0164045,0.016833,0.0163312,0.0168024,0.0162194,
0.0167965,0.0258572,0.0164045,0.0289647,0.0160187,0.0250105,0.0155048,0.0245397,
0.016789,0.0159894,0.016833,0.0160187,0.0203779,0.0159662,0.0168417,0.0158759,
0.0167003,0.0253949,0.0163312,0.0250105,0.0159662,0.0281937,0.0154809,0.024224,
0.0167253,0.0154323,0.0168024,0.0155048,0.0168417,0.0154809,0.0204508,0.015418,
0.016565,0.0248811,0.0162194,0.0245397,0.0158759,0.024224,0.015418,0.0273904,
0.603351
1.71635,0.739046,1.71919,0.741369,1.72194,0.743635,1.72442,0.745902,
0.0127826,0.00826946,0.00878989,0.00786349,0.00834377,0.00745484,0.00793317,0.00703648,
0.00826946,0.0188728,0.0075912,0.0147962,0.00691966,0.0142358,0.0063291,0.0136368,
0.00878989,0.0075912,0.0119311,0.00721697,0.00798344,0.00683995,0.00760582,0.00645376,
0.00786349,0.0147962,0.00721697,0.0178483,0.00657591,0.0137806,0.00601239,0.0132108,
0.00834377,0.00691966,0.00798344,0.00657591,0.0111684,0.00623062,0.00728485,0.00587693,
0.00745484,0.0142358,0.00683995,0.0137806,0.00623062,0.0168417,0.00569546,0.0127655,
0.00793317,0.0063291,0.00760582,0.00601239,0.00728485,0.00569546,0.0105265,0.00537206,
0.00703648,0.0136368,0.00645376,0.0132108,0.00587693,0.0127655,0.00537206,0.0158195,
