Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
5.73,1.06333,-1.75866,-0.00197426,0.000399106,0.000982986,-0.000438624,1.24079,0.331205,0.000894228,-0.00216157,0,0,
5.76,1.06327,-1.75865,-0.00194565,0.00038634,0.000953675,-0.000425532,1.24081,0.33114,0.000876951,-0.00213535,0,0,
5.79,1.06321,-1.75863,-0.00191789,0.000373955,0.000925241,-0.00041283,1.24084,0.331076,0.000860191,-0.00210991,0,0,
5.82,1.06315,-1.75862,-0.00189096,0.000361939,0.000897657,-0.000400507,1.24086,0.331013,0.000843931,-0.00208522,0,0,
5.85,1.06309,-1.75861,-0.00186484,0.000350283,0.000870897,-0.000388552,1.24089,0.330951,0.000828157,-0.00206127,0,0,
5.88,1.06304,-1.7586,-0.00183949,0.000338974,0.000844939,-0.000376954,1.24091,0.330889,0.000812853,-0.00203803,0,0,
5.91,1.06298,-1.75859,-0.0018149,0.000328003,0.000819756,-0.000365702,1.24094,0.330828,0.000798007,-0.00201549,0,0,
5.94,1.06293,-1.75858,-0.00179104,0.00031736,0.000795327,-0.000354785,1.24096,0.330767,0.000783604,-0.00199361,0,0,
5.97,1.06287,-1.75857,-0.00176789,0.000307034,0.000771629,-0.000344195,1.24099,0.330707,0.00076963,-0.00197238,0,0,
6,1.06282,-1.75856,-0.00174543,0.000297016,0.000748641,-0.000333921,1.24101,0.330648,0.000756074,-0.00195179,0,0,
6.03,1.06277,-1.75855,-0.00172364,0.000287298,0.00072634,-0.000323954,1.24103,0.33059,0.000742922,-0.0019318,0,0,
6.06,1.06272,-1.75854,-0.0017025,0.000277869,0.000704707,-0.000314285,1.24105,0.330532,0.000730161,-0.00191242,0,0,
6.09,1.06267,-1.75854,-0.00168198,0.000268722,0.000683722,-0.000304904,1.24108,0.330474,0.000717782,-0.0018936,0,0,
6.12,1.06262,-1.75853,-0.00166208,0.000259848,0.000663365,-0.000295805,1.2411,0.330417,0.000705771,-0.00187535,0,0,
6.15,1.06257,-1.75852,-0.00164278,0.000251238,0.000643617,-0.000286977,1.24112,0.330361,0.000694118,-0.00185764,0,0,
6.18,1.06252,-1.75851,-0.00162404,0.000242886,0.000624461,-0.000278413,1.24114,0.330305,0.000682813,-0.00184045,0,0,
6.21,1.06247,-1.75851,-0.00160587,0.000234783,0.000605879,-0.000270105,1.24116,0.33025,0.000671844,-0.00182378,0,0,
6.24,1.06242,-1.7585,-0.00158823,0.000226922,0.000587854,-0.000262046,1.24118,0.330195,0.000661201,-0.0018076,0,0,
6.27,1.06237,-1.75849,-0.00157112,0.000219295,0.000570369,-0.000254228,1.2412,0.330141,0.000650875,-0.0017919,0,0,
6.3,1.06232,-1.75849,-0.00155452,0.000211895,0.000553408,-0.000246644,1.24122,0.330087,0.000640857,-0.00177666,0,0,
6.33,1.06228,-1.75848,-0.00153841,0.000204717,0.000536955,-0.000239286,1.24124,0.330034,0.000631136,-0.00176188,0,0,
6.36,1.06223,-1.75847,-0.00152278,0.000197752,0.000520995,-0.000232149,1.24126,0.329981,0.000621705,-0.00174754,0,0,
6.39,1.06219,-1.75847,-0.00150761,0.000190996,0.000505514,-0.000225226,1.24128,0.329929,0.000612553,-0.00173362,0,0,
6.42,1.06214,-1.75846,-0.0014929,0.00018444,0.000490497,-0.00021851,1.24129,0.329877,0.000603674,-0.00172011,0,0,
6.45,1.0621,-1.75846,-0.00147862,0.00017808,0.000475931,-0.000211995,1.24131,0.329825,0.000595058,-0.00170701,0,0,
6.48,1.06205,-1.75845,-0.00146477,0.00017191,0.000461801,-0.000205676,1.24133,0.329774,0.000586699,-0.00169429,0,0,
6.51,1.06201,-1.75844,-0.00145132,0.000165924,0.000448095,-0.000199545,1.24135,0.329723,0.000578587,-0.00168195,0,0,
6.54,1.06196,-1.75844,-0.00143828,0.000160116,0.000434801,-0.000193599,1.24137,0.329673,0.000570715,-0.00166997,0,0,
6.57,1.06192,-1.75844,-0.00142562,0.000154481,0.000421905,-0.00018783,1.24138,0.329623,0.000563078,-0.00165835,0,0,
6.6,1.06188,-1.75843,-0.00141334,0.000149014,0.000409396,-0.000182234,1.2414,0.329573,0.000555666,-0.00164707,0,0,
6.63,1.06184,-1.75843,-0.00140142,0.00014371,0.000397262,-0.000176806,1.24142,0.329524,0.000548474,-0.00163613,0,0,
6.66,1.06179,-1.75842,-0.00138986,0.000138563,0.000385492,-0.000171541,1.24143,0.329474,0.000541495,-0.00162551,0,0,
6.69,1.06175,-1.75842,-0.00137863,0.00013357,0.000374076,-0.000166434,1.24145,0.329426,0.000534722,-0.0016152,0,0,
6.72,1.06171,-1.75841,-0.00136774,0.000128726,0.000363002,-0.000161479,1.24147,0.329377,0.00052815,-0.0016052,0,0,
6.75,1.06167,-1.75841,-0.00135718,0.000124026,0.00035226,-0.000156673,1.24148,0.329329,0.000521772,-0.0015955,0,0,
6.78,1.06163,-1.75841,-0.00134692,0.000119466,0.000341841,-0.000152011,1.2415,0.329281,0.000515583,-0.00158608,0,0,
6.81,1.06159,-1.7584,-0.00133697,0.000115041,0.000331734,-0.000147489,1.24151,0.329234,0.000509576,-0.00157693,0,0,
6.84,1.06155,-1.7584,-0.00132731,0.000110748,0.00032193,-0.000143102,1.24153,0.329186,0.000503747,-0.00156806,0,0,
6.87,1.06151,-1.7584,-0.00131794,0.000106582,0.000312421,-0.000138847,1.24154,0.329139,0.000498089,-0.00155945,0,0,
6.9,1.06147,-1.75839,-0.00130884,0.000102541,0.000303197,-0.00013472,1.24156,0.329092,0.000492598,-0.00155109,0,0,
6.93,1.06143,-1.75839,-0.00130002,9.86193e-05,0.000294249,-0.000130716,1.24157,0.329046,0.000487269,-0.00154298,0,0,
6.96,1.06139,-1.75839,-0.00129145,9.48144e-05,0.00028557,-0.000126831,1.24159,0.329,0.000482097,-0.00153511,0,0,
6.99,1.06135,-1.75838,-0.00128313,9.11224e-05,0.000277151,-0.000123064,1.2416,0.328954,0.000477077,-0.00152746,0,0,
7.02,1.06131,-1.75838,-0.00127506,8.75402e-05,0.000268985,-0.000119409,1.24162,0.328908,0.000472205,-0.00152005,0,0,
7.05,1.06128,-1.75838,-0.00126723,8.40643e-05,0.000261063,-0.000115864,1.24163,0.328862,0.000467476,-0.00151285,0,0,
7.08,1.06124,-1.75838,-0.00125963,8.06915e-05,0.000253379,-0.000112424,1.24164,0.328817,0.000462886,-0.00150586,0,0,
7.11,1.0612,-1.75837,-0.00125225,7.74189e-05,0.000245925,-0.000109088,1.24166,0.328772,0.00045843,-0.00149908,0,0,
7.14,1.06116,-1.75837,-0.00124509,7.42433e-05,0.000238694,-0.000105852,1.24167,0.328727,0.000454105,-0.00149249,0,0,
7.17,1.06113,-1.75837,-0.00123814,7.1162e-05,0.000231681,-0.000102712,1.24168,0.328682,0.000449907,-0.0014861,0,0,
7.2,1.06109,-1.75837,-0.0012314,6.81719e-05,0.000224877,-9.9667e-05,1.2417,0.328637,0.000445832,-0.0014799,0,0,
7.23,1.06105,-1.75836,-0.00122485,6.52706e-05,0.000218277,-9.67125e-05,1.24171,0.328593,0.000441876,-0.00147388,0,0,
7.26,1.06101,-1.75836,-0.00121849,6.24552e-05,0.000211874,-9.38465e-05,1.24173,0.328549,0.000438035,-0.00146803,0,0,
7.29,1.06098,-1.75836,-0.00121232,5.97232e-05,0.000205663,-9.10661e-05,1.24174,0.328505,0.000434307,-0.00146235,0,0,
7.32,1.06094,-1.75836,-0.00120633,5.70721e-05,0.000199638,-8.83689e-05,1.24175,0.328461,0.000430688,-0.00145684,0,0,
7.35,1.06091,-1.75836,-0.00120052,5.44996e-05,0.000193794,-8.57523e-05,1.24176,0.328417,0.000427174,-0.00145149,0,0,
7.38,1.06087,-1.75836,-0.00119487,5.20031e-05,0.000188124,-8.32138e-05,1.24178,0.328374,0.000423762,-0.0014463,0,0,
7.41,1.06083,-1.75835,-0.0011894,4.95806e-05,0.000182623,-8.07512e-05,1.24179,0.32833,0.00042045,-0.00144126,0,0,
7.44,1.0608,-1.75835,-0.00118408,4.72297e-05,0.000177287,-7.83621e-05,1.2418,0.328287,0.000417235,-0.00143636,0,0,
7.47,1.06076,-1.75835,-0.00117891,4.49484e-05,0.00017211,-7.60443e-05,1.24181,0.328244,0.000414112,-0.00143161,0,0,
7.5,1.06073,-1.75835,-0.0011739,4.27345e-05,0.000167088,-7.37957e-05,1.24183,0.328201,0.000411081,-0.001427,0,0,
7.53,1.06069,-1.75835,-0.00116904,4.05861e-05,0.000162216,-7.16141e-05,1.24184,0.328158,0.000408137,-0.00142252,0,0,
7.56,1.06066,-1.75835,-0.00116431,3.85012e-05,0.000157489,-6.94976e-05,1.24185,0.328115,0.000405279,-0.00141817,0,0,
7.59,1.06062,-1.75835,-0.00115972,3.64779e-05,0.000152903,-6.74441e-05,1.24186,0.328073,0.000402504,-0.00141394,0,0,
7.62,1.06059,-1.75834,-0.00115527,3.45143e-05,0.000148454,-6.54519e-05,1.24188,0.32803,0.000399809,-0.00140984,0,0,
7.65,1.06055,-1.75834,-0.00115095,3.26087e-05,0.000144138,-6.3519e-05,1.24189,0.327988,0.000397191,-0.00140586,0,0,
7.68,1.06052,-1.75834,-0.00114675,3.07594e-05,0.00013995,-6.16436e-05,1.2419,0.327946,0.00039465,-0.00140199,0,0,
7.71,1.06048,-1.75834,-0.00114267,2.89647e-05,0.000135887,-5.98241e-05,1.24191,0.327904,0.000392181,-0.00139823,0,0,
7.74,1.06045,-1.75834,-0.00113871,2.7223e-05,0.000131945,-5.80586e-05,1.24192,0.327862,0.000389784,-0.00139459,0,0,
7.77,1.06041,-1.75834,-0.00113487,2.55326e-05,0.00012812,-5.63457e-05,1.24194,0.32782,0.000387456,-0.00139104,0,0,
7.8,1.06038,-1.75834,-0.00113114,2.38921e-05,0.000124409,-5.46837e-05,1.24195,0.327778,0.000385195,-0.0013876,0,0,
7.83,1.06035,-1.75834,-0.00112751,2.22999e-05,0.000120809,-5.30711e-05,1.24196,0.327737,0.000382999,-0.00138426,0,0,
7.86,1.06031,-1.75834,-0.00112399,2.07547e-05,0.000117315,-5.15064e-05,1.24197,0.327695,0.000380866,-0.00138102,0,0,
7.89,1.06028,-1.75834,-0.00112057,1.92551e-05,0.000113925,-4.99881e-05,1.24198,0.327654,0.000378794,-0.00137787,0,0,
7.92,1.06025,-1.75834,-0.00111726,1.77997e-05,0.000110636,-4.85149e-05,1.24199,0.327612,0.000376781,-0.00137481,0,0,
7.95,1.06021,-1.75834,-0.00111403,1.63871e-05,0.000107444,-4.70854e-05,1.242,0.327571,0.000374826,-0.00137183,0,0,
7.98,1.06018,-1.75834,-0.0011109,1.50161e-05,0.000104348,-4.56982e-05,1.24202,0.32753,0.000372927,-0.00136894,0,0,
8.01,1.06015,-1.75834,-0.00110786,1.36856e-05,0.000101343,-4.43522e-05,1.24203,0.327489,0.000371082,-0.00136614,0,0,
8.04,1.06011,-1.75834,-0.00110491,1.23942e-05,9.84268e-05,-4.30461e-05,1.24204,0.327448,0.00036929,-0.00136341,0,0,
8.07,1.06008,-1.75833,-0.00110204,1.11408e-05,9.55973e-05,-4.17787e-05,1.24205,0.327407,0.000367549,-0.00136077,0,0,
8.1,1.06005,-1.75833,-0.00109926,9.92438e-06,9.28517e-05,-4.05487e-05,1.24206,0.327366,0.000365857,-0.0013582,0,0,
8.13,1.06001,-1.75833,-0.00109655,8.74372e-06,9.01873e-05,-3.93552e-05,1.24207,0.327325,0.000364213,-0.0013557,0,0,
8.16,1.05998,-1.75833,-0.00109392,7.59781e-06,8.76018e-05,-3.8197e-05,1.24208,0.327285,0.000362616,-0.00135327,0,0,
8.19,1.05995,-1.75833,-0.00109137,6.48562e-06,8.50928e-05,-3.7073e-05,1.24209,0.327244,0.000361064,-0.00135091,0,0,
8.22,1.05991,-1.75833,-0.00108889,5.40616e-06,8.2658e-05,-3.59822e-05,1.2421,0.327204,0.000359556,-0.00134862,0,0,
8.25,1.05988,-1.75833,-0.00108648,4.35845e-06,8.02951e-05,-3.49237e-05,1.24211,0.327163,0.000358091,-0.00134639,0,0,
8.28,1.05985,-1.75833,-0.00108414,3.34156e-06,7.80021e-05,-3.38964e-05,1.24212,0.327123,0.000356667,-0.00134423,0,0,
8.31,1.05982,-1.75833,-0.00108187,2.35457e-06,7.57768e-05,-3.28994e-05,1.24214,0.327083,0.000355283,-0.00134213,0,0,
