Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
5.64,1.56895,-3.1441,-0.000698778,-0.000592245,-0.000134795,-1.83772e-05,-0.00211758,0.128007,-0.000467256,3.90356e-06,0,0,
5.67,1.56893,-3.14411,-0.000702822,-0.000592796,-0.0001348,-1.83572e-05,-0.0021316,0.128007,-0.000467256,3.94581e-06,0,0,
5.7,1.5689,-3.14413,-0.000706867,-0.000593343,-0.000134858,-1.82376e-05,-0.00214561,0.128007,-0.000467253,3.98828e-06,0,0,
5.73,1.56888,-3.14415,-0.000710913,-0.000593891,-0.000134856,-1.8268e-05,-0.00215963,0.128007,-0.00046725,4.03099e-06,0,0,
5.76,1.56886,-3.14417,-0.000714957,-0.000594444,-0.000134785,-1.84241e-05,-0.00217365,0.128008,-0.000467251,4.07394e-06,0,0,
5.79,1.56884,-3.14419,-0.000719001,-0.000594996,-0.000134811,-1.83986e-05,-0.00218767,0.128008,-0.000467252,4.11712e-06,0,0,
5.82,1.56882,-3.1442,-0.000723046,-0.000595546,-0.000134837,-1.83435e-05,-0.00220168,0.128008,-0.000467252,4.16052e-06,0,0,
5.85,1.5688,-3.14422,-0.000727091,-0.000596095,-0.000134847,-1.83178e-05,-0.0022157,0.128008,-0.00046725,4.20416e-06,0,0,
5.88,1.56878,-3.14424,-0.000731137,-0.000596644,-0.000134854,-1.82765e-05,-0.00222972,0.128008,-0.000467247,4.24802e-06,0,0,
5.91,1.56875,-3.14426,-0.000735183,-0.000597193,-0.000134853,-1.82972e-05,-0.00224374,0.128008,-0.000467245,4.29211e-06,0,0,
5.94,1.56873,-3.14428,-0.000739228,-0.000597742,-0.000134853,-1.83128e-05,-0.00225775,0.128008,-0.000467244,4.33644e-06,0,0,
5.97,1.56871,-3.14429,-0.000743273,-0.000598296,-0.000134826,-1.84764e-05,-0.00227177,0.128008,-0.000467247,4.38102e-06,0,0,
6,1.56869,-3.14431,-0.000747318,-0.000598848,-0.000134833,-1.84083e-05,-0.00228579,0.128009,-0.000467248,4.42583e-06,0,0,
6.03,1.56867,-3.14433,-0.000751362,-0.000599404,-0.000134811,-1.85208e-05,-0.00229981,0.128009,-0.000467252,4.47088e-06,0,0,
6.06,1.56864,-3.14435,-0.000755407,-0.000599954,-0.00013484,-1.83224e-05,-0.00231382,0.128009,-0.000467251,4.51614e-06,0,0,
6.09,1.56862,-3.14437,-0.000759453,-0.000600501,-0.000134854,-1.82511e-05,-0.00232784,0.128009,-0.000467248,4.56162e-06,0,0,
6.12,1.5686,-3.14438,-0.000763499,-0.00060105,-0.000134853,-1.8278e-05,-0.00234186,0.128009,-0.000467245,4.60735e-06,0,0,
6.15,1.56857,-3.1444,-0.000767544,-0.000601599,-0.000134852,-1.82982e-05,-0.00235588,0.128009,-0.000467243,4.6533e-06,0,0,
6.18,1.56855,-3.14442,-0.00077159,-0.000602148,-0.000134851,-1.83134e-05,-0.00236989,0.128009,-0.000467241,4.6995e-06,0,0,
6.21,1.56853,-3.14444,-0.000775635,-0.000602698,-0.00013485,-1.83249e-05,-0.00238391,0.12801,-0.00046724,4.74593e-06,0,0,
6.24,1.5685,-3.14446,-0.000779681,-0.000603248,-0.000134849,-1.83335e-05,-0.00239793,0.12801,-0.000467239,4.79259e-06,0,0,
6.27,1.56848,-3.14447,-0.000783726,-0.000603798,-0.000134849,-1.834e-05,-0.00241194,0.12801,-0.000467238,4.83949e-06,0,0,
6.3,1.56846,-3.14449,-0.000787772,-0.000604348,-0.000134849,-1.83448e-05,-0.00242596,0.12801,-0.000467237,4.88662e-06,0,0,
6.33,1.56843,-3.14451,-0.000791817,-0.000604899,-0.000134848,-1.83485e-05,-0.00243998,0.12801,-0.000467236,4.93399e-06,0,0,
6.36,1.56841,-3.14453,-0.000795863,-0.000605449,-0.000134848,-1.83512e-05,-0.002454,0.12801,-0.000467236,4.9816e-06,0,0,
6.39,1.56839,-3.14455,-0.000799908,-0.000606,-0.000134847,-1.83533e-05,-0.00246801,0.12801,-0.000467235,5.02944e-06,0,0,
6.42,1.56836,-3.14456,-0.000803953,-0.000606551,-0.000134847,-1.83548e-05,-0.00248203,0.128011,-0.000467235,5.07752e-06,0,0,
6.45,1.56834,-3.14458,-0.000807999,-0.000607101,-0.000134847,-1.83559e-05,-0.00249605,0.128011,-0.000467234,5.12583e-06,0,0,
6.48,1.56831,-3.1446,-0.000812044,-0.000607652,-0.000134847,-1.83568e-05,-0.00251006,0.128011,-0.000467234,5.17438e-06,0,0,
6.51,1.56829,-3.14462,-0.00081609,-0.000608203,-0.000134846,-1.83574e-05,-0.00252408,0.128011,-0.000467233,5.22316e-06,0,0,
6.54,1.56827,-3.14464,-0.000820135,-0.000608754,-0.000134841,-1.83775e-05,-0.0025381,0.128011,-0.000467233,5.27219e-06,0,0,
6.57,1.56824,-3.14466,-0.00082418,-0.000609306,-0.000134833,-1.84058e-05,-0.00255211,0.128011,-0.000467234,5.32145e-06,0,0,
6.6,1.56822,-3.14467,-0.000828225,-0.000609856,-0.000134846,-1.83413e-05,-0.00256613,0.128012,-0.000467233,5.37094e-06,0,0,
6.63,1.56819,-3.14469,-0.000832271,-0.000610407,-0.000134846,-1.83456e-05,-0.00258015,0.128012,-0.000467233,5.42067e-06,0,0,
6.66,1.56817,-3.14471,-0.000836316,-0.000610958,-0.00013484,-1.83674e-05,-0.00259417,0.128012,-0.000467232,5.47064e-06,0,0,
6.69,1.56814,-3.14473,-0.000840361,-0.000611509,-0.00013484,-1.8365e-05,-0.00260818,0.128012,-0.000467232,5.52085e-06,0,0,
6.72,1.56812,-3.14475,-0.000844406,-0.000612059,-0.000134845,-1.8345e-05,-0.0026222,0.128012,-0.000467231,5.57129e-06,0,0,
6.75,1.56809,-3.14477,-0.000848452,-0.00061261,-0.000134844,-1.83484e-05,-0.00263622,0.128012,-0.000467231,5.62197e-06,0,0,
6.78,1.56807,-3.14478,-0.000852497,-0.00061316,-0.000134844,-1.83509e-05,-0.00265023,0.128013,-0.00046723,5.67289e-06,0,0,
6.81,1.56804,-3.1448,-0.000856542,-0.000613711,-0.00013484,-1.8364e-05,-0.00266425,0.128013,-0.00046723,5.72405e-06,0,0,
6.84,1.56801,-3.14482,-0.000860586,-0.000614266,-0.000134797,-1.85063e-05,-0.00267827,0.128013,-0.000467234,5.77547e-06,0,0,
6.87,1.56799,-3.14484,-0.00086463,-0.00061482,-0.000134796,-1.84701e-05,-0.00269228,0.128013,-0.000467237,5.82712e-06,0,0,
6.9,1.56796,-3.14486,-0.000868675,-0.00061537,-0.000134836,-1.83147e-05,-0.0027063,0.128013,-0.000467235,5.87899e-06,0,0,
6.93,1.56794,-3.14488,-0.00087272,-0.000615919,-0.000134844,-1.8295e-05,-0.00272032,0.128013,-0.000467233,5.93109e-06,0,0,
6.96,1.56791,-3.14489,-0.000876765,-0.000616469,-0.000134835,-1.83366e-05,-0.00273434,0.128014,-0.000467232,5.98344e-06,0,0,
6.99,1.56788,-3.14491,-0.000880811,-0.000617018,-0.000134843,-1.83156e-05,-0.00274835,0.128014,-0.00046723,6.03602e-06,0,0,
7.02,1.56786,-3.14493,-0.000884856,-0.000617568,-0.000134842,-1.83261e-05,-0.00276237,0.128014,-0.000467229,6.08885e-06,0,0,
7.05,1.56783,-3.14495,-0.000888901,-0.000618118,-0.000134842,-1.83339e-05,-0.00277639,0.128014,-0.000467227,6.14192e-06,0,0,
7.08,1.5678,-3.14497,-0.000892946,-0.000618668,-0.000134841,-1.83398e-05,-0.0027904,0.128014,-0.000467226,6.19523e-06,0,0,
7.11,1.56778,-3.14499,-0.000896991,-0.000619219,-0.000134832,-1.8366e-05,-0.00280442,0.128014,-0.000467226,6.24878e-06,0,0,
7.14,1.56775,-3.14501,-0.000901036,-0.00061977,-0.000134829,-1.83699e-05,-0.00281844,0.128015,-0.000467226,6.30258e-06,0,0,
7.17,1.56772,-3.14502,-0.000905081,-0.000620321,-0.000134831,-1.83604e-05,-0.00283245,0.128015,-0.000467226,6.35661e-06,0,0,
7.2,1.5677,-3.14504,-0.000909126,-0.000620872,-0.000134832,-1.83568e-05,-0.00284647,0.128015,-0.000467225,6.41089e-06,0,0,
7.23,1.56767,-3.14506,-0.000913171,-0.000621422,-0.000134839,-1.83375e-05,-0.00286049,0.128015,-0.000467224,6.4654e-06,0,0,
7.26,1.56764,-3.14508,-0.000917217,-0.000621972,-0.000134839,-1.83424e-05,-0.0028745,0.128015,-0.000467223,6.52015e-06,0,0,
7.29,1.56761,-3.1451,-0.000921262,-0.000622522,-0.000134838,-1.83461e-05,-0.00288852,0.128016,-0.000467222,6.57515e-06,0,0,
7.32,1.56759,-3.14512,-0.000925307,-0.000623073,-0.000134836,-1.83527e-05,-0.00290254,0.128016,-0.000467221,6.63039e-06,0,0,
7.35,1.56756,-3.14514,-0.000929352,-0.000623624,-0.000134829,-1.83674e-05,-0.00291655,0.128016,-0.000467221,6.68588e-06,0,0,
7.38,1.56753,-3.14516,-0.000933397,-0.000624175,-0.000134834,-1.83525e-05,-0.00293057,0.128016,-0.000467221,6.7416e-06,0,0,
7.41,1.5675,-3.14517,-0.000937441,-0.000624726,-0.000134825,-1.83705e-05,-0.00294459,0.128016,-0.00046722,6.79757e-06,0,0,
7.44,1.56747,-3.14519,-0.000941486,-0.000625277,-0.000134829,-1.83583e-05,-0.0029586,0.128017,-0.00046722,6.85378e-06,0,0,
7.47,1.56745,-3.14521,-0.000945531,-0.000625827,-0.000134834,-1.83476e-05,-0.00297262,0.128017,-0.000467219,6.91023e-06,0,0,
7.5,1.56742,-3.14523,-0.000949576,-0.000626377,-0.000134836,-1.83458e-05,-0.00298664,0.128017,-0.000467218,6.96693e-06,0,0,
7.53,1.56739,-3.14525,-0.000953621,-0.000626928,-0.000134835,-1.83485e-05,-0.00300065,0.128017,-0.000467217,7.02387e-06,0,0,
7.56,1.56736,-3.14527,-0.000957666,-0.000627478,-0.000134833,-1.83528e-05,-0.00301467,0.128017,-0.000467217,7.08105e-06,0,0,
7.59,1.56733,-3.14529,-0.000961711,-0.000628029,-0.000134834,-1.83513e-05,-0.00302869,0.128018,-0.000467216,7.13848e-06,0,0,
7.62,1.5673,-3.14531,-0.000965756,-0.000628579,-0.000134834,-1.83524e-05,-0.0030427,0.128018,-0.000467215,7.19615e-06,0,0,
7.65,1.56727,-3.14532,-0.000969801,-0.00062913,-0.000134833,-1.83533e-05,-0.00305672,0.128018,-0.000467215,7.25406e-06,0,0,
7.68,1.56725,-3.14534,-0.000973846,-0.000629681,-0.000134833,-1.8354e-05,-0.00307074,0.128018,-0.000467214,7.31222e-06,0,0,
7.71,1.56722,-3.14536,-0.000977891,-0.000630231,-0.000134832,-1.83545e-05,-0.00308475,0.128019,-0.000467213,7.37063e-06,0,0,
7.74,1.56719,-3.14538,-0.000981936,-0.000630782,-0.000134832,-1.83548e-05,-0.00309877,0.128019,-0.000467213,7.42928e-06,0,0,
7.77,1.56716,-3.1454,-0.000985981,-0.000631333,-0.000134832,-1.83551e-05,-0.00311278,0.128019,-0.000467212,7.48817e-06,0,0,
7.8,1.56713,-3.14542,-0.000990026,-0.000631884,-0.000134821,-1.83688e-05,-0.0031268,0.128019,-0.000467212,7.54732e-06,0,0,
7.83,1.5671,-3.14544,-0.000994071,-0.000632434,-0.000134831,-1.83516e-05,-0.00314082,0.128019,-0.000467211,7.6067e-06,0,0,
7.86,1.56707,-3.14546,-0.000998116,-0.000632985,-0.000134824,-1.83599e-05,-0.00315483,0.12802,-0.00046721,7.66633e-06,0,0,
7.89,1.56704,-3.14548,-0.00100216,-0.000633536,-0.000134821,-1.83615e-05,-0.00316885,0.12802,-0.00046721,7.72621e-06,0,0,
7.92,1.56701,-3.14549,-0.0010062,-0.000634087,-0.000134812,-1.83688e-05,-0.00318287,0.12802,-0.00046721,7.78634e-06,0,0,
7.95,1.56698,-3.14551,-0.00101025,-0.000634638,-0.000134819,-1.8356e-05,-0.00319688,0.12802,-0.000467209,7.8467e-06,0,0,
7.98,1.56695,-3.14553,-0.00101429,-0.000635188,-0.000134817,-1.83579e-05,-0.0032109,0.128021,-0.000467208,7.90732e-06,0,0,
8.01,1.56692,-3.14555,-0.00101834,-0.000635739,-0.000134816,-1.83559e-05,-0.00322492,0.128021,-0.000467208,7.96818e-06,0,0,
8.04,1.56689,-3.14557,-0.00102238,-0.00063629,-0.000134822,-1.83492e-05,-0.00323893,0.128021,-0.000467207,8.02929e-06,0,0,
8.07,1.56686,-3.14559,-0.00102643,-0.00063684,-0.00013482,-1.83516e-05,-0.00325295,0.128021,-0.000467206,8.09065e-06,0,0,
8.1,1.56683,-3.14561,-0.00103047,-0.00063739,-0.000134824,-1.83477e-05,-0.00326696,0.128022,-0.000467205,8.15225e-06,0,0,
8.13,1.56679,-3.14563,-0.00103452,-0.000637941,-0.000134822,-1.83504e-05,-0.00328098,0.128022,-0.000467204,8.2141e-06,0,0,
8.16,1.56676,-3.14565,-0.00103856,-0.000638491,-0.000134826,-1.83472e-05,-0.003295,0.128022,-0.000467204,8.2762e-06,0,0,
8.19,1.56673,-3.14567,-0.00104261,-0.000639042,-0.000134825,-1.8349e-05,-0.00330901,0.128022,-0.000467203,8.33855e-06,0,0,
8.22,1.5667,-3.14569,-0.00104665,-0.000639592,-0.000134825,-1.83502e-05,-0.00332303,0.128023,-0.000467202,8.40114e-06,0,0,
8.25,1.56667,-3.1457,-0.0010507,-0.000640143,-0.000134824,-1.83512e-05,-0.00333704,0.128023,-0.000467201,8.46399e-06,0,0,
8.28,1.56664,-3.14572,-0.00105474,-0.000640693,-0.000134824,-1.83519e-05,-0.00335106,0.128023,-0.0004672,8.52708e-06,0,0,
8.31,1.56661,-3.14574,-0.00105879,-0.000641244,-0.000134823,-1.83523e-05,-0.00336508,0.128023,-0.000467199,8.59042e-06,0,0,
8.34,1.56657,-3.14576,-0.00106283,-0.000641795,-0.000134823,-1.83527e-05,-0.00337909,0.128024,-0.000467198,8.65401e-06,0,0,
8.37,1.56654,-3.14578,-0.00106687,-0.000642345,-0.000134819,-1.83543e-05,-0.00339311,0.128024,-0.000467198,8.71785e-06,0,0,
8.4,1.56651,-3.1458,-0.00107092,-0.000642896,-0.000134815,-1.83549e-05,-0.00340712,0.128024,-0.000467197,8.78194e-06,0,0,
8.43,1.56648,-3.14582,-0.00107496,-0.000643447,-0.000134811,-1.83547e-05,-0.00342114,0.128024,-0.000467196,8.84628e-06,0,0,
8.46,1.56645,-3.14584,-0.00107901,-0.000643997,-0.000134808,-1.83535e-05,-0.00343516,0.128025,-0.000467195,8.91087e-06,0,0,
8.49,1.56641,-3.14586,-0.00108305,-0.000644548,-0.000134805,-1.8352e-05,-0.00344917,0.128025,-0.000467195,8.97571e-06,0,0,
8.52,1.56638,-3.14588,-0.0010871,-0.000645098,-0.000134814,-1.83505e-05,-0.00346319,0.128025,-0.000467194,9.0408e-06,0,0,
8.55,1.56635,-3.1459,-0.00109114,-0.000645649,-0.000134812,-1.83503e-05,-0.0034772,0.128025,-0.000467193,9.10614e-06,0,0,
8.58,1.56632,-3.14592,-0.00109518,-0.000646199,-0.000134812,-1.83499e-05,-0.00349122,0.128026,-0.000467192,9.17173e-06,0,0,
8.61,1.56628,-3.14594,-0.00109923,-0.00064675,-0.000134817,-1.83516e-05,-0.00350523,0.128026,-0.000467191,9.23757e-06,0,0,
8.64,1.56625,-3.14596,-0.00110327,-0.0006473,-0.000134816,-1.83515e-05,-0.00351925,0.128026,-0.00046719,9.30366e-06,0,0,
8.67,1.56622,-3.14598,-0.00110732,-0.000647851,-0.000134816,-1.83518e-05,-0.00353327,0.128027,-0.000467189,9.37001e-06,0,0,
8.7,1.56618,-3.14599,-0.00111136,-0.000648401,-0.000134816,-1.83523e-05,-0.00354728,0.128027,-0.000467188,9.4366e-06,0,0,
8.73,1.56615,-3.14601,-0.00111541,-0.000648952,-0.000134814,-1.83517e-05,-0.0035613,0.128027,-0.000467187,9.50345e-06,0,0,
8.76,1.56612,-3.14603,-0.00111945,-0.000649503,-0.000134815,-1.83523e-05,-0.00357531,0.128027,-0.000467187,9.57055e-06,0,0,
8.79,1.56608,-3.14605,-0.0011235,-0.000650053,-0.000134814,-1.83522e-05,-0.00358933,0.128028,-0.000467186,9.6379e-06,0,0,
8.82,1.56605,-3.14607,-0.00112754,-0.000650604,-0.000134814,-1.8352e-05,-0.00360334,0.128028,-0.000467185,9.70551e-06,0,0,
8.85,1.56602,-3.14609,-0.00113158,-0.000651154,-0.000134813,-1.83518e-05,-0.00361736,0.128028,-0.000467184,9.77337e-06,0,0,
8.88,1.56598,-3.14611,-0.00113563,-0.000651705,-0.000134812,-1.83518e-05,-0.00363138,0.128029,-0.000467183,9.84148e-06,0,0,
8.91,1.56595,-3.14613,-0.00113967,-0.000652255,-0.00013481,-1.83503e-05,-0.00364539,0.128029,-0.000467182,9.90984e-06,0,0,
8.94,1.56591,-3.14615,-0.00114372,-0.000652806,-0.000134809,-1.83502e-05,-0.00365941,0.128029,-0.000467181,9.97846e-06,0,0,
8.97,1.56588,-3.14617,-0.00114776,-0.000653356,-0.000134809,-1.83505e-05,-0.00367342,0.128029,-0.00046718,1.00473e-05,0,0,
9,1.56584,-3.14619,-0.00115181,-0.000653907,-0.000134807,-1.83491e-05,-0.00368744,0.12803,-0.000467179,1.01165e-05,0,0,
9.03,1.56581,-3.14621,-0.00115585,-0.000654457,-0.000134805,-1.83482e-05,-0.00370145,0.12803,-0.000467178,1.01858e-05,0,0,
9.06,1.56578,-3.14623,-0.00115989,-0.000655008,-0.000134804,-1.83481e-05,-0.00371547,0.12803,-0.000467177,1.02555e-05,0,0,
9.09,1.56574,-3.14625,-0.00116394,-0.000655558,-0.000134801,-1.8345e-05,-0.00372948,0.128031,-0.000467176,1.03253e-05,0,0,
9.12,1.56571,-3.14627,-0.00116798,-0.000656108,-0.000134799,-1.83446e-05,-0.0037435,0.128031,-0.000467175,1.03955e-05,0,0,
9.15,1.56567,-3.14629,-0.00117203,-0.000656659,-0.000134798,-1.83445e-05,-0.00375751,0.128031,-0.000467173,1.04659e-05,0,0,
9.18,1.56564,-3.14631,-0.00117607,-0.000657209,-0.000134797,-1.83453e-05,-0.00377153,0.128032,-0.000467172,1.05365e-05,0,0,
9.21,1.5656,-3.14633,-0.00118011,-0.000657759,-0.000134796,-1.83445e-05,-0.00378554,0.128032,-0.000467171,1.06074e-05,0,0,
9.24,1.56556,-3.14635,-0.00118416,-0.00065831,-0.000134794,-1.83427e-05,-0.00379956,0.128032,-0.00046717,1.06786e-05,0,0,
9.27,1.56553,-3.14637,-0.0011882,-0.00065886,-0.000134792,-1.83429e-05,-0.00381357,0.128033,-0.000467169,1.075e-05,0,0,
9.3,1.56549,-3.14639,-0.00119225,-0.00065941,-0.00013479,-1.83413e-05,-0.00382759,0.128033,-0.000467167,1.08217e-05,0,0,
9.33,1.56546,-3.14641,-0.00119629,-0.00065996,-0.000134789,-1.83412e-05,-0.0038416,0.128033,-0.000467166,1.08936e-05,0,0,
9.36,1.56542,-3.14643,-0.00120033,-0.000660511,-0.000134789,-1.83428e-05,-0.00385562,0.128034,-0.000467165,1.09658e-05,0,0,
9.39,1.56539,-3.14645,-0.00120438,-0.000661061,-0.000134784,-1.83369e-05,-0.00386963,0.128034,-0.000467163,1.10382e-05,0,0,
9.42,1.56535,-3.14647,-0.00120842,-0.000661611,-0.000134783,-1.83369e-05,-0.00388365,0.128034,-0.000467162,1.11109e-05,0,0,
9.45,1.56531,-3.14649,-0.00121246,-0.000662161,-0.00013478,-1.83351e-05,-0.00389766,0.128035,-0.000467161,1.11839e-05,0,0,
9.48,1.56528,-3.14651,-0.00121651,-0.000662711,-0.000134779,-1.83356e-05,-0.00391168,0.128035,-0.000467159,1.12571e-05,0,0,
9.51,1.56524,-3.14653,-0.00122055,-0.000663261,-0.000134773,-1.83268e-05,-0.00392569,0.128035,-0.000467158,1.13305e-05,0,0,
9.54,1.5652,-3.14655,-0.00122459,-0.000663811,-0.000134772,-1.83298e-05,-0.00393971,0.128036,-0.000467156,1.14042e-05,0,0,
9.57,1.56517,-3.14657,-0.00122864,-0.000664361,-0.000134772,-1.83331e-05,-0.00395372,0.128036,-0.000467154,1.14782e-05,0,0,
9.6,1.56513,-3.14659,-0.00123268,-0.000664911,-0.000134767,-1.83265e-05,-0.00396774,0.128036,-0.000467153,1.15524e-05,0,0,
9.63,1.56509,-3.14661,-0.00123672,-0.00066546,-0.000134763,-1.83224e-05,-0.00398175,0.128037,-0.000467151,1.16269e-05,0,0,
9.66,1.56506,-3.14663,-0.00124076,-0.00066601,-0.000134764,-1.83293e-05,-0.00399577,0.128037,-0.000467149,1.17017e-05,0,0,
9.69,1.56502,-3.14665,-0.00124481,-0.00066656,-0.000134761,-1.83254e-05,-0.00400978,0.128037,-0.000467148,1.17767e-05,0,0,
9.72,1.56498,-3.14667,-0.00124885,-0.00066711,-0.00013476,-1.83272e-05,-0.0040238,0.128038,-0.000467146,1.18519e-05,0,0,
9.75,1.56494,-3.14669,-0.00125289,-0.000667659,-0.000134756,-1.83233e-05,-0.00403781,0.128038,-0.000467144,1.19275e-05,0,0,
9.78,1.56491,-3.14671,-0.00125694,-0.000668209,-0.000134749,-1.83097e-05,-0.00405182,0.128038,-0.000467142,1.20032e-05,0,0,
9.81,1.56487,-3.14673,-0.00126098,-0.000668758,-0.00013475,-1.83208e-05,-0.00406584,0.128039,-0.00046714,1.20793e-05,0,0,
9.84,1.56483,-3.14675,-0.00126502,-0.000669309,-0.000134755,-1.83398e-05,-0.00407985,0.128039,-0.000467139,1.21556e-05,0,0,
9.87,1.56479,-3.14677,-0.00126906,-0.000669859,-0.000134758,-1.83478e-05,-0.00409387,0.128039,-0.000467138,1.22322e-05,0,0,
9.9,1.56476,-3.14679,-0.00127311,-0.000670409,-0.000134758,-1.83463e-05,-0.00410788,0.12804,-0.000467137,1.2309e-05,0,0,
9.93,1.56472,-3.14681,-0.00127715,-0.00067096,-0.000134758,-1.83454e-05,-0.00412189,0.12804,-0.000467135,1.23861e-05,0,0,
9.96,1.56468,-3.14683,-0.00128119,-0.00067151,-0.000134759,-1.83489e-05,-0.00413591,0.128041,-0.000467134,1.24634e-05,0,0,
9.99,1.56464,-3.14685,-0.00128523,-0.00067206,-0.000134757,-1.83423e-05,-0.00414992,0.128041,-0.000467133,1.2541e-05,0,0,
10.02,1.5646,-3.14687,-0.00128928,-0.000672611,-0.000134758,-1.83468e-05,-0.00416394,0.128041,-0.000467132,1.26189e-05,0,0,
10.05,1.56456,-3.14689,-0.00129332,-0.000673162,-0.000134763,-1.83607e-05,-0.00417795,0.128042,-0.000467131,1.2697e-05,0,0,
10.08,1.56452,-3.14691,-0.00129736,-0.000673712,-0.000134764,-1.83594e-05,-0.00419196,0.128042,-0.00046713,1.27754e-05,0,0,
10.11,1.56449,-3.14693,-0.00130141,-0.000674263,-0.000134759,-1.83429e-05,-0.00420598,0.128042,-0.000467129,1.28541e-05,0,0,
10.14,1.56445,-3.14695,-0.00130545,-0.000674813,-0.000134759,-1.83422e-05,-0.00421999,0.128043,-0.000467127,1.2933e-05,0,0,
10.17,1.56441,-3.14697,-0.00130949,-0.000675363,-0.000134757,-1.83388e-05,-0.00423401,0.128043,-0.000467126,1.30122e-05,0,0,
10.2,1.56437,-3.14699,-0.00131353,-0.000675913,-0.000134757,-1.83418e-05,-0.00424802,0.128044,-0.000467125,1.30916e-05,0,0,
10.23,1.56433,-3.14701,-0.00131758,-0.000676464,-0.000134756,-1.83383e-05,-0.00426203,0.128044,-0.000467123,1.31713e-05,0,0,
10.26,1.56429,-3.14703,-0.00132162,-0.000677014,-0.000134755,-1.83399e-05,-0.00427605,0.128044,-0.000467122,1.32513e-05,0,0,
10.29,1.56425,-3.14705,-0.00132566,-0.000677564,-0.000134753,-1.83356e-05,-0.00429006,0.128045,-0.00046712,1.33315e-05,0,0,
10.32,1.56421,-3.14707,-0.0013297,-0.000678114,-0.000134752,-1.83351e-05,-0.00430407,0.128045,-0.000467118,1.3412e-05,0,0,
10.35,1.56417,-3.14709,-0.00133375,-0.000678664,-0.000134751,-1.83359e-05,-0.00431809,0.128046,-0.000467117,1.34927e-05,0,0,
10.38,1.56413,-3.14711,-0.00133779,-0.000679214,-0.000134749,-1.8332e-05,-0.0043321,0.128046,-0.000467115,1.35738e-05,0,0,
10.41,1.56409,-3.14713,-0.00134183,-0.000679764,-0.00013475,-1.83411e-05,-0.00434612,0.128046,-0.000467114,1.3655e-05,0,0,
10.44,1.56405,-3.14715,-0.00134587,-0.000680314,-0.000134744,-1.83224e-05,-0.00436013,0.128047,-0.000467112,1.37366e-05,0,0,
10.47,1.56401,-3.14717,-0.00134992,-0.000680864,-0.000134743,-1.83238e-05,-0.00437414,0.128047,-0.00046711,1.38184e-05,0,0,
10.5,1.56397,-3.14719,-0.00135396,-0.000681413,-0.000134742,-1.83259e-05,-0.00438816,0.128048,-0.000467108,1.39004e-05,0,0,
10.53,1.56393,-3.14721,-0.001358,-0.000681963,-0.00013474,-1.83252e-05,-0.00440217,0.128048,-0.000467106,1.39828e-05,0,0,
10.56,1.56389,-3.14723,-0.00136204,-0.000682513,-0.000134737,-1.83197e-05,-0.00441618,0.128049,-0.000467104,1.40654e-05,0,0,
10.59,1.56385,-3.14725,-0.00136609,-0.000683062,-0.000134734,-1.83175e-05,-0.00443019,0.128049,-0.000467102,1.41482e-05,0,0,
10.62,1.56381,-3.14727,-0.00137013,-0.000683611,-0.00013473,-1.83086e-05,-0.00444421,0.128049,-0.000467099,1.42313e-05,0,0,
10.65,1.56376,-3.14729,-0.00137417,-0.00068416,-0.000134725,-1.82988e-05,-0.00445822,0.12805,-0.000467097,1.43147e-05,0,0,
10.68,1.56372,-3.14731,-0.00137821,-0.000684709,-0.000134722,-1.83007e-05,-0.00447223,0.12805,-0.000467094,1.43984e-05,0,0,
10.71,1.56368,-3.14733,-0.00138225,-0.000685258,-0.000134714,-1.82809e-05,-0.00448625,0.128051,-0.000467091,1.44823e-05,0,0,
10.74,1.56364,-3.14735,-0.00138629,-0.000685806,-0.000134709,-1.82786e-05,-0.00450026,0.128051,-0.000467088,1.45664e-05,0,0,
10.77,1.5636,-3.14738,-0.00139033,-0.000686354,-0.000134703,-1.82689e-05,-0.00451427,0.128052,-0.000467084,1.46508e-05,0,0,
10.8,1.56356,-3.1474,-0.00139438,-0.000686902,-0.000134699,-1.82722e-05,-0.00452828,0.128052,-0.000467081,1.47355e-05,0,0,
10.83,1.56352,-3.14742,-0.00139842,-0.000687451,-0.000134697,-1.82835e-05,-0.0045423,0.128052,-0.000467078,1.48205e-05,0,0,
10.86,1.56347,-3.14744,-0.00140246,-0.000687999,-0.00013469,-1.82691e-05,-0.00455631,0.128053,-0.000467074,1.49057e-05,0,0,
10.89,1.56343,-3.14746,-0.0014065,-0.000688547,-0.000134688,-1.82779e-05,-0.00457032,0.128053,-0.000467071,1.49912e-05,0,0,
10.92,1.56339,-3.14748,-0.00141054,-0.000689095,-0.000134681,-1.8265e-05,-0.00458433,0.128054,-0.000467068,1.5077e-05,0,0,
10.95,1.56335,-3.1475,-0.00141458,-0.000689643,-0.000134677,-1.82628e-05,-0.00459835,0.128054,-0.000467064,1.5163e-05,0,0,
10.98,1.5633,-3.14752,-0.00141862,-0.000690191,-0.000134674,-1.82704e-05,-0.00461236,0.128055,-0.000467061,1.52493e-05,0,0,
11.01,1.56326,-3.14754,-0.00142266,-0.00069074,-0.000134672,-1.82801e-05,-0.00462637,0.128055,-0.000467058,1.53358e-05,0,0,
