Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
1.26,1.57071,-3.14174,-0.000129329,-0.000322267,-9.79239e-05,-0.000428864,0,0.128,-0.000286377,-0,0,0,
1.29,1.57071,-3.14175,-0.000132211,-0.000334964,-9.60759e-05,-0.000423254,0,0.128,-0.000297944,-0,0,0,
1.32,1.5707,-3.14176,-0.000135044,-0.000347465,-9.44213e-05,-0.000416684,0,0.128,-0.000309331,-0,0,0,
1.35,1.5707,-3.14177,-0.000137833,-0.000359752,-9.29687e-05,-0.000409564,0,0.128,-0.000320524,-0,0,0,
1.38,1.57069,-3.14178,-0.000140585,-0.000371818,-9.17311e-05,-0.000402221,0,0.128,-0.000331515,-0,0,0,
1.41,1.57069,-3.14179,-0.000143306,-0.000383664,-9.07254e-05,-0.000394843,0,0.128,-0.000342301,-0,0,0,
1.44,1.57069,-3.1418,-0.000146006,-0.000395286,-8.99759e-05,-0.000387414,0,0.128,-0.00035288,-0,0,0,
1.47,1.57068,-3.14181,-0.000148691,-0.000406677,-8.95156e-05,-0.000379683,0,0.128,-0.000363244,-0,0,0,
1.5,1.57068,-3.14182,-0.000151373,-0.000417813,-8.93894e-05,-0.000371221,0,0.128,-0.000373369,-0,0,0,
1.53,1.57067,-3.14184,-0.000154063,-0.00042866,-8.9683e-05,-0.000361557,0,0.128,-0.00038322,-0,0,0,
1.56,1.57067,-3.14185,-0.000156778,-0.00043917,-9.04861e-05,-0.000350322,0,0.128,-0.000392752,-0,0,0,
1.59,1.57066,-3.14186,-0.000159534,-0.000449289,-9.1887e-05,-0.000337308,0,0.128,-0.000401911,-0,0,0,
1.62,1.57066,-3.14188,-0.000162353,-0.000458962,-9.39558e-05,-0.000322445,0,0.128,-0.000410643,-0,0,0,
1.65,1.57065,-3.14189,-0.000165256,-0.000468134,-9.67551e-05,-0.00030572,0,0.128,-0.000418893,-0,0,0,
1.68,1.57065,-3.1419,-0.000168265,-0.000476746,-0.000100311,-0.00028708,0,0.128,-0.000426603,-0,0,0,
1.71,1.57064,-3.14192,-0.000171403,-0.000484738,-0.000104596,-0.000266378,0,0.128,-0.000433714,-0,0,0,
1.74,1.57064,-3.14193,-0.000174687,-0.00049204,-0.000109471,-0.000243407,0,0.128,-0.000440157,-0,0,0,
1.77,1.57063,-3.14195,-0.000178127,-0.000498582,-0.000114655,-0.000218084,0,0.128,-0.000445867,-0,0,0,
1.8,1.57063,-3.14196,-0.000181718,-0.000504305,-0.000119721,-0.000190742,0,0.128,-0.000450786,-0,0,0,
1.83,1.57062,-3.14198,-0.000185438,-0.000508937,-0.000123985,-0.000154408,0,0.128,-0.000454664,-0,0,0,
1.86,1.57062,-3.14199,-0.000189255,-0.000512664,-0.000127235,-0.000124258,0,0.128,-0.00045768,-0,0,0,
1.89,1.57061,-3.14201,-0.000193142,-0.000515661,-0.000129575,-9.98819e-05,0,0.128,-0.000459999,-0,0,0,
1.92,1.57061,-3.14202,-0.000197078,-0.00051808,-0.000131199,-8.06222e-05,0,0.128,-0.000461769,-0,0,0,
1.95,1.5706,-3.14204,-0.000201047,-0.00052005,-0.000132308,-6.56659e-05,0,0.128,-0.000463112,-0,0,0,
1.98,1.57059,-3.14205,-0.000205039,-0.000521675,-0.000133063,-5.41851e-05,0,0.128,-0.000464129,-0,0,0,
2.01,1.57059,-3.14207,-0.000209047,-0.000523038,-0.00013358,-4.5436e-05,0,0.128,-0.000464898,-0,0,0,
2.04,1.57058,-3.14209,-0.000213065,-0.000524202,-0.000133938,-3.87998e-05,0,0.128,-0.000465478,-0,0,0,
2.07,1.57057,-3.1421,-0.000217091,-0.000525216,-0.00013419,-3.37797e-05,0,0.128,-0.000465915,-0,0,0,
2.1,1.57057,-3.14212,-0.000221122,-0.000526115,-0.000134368,-2.99864e-05,0,0.128,-0.000466245,-0,0,0,
2.13,1.57056,-3.14213,-0.000225157,-0.000526929,-0.000134496,-2.7124e-05,0,0.128,-0.000466493,-0,0,0,
2.16,1.57055,-3.14215,-0.000229194,-0.000527678,-0.000134589,-2.49668e-05,0,0.128,-0.00046668,-0,0,0,
2.19,1.57055,-3.14216,-0.000233234,-0.000528378,-0.000134657,-2.33391e-05,0,0.128,-0.000466821,-0,0,0,
2.22,1.57054,-3.14218,-0.000237275,-0.000529041,-0.000134708,-2.21127e-05,0,0.128,-0.000466928,-0,0,0,
2.25,1.57053,-3.1422,-0.000241317,-0.000529677,-0.000134744,-2.11872e-05,0,0.128,-0.000467008,-0,0,0,
2.28,1.57053,-3.14221,-0.000245361,-0.000530292,-0.000134772,-2.04906e-05,0,0.128,-0.000467068,-0,0,0,
2.31,1.57052,-3.14223,-0.000249404,-0.000530891,-0.000134792,-1.99627e-05,0,0.128,-0.000467113,-0,0,0,
2.34,1.57051,-3.14224,-0.00025345,-0.000531486,-0.000134852,-1.98276e-05,0,0.128,-0.000467154,-0,0,0,
2.37,1.5705,-3.14226,-0.000257497,-0.000532075,-0.000134896,-1.96473e-05,0,0.128,-0.000467191,-0,0,0,
2.4,1.5705,-3.14228,-0.000261545,-0.000532658,-0.000134925,-1.94354e-05,0,0.128,-0.00046722,-0,0,0,
2.43,1.57049,-3.14229,-0.000265593,-0.000533234,-0.00013494,-1.92013e-05,-0.000946092,0.128,-0.000467244,7.55764e-07,0,0,
2.46,1.57048,-3.14231,-0.000269641,-0.000533804,-0.00013495,-1.90126e-05,-0.000968619,0.128,-0.000467262,7.78233e-07,0,0,
2.49,1.57047,-3.14232,-0.00027369,-0.000534371,-0.000134962,-1.88909e-05,-0.000991276,0.128,-0.000467276,8.01012e-07,0,0,
2.52,1.57046,-3.14234,-0.000277739,-0.000534935,-0.00013497,-1.87819e-05,-0.00101406,0.128,-0.000467287,8.24103e-07,0,0,
2.55,1.57046,-3.14236,-0.000281789,-0.000535496,-0.000134978,-1.87131e-05,-0.00103698,0.128001,-0.000467297,8.47509e-07,0,0,
2.58,1.57045,-3.14237,-0.000285838,-0.000536056,-0.000134986,-1.86594e-05,-0.00106003,0.128001,-0.000467305,8.71231e-07,0,0,
2.61,1.57044,-3.14239,-0.000289888,-0.000536614,-0.000134991,-1.86037e-05,-0.00108321,0.128001,-0.000467311,8.95272e-07,0,0,
2.64,1.57043,-3.1424,-0.000293938,-0.000537173,-0.000135008,-1.86342e-05,-0.00110651,0.128001,-0.000467318,9.19636e-07,0,0,
2.67,1.57042,-3.14242,-0.000297989,-0.000537733,-0.000135024,-1.86557e-05,-0.00112995,0.128001,-0.000467326,9.44324e-07,0,0,
2.7,1.57041,-3.14244,-0.00030204,-0.000538295,-0.000135053,-1.87446e-05,-0.00115352,0.128001,-0.000467335,9.69342e-07,0,0,
2.73,1.5704,-3.14245,-0.000306092,-0.000538854,-0.000135054,-1.86419e-05,-0.00117722,0.128001,-0.000467343,9.94684e-07,0,0,
2.76,1.57039,-3.14247,-0.000310144,-0.000539413,-0.000135065,-1.86331e-05,-0.00120104,0.128001,-0.000467349,1.02035e-06,0,0,
2.79,1.57039,-3.14248,-0.000314196,-0.000539971,-0.000135069,-1.85855e-05,-0.001225,0.128001,-0.000467355,1.04635e-06,0,0,
2.82,1.57038,-3.1425,-0.000318248,-0.000540526,-0.000135069,-1.85246e-05,-0.00124909,0.128001,-0.000467358,1.07269e-06,0,0,
2.85,1.57037,-3.14252,-0.0003223,-0.000541081,-0.00013507,-1.84908e-05,-0.00127331,0.128001,-0.000467361,1.09935e-06,0,0,
2.88,1.57036,-3.14253,-0.000326352,-0.000541635,-0.000135073,-1.84756e-05,-0.00129765,0.128001,-0.000467363,1.12635e-06,0,0,
2.91,1.57035,-3.14255,-0.000330405,-0.000542189,-0.000135074,-1.84577e-05,-0.00132213,0.128001,-0.000467365,1.15368e-06,0,0,
2.94,1.57034,-3.14257,-0.000334456,-0.000542738,-0.000135051,-1.83026e-05,-0.00134674,0.128001,-0.000467363,1.18135e-06,0,0,
2.97,1.57033,-3.14258,-0.000338509,-0.000543294,-0.000135085,-1.85268e-05,-0.00137147,0.128001,-0.000467366,1.20937e-06,0,0,
3,1.57032,-3.1426,-0.000342562,-0.000543853,-0.000135107,-1.86138e-05,-0.00139634,0.128001,-0.000467373,1.23774e-06,0,0,
3.03,1.57031,-3.14261,-0.000346615,-0.000544408,-0.000135104,-1.85306e-05,-0.00142134,0.128001,-0.000467376,1.26645e-06,0,0,
3.06,1.5703,-3.14263,-0.000350669,-0.000544967,-0.000135129,-1.8635e-05,-0.00144646,0.128001,-0.000467383,1.29551e-06,0,0,
3.09,1.57029,-3.14265,-0.000354723,-0.000545524,-0.000135127,-1.85551e-05,-0.00147172,0.128001,-0.000467387,1.32491e-06,0,0,
3.12,1.57027,-3.14266,-0.000358777,-0.00054608,-0.000135128,-1.85145e-05,-0.00149711,0.128001,-0.00046739,1.35467e-06,0,0,
3.15,1.57026,-3.14268,-0.000362831,-0.000546637,-0.000135147,-1.85885e-05,-0.00152263,0.128001,-0.000467396,1.38478e-06,0,0,
3.18,1.57025,-3.1427,-0.000366886,-0.000547193,-0.000135147,-1.85316e-05,-0.00154827,0.128001,-0.000467399,1.41524e-06,0,0,
3.21,1.57024,-3.14271,-0.000370941,-0.000547755,-0.00013519,-1.87432e-05,-0.00157405,0.128001,-0.000467409,1.44607e-06,0,0,
3.24,1.57023,-3.14273,-0.000374998,-0.000548318,-0.00013521,-1.876e-05,-0.00159996,0.128001,-0.000467418,1.47726e-06,0,0,
3.27,1.57022,-3.14275,-0.000379054,-0.000548878,-0.000135212,-1.86614e-05,-0.00162599,0.128001,-0.000467425,1.50881e-06,0,0,
3.3,1.57021,-3.14276,-0.00038311,-0.000549435,-0.000135209,-1.85729e-05,-0.00165216,0.128001,-0.00046743,1.54072e-06,0,0,
3.33,1.5702,-3.14278,-0.000387166,-0.00054999,-0.000135206,-1.85014e-05,-0.00167846,0.128001,-0.000467432,1.57298e-06,0,0,
3.36,1.57019,-3.1428,-0.000391222,-0.000550544,-0.000135204,-1.84635e-05,-0.00170489,0.128001,-0.000467434,1.60561e-06,0,0,
3.39,1.57017,-3.14281,-0.000395279,-0.000551101,-0.000135224,-1.85626e-05,-0.00173144,0.128001,-0.000467438,1.63861e-06,0,0,
3.42,1.57016,-3.14283,-0.000399336,-0.000551657,-0.000135225,-1.8525e-05,-0.00175813,0.128001,-0.000467441,1.67197e-06,0,0,
3.45,1.57015,-3.14284,-0.000403393,-0.000552211,-0.000135223,-1.84769e-05,-0.00178495,0.128001,-0.000467443,1.70571e-06,0,0,
3.48,1.57014,-3.14286,-0.000407446,-0.000552747,-0.00013512,-1.78648e-05,-0.0018119,0.128002,-0.000467428,1.73977e-06,0,0,
3.51,1.57013,-3.14288,-0.000411498,-0.000553277,-0.000135061,-1.76743e-05,-0.00183898,0.128002,-0.000467407,1.7742e-06,0,0,
3.54,1.57011,-3.14289,-0.000415549,-0.000553808,-0.000135025,-1.76743e-05,-0.00186618,0.128002,-0.000467387,1.809e-06,0,0,
3.57,1.5701,-3.14291,-0.000419599,-0.000554342,-0.000135016,-1.78289e-05,-0.00189352,0.128002,-0.000467371,1.84418e-06,0,0,
3.6,1.57009,-3.14293,-0.000423649,-0.000554878,-0.000134989,-1.7845e-05,-0.00192098,0.128002,-0.000467356,1.87973e-06,0,0,
3.63,1.57008,-3.14294,-0.000427698,-0.000555416,-0.000134978,-1.79405e-05,-0.00194858,0.128002,-0.000467344,1.91567e-06,0,0,
3.66,1.57006,-3.14296,-0.000431747,-0.000555954,-0.000134955,-1.79404e-05,-0.0019763,0.128002,-0.000467331,1.952e-06,0,0,
3.69,1.57005,-3.14298,-0.000435796,-0.000556497,-0.000134962,-1.81048e-05,-0.00200415,0.128002,-0.000467324,1.98871e-06,0,0,
3.72,1.57004,-3.14299,-0.000439844,-0.000557041,-0.000134953,-1.81359e-05,-0.00203214,0.128002,-0.000467317,2.02581e-06,0,0,
3.75,1.57002,-3.14301,-0.000443893,-0.000557589,-0.000134961,-1.82491e-05,-0.00206025,0.128002,-0.000467313,2.0633e-06,0,0,
3.78,1.57001,-3.14303,-0.000447943,-0.000558141,-0.000134984,-1.84166e-05,-0.00208849,0.128002,-0.000467314,2.1012e-06,0,0,
3.81,1.57,-3.14304,-0.000451992,-0.000558694,-0.000134989,-1.84309e-05,-0.00211686,0.128002,-0.000467315,2.13948e-06,0,0,
3.84,1.56998,-3.14306,-0.000456042,-0.000559249,-0.000135003,-1.84901e-05,-0.00214536,0.128002,-0.000467318,2.17817e-06,0,0,
3.87,1.56997,-3.14308,-0.000460093,-0.000559807,-0.000135027,-1.85898e-05,-0.002174,0.128002,-0.000467324,2.21726e-06,0,0,
3.9,1.56996,-3.14309,-0.000464144,-0.000560363,-0.000135032,-1.85562e-05,-0.00220276,0.128002,-0.000467329,2.25674e-06,0,0,
3.93,1.56994,-3.14311,-0.000468195,-0.000560915,-0.000135011,-1.83896e-05,-0.00223165,0.128002,-0.000467329,2.29661e-06,0,0,
3.96,1.56993,-3.14313,-0.000472244,-0.000561464,-0.000134992,-1.8282e-05,-0.00226067,0.128002,-0.000467326,2.33687e-06,0,0,
3.99,1.56991,-3.14315,-0.000476294,-0.000562012,-0.000134986,-1.82766e-05,-0.00228982,0.128002,-0.000467323,2.37753e-06,0,0,
4.02,1.5699,-3.14316,-0.000480344,-0.000562563,-0.000134999,-1.8378e-05,-0.0023191,0.128002,-0.000467323,2.4186e-06,0,0,
4.05,1.56988,-3.14318,-0.000484394,-0.000563113,-0.000134991,-1.83365e-05,-0.00234851,0.128002,-0.000467321,2.46008e-06,0,0,
4.08,1.56987,-3.1432,-0.000488443,-0.000563661,-0.000134977,-1.82724e-05,-0.00237805,0.128003,-0.000467318,2.50195e-06,0,0,
4.11,1.56986,-3.14321,-0.000492493,-0.000564212,-0.000134987,-1.83461e-05,-0.00240772,0.128003,-0.000467317,2.54425e-06,0,0,
4.14,1.56984,-3.14323,-0.00049654,-0.00056476,-0.000134902,-1.82684e-05,-0.00243752,0.128003,-0.000467314,2.58693e-06,0,0,
4.17,1.56983,-3.14325,-0.000500585,-0.000565308,-0.000134857,-1.82635e-05,-0.00246744,0.128003,-0.000467311,2.63003e-06,0,0,
4.2,1.56981,-3.14326,-0.00050463,-0.000565856,-0.000134835,-1.82728e-05,-0.0024975,0.128003,-0.000467309,2.67354e-06,0,0,
4.23,1.5698,-3.14328,-0.000508676,-0.000566401,-0.000134845,-1.81661e-05,-0.00145873,0.128003,-0.000467303,2.17371e-06,0,0,
4.26,1.56978,-3.1433,-0.000512721,-0.000566948,-0.00013484,-1.82286e-05,-0.00147275,0.128003,-0.000467299,2.20536e-06,0,0,
4.29,1.56976,-3.14331,-0.000516766,-0.000567499,-0.000134826,-1.83584e-05,-0.00148677,0.128003,-0.000467299,2.23725e-06,0,0,
4.32,1.56975,-3.14333,-0.000520811,-0.000568045,-0.00013484,-1.82221e-05,-0.00150078,0.128003,-0.000467295,2.26935e-06,0,0,
4.35,1.56973,-3.14335,-0.000524856,-0.000568594,-0.000134833,-1.82856e-05,-0.0015148,0.128003,-0.000467293,2.30168e-06,0,0,
4.38,1.56972,-3.14337,-0.000528901,-0.000569143,-0.000134832,-1.82934e-05,-0.00152882,0.128003,-0.000467291,2.33422e-06,0,0,
4.41,1.5697,-3.14338,-0.000532946,-0.000569692,-0.00013483,-1.83065e-05,-0.00154284,0.128003,-0.000467289,2.36699e-06,0,0,
4.44,1.56969,-3.1434,-0.000536991,-0.000570242,-0.000134827,-1.8326e-05,-0.00155686,0.128003,-0.000467288,2.39998e-06,0,0,
4.47,1.56967,-3.14342,-0.000541036,-0.000570789,-0.000134837,-1.82552e-05,-0.00157088,0.128003,-0.000467285,2.43319e-06,0,0,
4.5,1.56965,-3.14343,-0.000545081,-0.000571337,-0.000134836,-1.82724e-05,-0.0015849,0.128003,-0.000467283,2.46662e-06,0,0,
4.53,1.56964,-3.14345,-0.000549125,-0.000571888,-0.000134825,-1.83419e-05,-0.00159892,0.128004,-0.000467282,2.50027e-06,0,0,
4.56,1.56962,-3.14347,-0.000553171,-0.000572436,-0.000134838,-1.82616e-05,-0.00161293,0.128004,-0.000467279,2.53415e-06,0,0,
4.59,1.5696,-3.14349,-0.000557216,-0.000572985,-0.00013483,-1.8319e-05,-0.00162695,0.128004,-0.000467278,2.56825e-06,0,0,
4.62,1.56959,-3.1435,-0.00056126,-0.000573534,-0.000134832,-1.83071e-05,-0.00164097,0.128004,-0.000467276,2.60257e-06,0,0,
4.65,1.56957,-3.14352,-0.000565306,-0.000574083,-0.000134835,-1.82952e-05,-0.00165499,0.128004,-0.000467274,2.63711e-06,0,0,
4.68,1.56955,-3.14354,-0.000569351,-0.000574632,-0.000134838,-1.82848e-05,-0.00166901,0.128004,-0.000467272,2.67187e-06,0,0,
4.71,1.56954,-3.14355,-0.000573396,-0.000575179,-0.00013485,-1.82376e-05,-0.00168303,0.128004,-0.000467268,2.70686e-06,0,0,
4.74,1.56952,-3.14357,-0.000577442,-0.000575726,-0.000134852,-1.82509e-05,-0.00169704,0.128004,-0.000467265,2.74207e-06,0,0,
4.77,1.5695,-3.14359,-0.000581487,-0.000576275,-0.000134848,-1.82865e-05,-0.00171106,0.128004,-0.000467263,2.7775e-06,0,0,
4.8,1.56948,-3.14361,-0.000585533,-0.000576823,-0.000134855,-1.82705e-05,-0.00172508,0.128004,-0.00046726,2.81316e-06,0,0,
4.83,1.56947,-3.14362,-0.000589578,-0.000577373,-0.000134843,-1.83396e-05,-0.0017391,0.128004,-0.000467259,2.84905e-06,0,0,
4.86,1.56945,-3.14364,-0.000593624,-0.000577922,-0.000134856,-1.82855e-05,-0.00175311,0.128004,-0.000467257,2.88516e-06,0,0,
4.89,1.56943,-3.14366,-0.000597669,-0.000578471,-0.000134851,-1.83193e-05,-0.00176713,0.128005,-0.000467256,2.92149e-06,0,0,
4.92,1.56941,-3.14368,-0.000601715,-0.000579021,-0.00013485,-1.83315e-05,-0.00178115,0.128005,-0.000467255,2.95805e-06,0,0,
4.95,1.5694,-3.14369,-0.00060576,-0.000579573,-0.000134835,-1.83951e-05,-0.00179517,0.128005,-0.000467255,2.99485e-06,0,0,
4.98,1.56938,-3.14371,-0.000609805,-0.000580125,-0.000134836,-1.83812e-05,-0.00180919,0.128005,-0.000467256,3.03186e-06,0,0,
5.01,1.56936,-3.14373,-0.00061385,-0.000580677,-0.000134822,-1.84259e-05,-0.0018232,0.128005,-0.000467258,3.06911e-06,0,0,
5.04,1.56934,-3.14375,-0.000617894,-0.00058123,-0.000134816,-1.84271e-05,-0.00183722,0.128005,-0.000467259,3.10658e-06,0,0,
5.07,1.56932,-3.14376,-0.000621939,-0.000581782,-0.000134817,-1.84038e-05,-0.00185124,0.128005,-0.00046726,3.14427e-06,0,0,
5.1,1.5693,-3.14378,-0.000625983,-0.000582334,-0.000134813,-1.84026e-05,-0.00186526,0.128005,-0.000467262,3.18219e-06,0,0,
5.13,1.56928,-3.1438,-0.000630027,-0.000582887,-0.000134803,-1.84208e-05,-0.00187927,0.128005,-0.000467263,3.22034e-06,0,0,
5.16,1.56927,-3.14382,-0.000634071,-0.000583441,-0.000134782,-1.84701e-05,-0.00189329,0.128005,-0.000467266,3.25872e-06,0,0,
5.19,1.56925,-3.14383,-0.000638114,-0.000583994,-0.000134784,-1.84298e-05,-0.00190731,0.128005,-0.000467268,3.29732e-06,0,0,
5.22,1.56923,-3.14385,-0.000642157,-0.000584547,-0.000134777,-1.84273e-05,-0.00192133,0.128006,-0.00046727,3.33615e-06,0,0,
5.25,1.56921,-3.14387,-0.000646202,-0.000585094,-0.000134829,-1.82504e-05,-0.00193535,0.128006,-0.000467267,3.37519e-06,0,0,
5.28,1.56919,-3.14389,-0.000650246,-0.000585645,-0.000134798,-1.83577e-05,-0.00194936,0.128006,-0.000467267,3.41446e-06,0,0,
5.31,1.56917,-3.1439,-0.00065429,-0.000586195,-0.000134803,-1.83394e-05,-0.00196338,0.128006,-0.000467266,3.45397e-06,0,0,
5.34,1.56915,-3.14392,-0.000658334,-0.000586746,-0.0001348,-1.83444e-05,-0.0019774,0.128006,-0.000467266,3.4937e-06,0,0,
5.37,1.56913,-3.14394,-0.000662378,-0.000587296,-0.000134798,-1.83466e-05,-0.00199142,0.128006,-0.000467265,3.53366e-06,0,0,
5.4,1.56911,-3.14396,-0.000666422,-0.000587846,-0.000134799,-1.83415e-05,-0.00200544,0.128006,-0.000467265,3.57384e-06,0,0,
5.43,1.56909,-3.14397,-0.000670467,-0.000588394,-0.000134828,-1.82661e-05,-0.00201945,0.128006,-0.000467262,3.61425e-06,0,0,
5.46,1.56907,-3.14399,-0.000674512,-0.000588944,-0.000134816,-1.83138e-05,-0.00203347,0.128006,-0.000467261,3.65489e-06,0,0,
5.49,1.56905,-3.14401,-0.000678556,-0.000589493,-0.000134815,-1.83229e-05,-0.00204749,0.128007,-0.000467259,3.69576e-06,0,0,
5.52,1.56903,-3.14403,-0.0006826,-0.000590044,-0.000134805,-1.83514e-05,-0.00206151,0.128007,-0.000467259,3.73686e-06,0,0,
5.55,1.56901,-3.14404,-0.000686645,-0.000590592,-0.000134836,-1.82767e-05,-0.00207553,0.128007,-0.000467256,3.77819e-06,0,0,
5.58,1.56899,-3.14406,-0.00069069,-0.000591141,-0.000134831,-1.83066e-05,-0.00208954,0.128007,-0.000467255,3.81974e-06,0,0,
5.61,1.56897,-3.14408,-0.000694734,-0.000591694,-0.000134788,-1.84081e-05,-0.00210356,0.128007,-0.000467256,3.86154e-06,0,0,
