Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
22.08,6.22719,-2.81215,0.0605574,0.0150957,-0.00745351,-0.00735744,0.16125,-0.313619,0.0228239,-0.00389786,0,0
22.11,6.22901,-2.8117,0.0603321,0.0149003,-0.00750807,-0.00651135,0.161935,-0.313735,0.0227413,-0.00370742,0,0
22.14,6.23082,-2.81125,0.0601056,0.0147257,-0.00755143,-0.00582096,0.162618,-0.313845,0.0226622,-0.00353657,0,0
22.17,6.23262,-2.81081,0.059878,0.014568,-0.0075855,-0.00525739,0.163298,-0.313951,0.0225859,-0.0033818,0,0
22.2,6.23441,-2.81037,0.0596497,0.0144241,-0.00761186,-0.00479686,0.163977,-0.314051,0.0225119,-0.00324024,0,0
22.23,6.2362,-2.80994,0.0594207,0.0142915,-0.00763185,-0.00441991,0.164652,-0.314148,0.0224397,-0.00310957,0,0
22.26,6.23799,-2.80951,0.0591913,0.0141682,-0.00764657,-0.00411064,0.165326,-0.31424,0.0223688,-0.0029879,0,0
22.29,6.23976,-2.80909,0.0589616,0.0140525,-0.00765692,-0.00385612,0.165998,-0.314329,0.022299,-0.00287373,0,0
22.32,6.24153,-2.80867,0.0587317,0.0139431,-0.00766366,-0.00364583,0.166667,-0.314415,0.0222299,-0.00276581,0,0
22.35,6.24329,-2.80825,0.0585017,0.013839,-0.00766739,-0.00347126,0.167335,-0.314497,0.0221615,-0.00266317,0,0
22.38,6.24505,-2.80783,0.0582716,0.0137392,-0.00766863,-0.00332552,0.168,-0.314576,0.0220934,-0.00256499,0,0
22.41,6.2468,-2.80742,0.0580416,0.0136431,-0.00766778,-0.00320305,0.168663,-0.314652,0.0220257,-0.00247063,0,0
22.44,6.24854,-2.80701,0.0578116,0.0135501,-0.00766516,-0.00309937,0.169324,-0.314726,0.0219581,-0.00237956,0,0
22.47,6.25027,-2.8066,0.0575818,0.0134598,-0.00766106,-0.00301086,0.169984,-0.314797,0.0218906,-0.00229138,0,0
22.5,6.252,-2.8062,0.0573521,0.0133718,-0.0076557,-0.00293461,0.170641,-0.314865,0.0218232,-0.00220572,0,0
22.53,6.25372,-2.8058,0.0571227,0.0132857,-0.00764924,-0.00286827,0.171296,-0.31493,0.0217557,-0.00212232,0,0
22.56,6.25543,-2.8054,0.0568934,0.0132014,-0.00764184,-0.00280997,0.171949,-0.314993,0.0216882,-0.00204095,0,0
22.59,6.25714,-2.80501,0.0566644,0.0131187,-0.00763361,-0.00275819,0.1726,-0.315054,0.0216205,-0.00196143,0,0
22.62,6.25884,-2.80461,0.0564357,0.0130373,-0.00762466,-0.00271171,0.173249,-0.315112,0.0215528,-0.0018836,0,0
22.65,6.26053,-2.80422,0.0562072,0.0129572,-0.00761506,-0.00266955,0.173896,-0.315168,0.021485,-0.00180735,0,0
22.68,6.26222,-2.80383,0.0559791,0.0128783,-0.00760487,-0.00263092,0.174541,-0.315221,0.021417,-0.00173257,0,0
22.71,6.2639,-2.80345,0.0557512,0.0128004,-0.00759415,-0.0025952,0.175184,-0.315273,0.0213488,-0.00165918,0,0
22.74,6.26557,-2.80306,0.0555237,0.0127236,-0.00758294,-0.00256187,0.175825,-0.315322,0.0212805,-0.00158712,0,0
22.77,6.26724,-2.80268,0.0552966,0.0126477,-0.00757129,-0.00253054,0.176464,-0.315369,0.0212121,-0.00151631,0,0
22.8,6.2689,-2.8023,0.0550698,0.0125726,-0.00755921,-0.00250085,0.1771,-0.315413,0.0211435,-0.00144671,0,0
22.83,6.27055,-2.80192,0.0548434,0.0124985,-0.00754673,-0.00247257,0.177735,-0.315456,0.0210747,-0.00137829,0,0
22.86,6.27219,-2.80155,0.0546174,0.0124251,-0.00753388,-0.00244546,0.178368,-0.315497,0.0210059,-0.001311,0,0
22.89,6.27383,-2.80118,0.0543918,0.0123525,-0.00752068,-0.00241935,0.178998,-0.315536,0.0209368,-0.00124481,0,0
22.92,6.27546,-2.8008,0.054168,0.0122804,-0.00746039,-0.00240462,0.179627,-0.315572,0.020868,-0.00117917,0,0
22.95,6.27709,-2.80044,0.0539232,0.0122125,-0.00815787,-0.0022645,0.180253,-0.315607,0.0207934,-0.0011215,0,0
22.98,6.27871,-2.80007,0.0536494,0.0121489,-0.00912747,-0.00211996,0.180877,-0.31564,0.0207105,-0.00107344,0,0
23.01,6.28032,-2.79971,0.0533967,0.0120809,-0.00842418,-0.00226547,0.181499,-0.315672,0.0206324,-0.00101823,0,0
23.04,6.28192,-2.79934,0.0531639,0.0120095,-0.00775961,-0.00237998,0.182118,-0.315702,0.0205591,-0.00095687,0,0
23.07,6.28351,-2.79898,0.0529418,0.0119378,-0.00740385,-0.00238834,0.182735,-0.31608,0.0205071,-0.00089382,0,0
23.1,6.2851,-2.79862,0.0527201,0.0118675,-0.00739039,-0.00234372,0.18335,-0.315756,0.0204182,-0.000832347,0,0
23.13,6.28668,-2.79827,0.0524988,0.0117984,-0.00737629,-0.00230409,0.183963,-0.31578,0.0203479,-0.000772311,0,0
23.16,6.28826,-2.79791,0.0522779,0.0117304,-0.00736164,-0.00226851,0.184574,-0.315803,0.0202776,-0.000713598,0,0
23.19,6.28983,-2.79756,0.0520575,0.0116633,-0.0073465,-0.00223622,0.185182,-0.315824,0.0202073,-0.000656114,0,0
23.22,6.29139,-2.79721,0.0518376,0.0115971,-0.00733092,-0.0022066,0.185789,-0.315843,0.020137,-0.000599784,0,0
23.25,6.29294,-2.79686,0.0516182,0.0115317,-0.00731494,-0.00217917,0.186393,-0.31586,0.0200667,-0.000544542,0,0
23.28,6.29449,-2.79652,0.0513992,0.0114671,-0.00729861,-0.00215355,0.186996,-0.315876,0.0199964,-0.000490336,0,0
23.31,6.29603,-2.79617,0.0511807,0.0114032,-0.00728194,-0.00212941,0.187596,-0.31589,0.0199261,-0.000437121,0,0
23.34,6.29757,-2.79583,0.0509628,0.01134,-0.00726497,-0.00210651,0.188194,-0.315903,0.0198558,-0.000384861,0,0
23.37,6.2991,-2.79549,0.0507454,0.0112775,-0.00724772,-0.00208464,0.18879,-0.315914,0.0197855,-0.000333522,0,0
23.4,6.30062,-2.79515,0.0505285,0.0112156,-0.00723019,-0.00206364,0.189384,-0.315923,0.0197152,-0.000283079,0,0
23.43,6.30214,-2.79482,0.0503121,0.0111543,-0.00721241,-0.00204338,0.189976,-0.315931,0.0196449,-0.000233505,0,0
23.46,6.30365,-2.79448,0.0500963,0.0110935,-0.00719439,-0.00202375,0.190565,-0.315938,0.0195746,-0.000184781,0,0
23.49,6.30515,-2.79415,0.049881,0.0110334,-0.00717614,-0.00200468,0.191153,-0.315943,0.0195042,-0.000136888,0,0
23.52,6.30664,-2.79382,0.0496662,0.0109738,-0.00715767,-0.00198609,0.191738,-0.315946,0.0194339,-8.98E-05,0,0
23.55,6.30813,-2.79349,0.0494521,0.0109148,-0.00713899,-0.00196792,0.192321,-0.315948,0.0193636,-4.35E-05,0,0
23.58,6.30962,-2.79316,0.0492385,0.0108563,-0.0071201,-0.00195014,0.192903,-0.315949,0.0192933,1.97E-06,0,0
23.61,6.3111,-2.79284,0.0490254,0.0107983,-0.00710102,-0.0019327,0.193482,-0.315948,0.0192231,4.67E-05,0,0
23.64,6.31257,-2.79251,0.048813,0.0107408,-0.00708174,-0.00191557,0.194059,-0.315947,0.0191528,9.07E-05,0,0
23.67,6.31403,-2.79219,0.0486011,0.0106839,-0.00706228,-0.00189874,0.194633,-0.315943,0.0190826,0.000133891,0,0
23.7,6.31549,-2.79187,0.0483898,0.0106274,-0.00704264,-0.00188217,0.195206,-0.315939,0.0190124,0.000176378,0,0
23.73,6.31694,-2.79155,0.0481792,0.0105714,-0.00702283,-0.00186586,0.195777,-0.315933,0.0189423,0.00021814,0,0
23.76,6.31839,-2.79123,0.0479691,0.0105159,-0.00700284,-0.00184979,0.196345,-0.315926,0.0188722,0.000259188,0,0
23.79,6.31982,-2.79092,0.0477596,0.0104609,-0.00698269,-0.00183394,0.196912,-0.315918,0.0188021,0.000299532,0,0
23.82,6.32126,-2.79061,0.0475507,0.0104064,-0.00696238,-0.00181831,0.197476,-0.315908,0.0187321,0.00033918,0,0
23.85,6.32268,-2.79029,0.0473425,0.0103523,-0.00694191,-0.00180288,0.198038,-0.315897,0.0186622,0.000378143,0,0
23.88,6.3241,-2.78998,0.0471348,0.0102987,-0.00692129,-0.00178766,0.198598,-0.315886,0.0185924,0.00041643,0,0
23.91,6.32552,-2.78967,0.0469278,0.0102455,-0.00690053,-0.00177263,0.199156,-0.315873,0.0185226,0.000454049,0,0
23.94,6.32693,-2.78937,0.0467214,0.0101927,-0.00687962,-0.00175778,0.199712,-0.315859,0.0184528,0.00049101,0,0
23.97,6.32833,-2.78906,0.0465157,0.0101404,-0.00685856,-0.00174312,0.200266,-0.315843,0.0183832,0.000527321,0,0
24,6.32972,-2.78876,0.0463105,0.0100886,-0.00683738,-0.00172864,0.200818,-0.315827,0.0183136,0.000562991,0,0
24.03,6.33111,-2.78845,0.0461061,0.0100372,-0.00681606,-0.00171433,0.201367,-0.31581,0.0182441,0.000598027,0,0
24.06,6.3325,-2.78815,0.0459022,0.00998615,-0.00679461,-0.00170019,0.201915,-0.315791,0.0181748,0.000632439,0,0
24.09,6.33387,-2.78785,0.045699,0.00993557,-0.00677303,-0.00168622,0.20246,-0.315772,0.0181055,0.000666235,0,0
24.12,6.33524,-2.78755,0.0454965,0.00988539,-0.00675134,-0.00167241,0.203004,-0.315751,0.0180363,0.000699421,0,0
24.15,6.33661,-2.78726,0.0452946,0.00983563,-0.00672953,-0.00165876,0.203545,-0.31573,0.0179672,0.000732008,0,0
24.18,6.33797,-2.78696,0.0450934,0.00978627,-0.0067076,-0.00164526,0.204084,-0.315707,0.0178982,0.000764001,0,0
24.21,6.33932,-2.78667,0.0448928,0.00973731,-0.00668556,-0.00163192,0.204621,-0.315684,0.0178293,0.000795409,0,0
24.24,6.34067,-2.78638,0.0446929,0.00968875,-0.00666341,-0.00161874,0.205156,-0.31566,0.0177606,0.00082624,0,0
24.27,6.34201,-2.78609,0.0444937,0.00964058,-0.00664116,-0.00160569,0.205689,-0.315635,0.0176919,0.000856501,0,0
24.3,6.34334,-2.7858,0.0442951,0.0095928,-0.00661881,-0.0015928,0.20622,-0.315608,0.0176234,0.000886199,0,0
24.33,6.34467,-2.78551,0.0440972,0.0095454,-0.00659636,-0.00158005,0.206749,-0.315581,0.017555,0.000915342,0,0
24.36,6.34599,-2.78522,0.0439,0.00949837,-0.00657381,-0.00156744,0.207276,-0.315554,0.0174868,0.000943937,0,0
24.39,6.34731,-2.78494,0.0437035,0.00945172,-0.00655118,-0.00155497,0.207801,-0.315525,0.0174187,0.000971992,0,0
24.42,6.34862,-2.78465,0.0435076,0.00940545,-0.00652845,-0.00154263,0.208323,-0.315495,0.0173507,0.000999513,0,0
24.45,6.34993,-2.78437,0.0433124,0.00935953,-0.00650564,-0.00153043,0.208844,-0.315465,0.0172828,0.00102651,0,0
24.48,6.35123,-2.78409,0.043118,0.00931398,-0.00648275,-0.00151836,0.209363,-0.315434,0.0172151,0.00105298,0,0
24.51,6.35252,-2.78381,0.0429242,0.00926879,-0.00645977,-0.00150642,0.209879,-0.315402,0.0171475,0.00107894,0,0
24.54,6.35381,-2.78353,0.0427311,0.00922395,-0.00643673,-0.00149461,0.210394,-0.315369,0.0170801,0.0011044,0,0
24.57,6.35509,-2.78326,0.0425387,0.00917946,-0.0064136,-0.00148293,0.210907,-0.315335,0.0170129,0.00112936,0,0
24.6,6.35637,-2.78298,0.0423469,0.00913532,-0.00639041,-0.00147137,0.211417,-0.315301,0.0169458,0.00115382,0,0
24.63,6.35764,-2.78271,0.0421559,0.00909152,-0.00636715,-0.00145993,0.211926,-0.315266,0.0168788,0.0011778,0,0
24.66,6.3589,-2.78244,0.0419656,0.00904807,-0.00634382,-0.00144862,0.212432,-0.31523,0.016812,0.0012013,0,0
24.69,6.36016,-2.78216,0.041776,0.00900494,-0.00632043,-0.00143742,0.212937,-0.315194,0.0167454,0.00122433,0,0
24.72,6.36141,-2.78189,0.0415871,0.00896215,-0.00629698,-0.00142634,0.213439,-0.315157,0.0166789,0.00124688,0,0
24.75,6.36266,-2.78162,0.0413989,0.00891969,-0.00627348,-0.00141538,0.21394,-0.315119,0.0166126,0.00126898,0,0
24.78,6.3639,-2.78136,0.0412114,0.00887756,-0.00624992,-0.00140453,0.214438,-0.31508,0.0165465,0.00129063,0,0
24.81,6.36514,-2.78109,0.0410246,0.00883574,-0.00622631,-0.00139379,0.214935,-0.315041,0.0164806,0.00131182,0,0
24.84,6.36637,-2.78083,0.0408385,0.00879425,-0.00620265,-0.00138316,0.215429,-0.315001,0.0164148,0.00133258,0,0
24.87,6.3676,-2.78056,0.0406532,0.00875307,-0.00617894,-0.00137264,0.215922,-0.314961,0.0163492,0.00135289,0,0
24.9,6.36882,-2.7803,0.0404685,0.0087122,-0.00615519,-0.00136223,0.216413,-0.31492,0.0162838,0.00137278,0,0
24.93,6.37003,-2.78004,0.0402846,0.00867164,-0.0061314,-0.00135192,0.216901,-0.314879,0.0162185,0.00139225,0,0
24.96,6.37124,-2.77978,0.0401013,0.00863139,-0.00610757,-0.00134172,0.217388,-0.314836,0.0161535,0.00141129,0,0
24.99,6.37244,-2.77952,0.0399188,0.00859144,-0.0060837,-0.00133162,0.217873,-0.314794,0.0160886,0.00142992,0,0
25.02,6.37364,-2.77926,0.039737,0.00855179,-0.0060598,-0.00132163,0.218355,-0.31475,0.0160239,0.00144815,0,0
25.05,6.37483,-2.779,0.039556,0.00851244,-0.00603586,-0.00131173,0.218836,-0.314707,0.0159595,0.00146597,0,0
25.08,6.37602,-2.77875,0.0393756,0.00847338,-0.0060119,-0.00130193,0.219315,-0.314662,0.0158952,0.0014834,0,0
25.11,6.3772,-2.7785,0.039196,0.00843462,-0.0059879,-0.00129223,0.219792,-0.314617,0.0158311,0.00150044,0,0
25.14,6.37837,-2.77824,0.039017,0.00839614,-0.00596389,-0.00128262,0.220267,-0.314572,0.0157671,0.00151709,0,0
25.17,6.37955,-2.77799,0.0388388,0.00835795,-0.00593985,-0.00127311,0.22074,-0.314526,0.0157034,0.00153336,0,0
25.2,6.38071,-2.77774,0.0386614,0.00832003,-0.00591578,-0.0012637,0.221212,-0.31448,0.0156399,0.00154926,0,0
25.23,6.38187,-2.77749,0.0384846,0.0082824,-0.0058917,-0.00125437,0.221681,-0.314433,0.0155766,0.00156479,0,0
25.26,6.38302,-2.77724,0.0383086,0.00824505,-0.00586761,-0.00124514,0.222148,-0.314386,0.0155135,0.00157995,0,0
25.29,6.38417,-2.77699,0.0381333,0.00820797,-0.0058435,-0.001236,0.222614,-0.314338,0.0154506,0.00159476,0,0
25.32,6.38532,-2.77675,0.0379587,0.00817116,-0.00581937,-0.00122694,0.223077,-0.31429,0.0153879,0.00160921,0,0
25.35,6.38646,-2.7765,0.0377848,0.00813462,-0.00579524,-0.00121797,0.223539,-0.314241,0.0153254,0.00162331,0,0
25.38,6.38759,-2.77626,0.0376117,0.00809835,-0.00577109,-0.00120909,0.223999,-0.314192,0.0152631,0.00163707,0,0
25.41,6.38872,-2.77602,0.0374393,0.00806234,-0.00574694,-0.00120029,0.224457,-0.314143,0.015201,0.00165049,0,0
25.44,6.38984,-2.77577,0.0372676,0.00802659,-0.00572279,-0.00119158,0.224913,-0.314093,0.0151392,0.00166358,0,0
25.47,6.39096,-2.77553,0.0370967,0.0079911,-0.00569863,-0.00118295,0.225368,-0.314043,0.0150775,0.00167634,0,0
25.5,6.39207,-2.77529,0.0369264,0.00795587,-0.00567447,-0.00117441,0.22582,-0.313992,0.0150161,0.00168877,0,0
25.53,6.39318,-2.77505,0.0367569,0.00792089,-0.00565032,-0.00116594,0.226271,-0.313941,0.0149548,0.00170088,0,0
25.56,6.39428,-2.77482,0.0365881,0.00788617,-0.00562616,-0.00115755,0.226719,-0.31389,0.0148938,0.00171268,0,0
25.59,6.39538,-2.77458,0.0364201,0.00785169,-0.00560201,-0.00114924,0.227166,-0.313838,0.014833,0.00172417,0,0
25.62,6.39647,-2.77434,0.0362527,0.00781746,-0.00557787,-0.00114101,0.227611,-0.313786,0.0147724,0.00173535,0,0
25.65,6.39756,-2.77411,0.0360861,0.00778347,-0.00555373,-0.00113286,0.228055,-0.313734,0.0147121,0.00174623,0,0
25.68,6.39864,-2.77388,0.0359202,0.00774973,-0.0055296,-0.00112478,0.228496,-0.313681,0.0146519,0.00175681,0,0
25.71,6.39972,-2.77364,0.0357551,0.00771623,-0.00550549,-0.00111678,0.228936,-0.313628,0.014592,0.0017671,0,0
25.74,6.40079,-2.77341,0.0355906,0.00768296,-0.00548138,-0.00110885,0.229374,-0.313575,0.0145323,0.0017771,0,0
25.77,6.40186,-2.77318,0.0354269,0.00764993,-0.00545729,-0.001101,0.22981,-0.313521,0.0144728,0.00178681,0,0
25.8,6.40292,-2.77295,0.0352639,0.00761713,-0.00543322,-0.00109321,0.230244,-0.313467,0.0144136,0.00179625,0,0
25.83,6.40398,-2.77272,0.0351016,0.00758457,-0.00540917,-0.0010855,0.230676,-0.313413,0.0143545,0.00180541,0,0
25.86,6.40504,-2.7725,0.0349401,0.00755223,-0.00538513,-0.00107786,0.231107,-0.313359,0.0142957,0.0018143,0,0
25.89,6.40608,-2.77227,0.0347793,0.00752012,-0.00536112,-0.00107029,0.231536,-0.313304,0.0142371,0.00182292,0,0
25.92,6.40713,-2.77204,0.0346191,0.00748824,-0.00533712,-0.00106279,0.231963,-0.313249,0.0141788,0.00183127,0,0
25.95,6.40817,-2.77182,0.0344597,0.00745658,-0.00531315,-0.00105535,0.232389,-0.313194,0.0141206,0.00183937,0,0
25.98,6.4092,-2.7716,0.0343011,0.00742514,-0.00528921,-0.00104798,0.232812,-0.313138,0.0140627,0.00184721,0,0
26.01,6.41023,-2.77137,0.0341431,0.00739392,-0.00526529,-0.00104068,0.233234,-0.313082,0.014005,0.0018548,0,0
26.04,6.41125,-2.77115,0.0339859,0.00736292,-0.0052414,-0.00103345,0.233655,-0.313027,0.0139476,0.00186214,0,0
26.07,6.41227,-2.77093,0.0338293,0.00733213,-0.00521754,-0.00102628,0.234073,-0.31297,0.0138904,0.00186924,0,0
26.1,6.41329,-2.77071,0.0336735,0.00730155,-0.00519371,-0.00101917,0.23449,-0.312914,0.0138334,0.00187609,0,0
26.13,6.4143,-2.77049,0.0335184,0.00727119,-0.00516991,-0.00101213,0.234905,-0.312857,0.0137766,0.00188271,0,0
26.16,6.4153,-2.77027,0.0333641,0.00724104,-0.00514614,-0.00100515,0.235318,-0.312801,0.0137201,0.00188909,0,0
26.19,6.4163,-2.77006,0.0332104,0.00721109,-0.00512241,-0.000998227,0.23573,-0.312744,0.0136637,0.00189525,0,0
26.22,6.4173,-2.76984,0.0330574,0.00718135,-0.00509871,-0.000991369,0.23614,-0.312687,0.0136077,0.00190118,0,0
26.25,6.41829,-2.76962,0.0329052,0.00715181,-0.00507505,-0.000984571,0.236548,-0.312629,0.0135518,0.00190689,0,0
26.28,6.41928,-2.76941,0.0327536,0.00712248,-0.00505143,-0.000977833,0.236955,-0.312572,0.0134962,0.00191237,0,0
26.31,6.42026,-2.7692,0.0326028,0.00709334,-0.00502784,-0.000971154,0.23736,-0.312514,0.0134408,0.00191765,0,0
26.34,6.42124,-2.76898,0.0324527,0.00706441,-0.0050043,-0.000964534,0.237763,-0.312456,0.0133856,0.00192271,0,0
26.37,6.42221,-2.76877,0.0323032,0.00703567,-0.0049808,-0.000957972,0.238165,-0.312399,0.0133307,0.00192756,0,0
26.4,6.42318,-2.76856,0.0321545,0.00700712,-0.00495734,-0.000951466,0.238565,-0.31234,0.013276,0.0019322,0,0
26.43,6.42415,-2.76835,0.0320065,0.00697877,-0.00493392,-0.000945017,0.238963,-0.312282,0.0132216,0.00193665,0,0
26.46,6.42511,-2.76814,0.0318592,0.00695061,-0.00491055,-0.000938624,0.23936,-0.312224,0.0131673,0.00194089,0,0
26.49,6.42606,-2.76793,0.0317126,0.00692264,-0.00488722,-0.000932286,0.239755,-0.312165,0.0131133,0.00194494,0,0
26.52,6.42701,-2.76772,0.0315666,0.00689486,-0.00486394,-0.000926002,0.240149,-0.312107,0.0130596,0.0019488,0,0
26.55,6.42796,-2.76752,0.0314214,0.00686727,-0.00484071,-0.000919773,0.24054,-0.312048,0.013006,0.00195246,0,0
26.58,6.4289,-2.76731,0.0312769,0.00683986,-0.00481752,-0.000913597,0.240931,-0.311989,0.0129527,0.00195594,0,0
26.61,6.42984,-2.76711,0.0311331,0.00681264,-0.00479439,-0.000907474,0.241319,-0.31193,0.0128997,0.00195924,0,0
26.64,6.43078,-2.7669,0.0309899,0.0067856,-0.0047713,-0.000901403,0.241706,-0.311871,0.0128468,0.00196236,0,0
26.67,6.43171,-2.7667,0.0308475,0.00675874,-0.00474827,-0.000895384,0.242092,-0.311812,0.0127942,0.0019653,0,0
26.7,6.43263,-2.7665,0.0307057,0.00673205,-0.00472529,-0.000889415,0.242476,-0.311753,0.0127418,0.00196806,0,0
26.73,6.43355,-2.76629,0.0305647,0.00670555,-0.00470236,-0.000883498,0.242858,-0.311694,0.0126897,0.00197065,0,0
26.76,6.43447,-2.76609,0.0304243,0.00667922,-0.00467948,-0.00087763,0.243239,-0.311634,0.0126378,0.00197308,0,0
26.79,6.43538,-2.76589,0.0302846,0.00665306,-0.00465666,-0.000871812,0.243618,-0.311575,0.0125861,0.00197534,0,0
26.82,6.43629,-2.76569,0.0301456,0.00662708,-0.0046339,-0.000866043,0.243996,-0.311516,0.0125347,0.00197743,0,0
26.85,6.4372,-2.76549,0.0300072,0.00660127,-0.00461119,-0.000860323,0.244372,-0.311456,0.0124834,0.00197937,0,0
26.88,6.4381,-2.7653,0.0298696,0.00657563,-0.00458854,-0.00085465,0.244746,-0.311396,0.0124325,0.00198115,0,0
26.91,6.43899,-2.7651,0.0297326,0.00655016,-0.00456594,-0.000849025,0.245119,-0.311337,0.0123817,0.00198277,0,0
26.94,6.43988,-2.7649,0.0295963,0.00652486,-0.00454341,-0.000843446,0.245491,-0.311277,0.0123312,0.00198424,0,0
26.97,6.44077,-2.76471,0.0294607,0.00649972,-0.00452093,-0.000837915,0.245861,-0.311217,0.0122809,0.00198556,0,0
27,6.44166,-2.76451,0.0293257,0.00647475,-0.00449852,-0.000832429,0.246229,-0.311158,0.0122308,0.00198673,0,0
27.03,6.44253,-2.76432,0.0291914,0.00644994,-0.00447616,-0.000826988,0.246596,-0.311098,0.012181,0.00198776,0,0
27.06,6.44341,-2.76412,0.0290578,0.00642529,-0.00445387,-0.000821593,0.246962,-0.311038,0.0121314,0.00198865,0,0
27.09,6.44428,-2.76393,0.0289248,0.0064008,-0.00443164,-0.000816242,0.247326,-0.310978,0.012082,0.0019894,0,0
27.12,6.44515,-2.76374,0.0287926,0.00637648,-0.00440947,-0.000810935,0.247688,-0.310918,0.0120329,0.00199001,0,0
27.15,6.44601,-2.76355,0.0286609,0.00635231,-0.00438736,-0.000805672,0.248049,-0.310858,0.011984,0.00199049,0,0
27.18,6.44687,-2.76336,0.02853,0.00632829,-0.00436532,-0.000800452,0.248409,-0.310798,0.0119353,0.00199083,0,0
27.21,6.44773,-2.76317,0.0283997,0.00630443,-0.00434334,-0.000795275,0.248767,-0.310738,0.0118868,0.00199105,0,0
27.24,6.44858,-2.76298,0.02827,0.00628073,-0.00432143,-0.00079014,0.249124,-0.310678,0.0118386,0.00199114,0,0
27.27,6.44943,-2.76279,0.028141,0.00625718,-0.00429958,-0.000785047,0.249479,-0.310619,0.0117906,0.0019911,0,0
27.3,6.45027,-2.7626,0.0280127,0.00623378,-0.0042778,-0.000779996,0.249833,-0.310559,0.0117428,0.00199094,0,0
27.33,6.45111,-2.76242,0.027885,0.00621053,-0.00425609,-0.000774985,0.250185,-0.310499,0.0116952,0.00199066,0,0
27.36,6.45195,-2.76223,0.027758,0.00618743,-0.00423444,-0.000770016,0.250536,-0.310439,0.0116479,0.00199026,0,0
27.39,6.45278,-2.76204,0.0276316,0.00616448,-0.00421286,-0.000765086,0.250885,-0.310379,0.0116008,0.00198974,0,0
27.42,6.45361,-2.76186,0.0275059,0.00614167,-0.00419135,-0.000760196,0.251234,-0.310319,0.011554,0.00198912,0,0
27.45,6.45444,-2.76167,0.0273808,0.00611901,-0.00416991,-0.000755346,0.25158,-0.310259,0.0115073,0.00198837,0,0
27.48,6.45526,-2.76149,0.0272563,0.00609649,-0.00414853,-0.000750535,0.251925,-0.310199,0.0114609,0.00198752,0,0
27.51,6.45608,-2.76131,0.0271325,0.00607412,-0.00412723,-0.000745763,0.252269,-0.310139,0.0114147,0.00198657,0,0
27.54,6.45689,-2.76113,0.0270093,0.00605189,-0.00410599,-0.000741028,0.252612,-0.31008,0.0113687,0.0019855,0,0
27.57,6.4577,-2.76094,0.0268868,0.0060298,-0.00408483,-0.000736332,0.252953,-0.31002,0.011323,0.00198433,0,0
27.6,6.45851,-2.76076,0.0267649,0.00600785,-0.00406374,-0.000731673,0.253293,-0.30996,0.0112774,0.00198307,0,0
27.63,6.45931,-2.76058,0.0266436,0.00598604,-0.00404272,-0.000727052,0.253631,-0.309901,0.0112321,0.0019817,0,0
27.66,6.46011,-2.7604,0.0265229,0.00596436,-0.00402177,-0.000722467,0.253968,-0.309841,0.011187,0.00198023,0,0
27.69,6.46091,-2.76022,0.0264029,0.00594283,-0.00400089,-0.000717918,0.254304,-0.309781,0.0111422,0.00197867,0,0
27.72,6.4617,-2.76005,0.0262835,0.00592143,-0.00398009,-0.000713406,0.254638,-0.309722,0.0110975,0.00197701,0,0
27.75,6.46249,-2.75987,0.0261647,0.00590016,-0.00395935,-0.00070893,0.254971,-0.309662,0.0110531,0.00197527,0,0
27.78,6.46327,-2.75969,0.0260466,0.00587902,-0.0039387,-0.000704489,0.255303,-0.309603,0.0110089,0.00197343,0,0
27.81,6.46405,-2.75951,0.025929,0.00585802,-0.00391811,-0.000700083,0.255633,-0.309544,0.0109649,0.0019715,0,0
27.84,6.46483,-2.75934,0.0258121,0.00583715,-0.0038976,-0.000695711,0.255962,-0.309484,0.0109211,0.00196949,0,0
27.87,6.4656,-2.75916,0.0256958,0.00581641,-0.00387716,-0.000691375,0.25629,-0.309425,0.0108776,0.00196739,0,0
27.9,6.46638,-2.75899,0.0255801,0.0057958,-0.0038568,-0.000687072,0.256616,-0.309366,0.0108342,0.00196521,0,0
27.93,6.46714,-2.75882,0.025465,0.00577531,-0.00383651,-0.000682803,0.256941,-0.309307,0.0107911,0.00196295,0,0
27.96,6.46791,-2.75864,0.0253505,0.00575495,-0.00381629,-0.000678567,0.257265,-0.309248,0.0107482,0.00196061,0,0
27.99,6.46867,-2.75847,0.0252366,0.00573472,-0.00379615,-0.000674365,0.257587,-0.309189,0.0107055,0.00195819,0,0
28.02,6.46942,-2.7583,0.0251233,0.00571462,-0.00377609,-0.000670195,0.257909,-0.30913,0.010663,0.00195569,0,0
28.05,6.47018,-2.75813,0.0250106,0.00569464,-0.0037561,-0.000666058,0.258228,-0.309071,0.0106208,0.00195312,0,0
28.08,6.47093,-2.75796,0.0248986,0.00567478,-0.00373619,-0.000661953,0.258547,-0.309012,0.0105787,0.00195048,0,0
28.11,6.47168,-2.75779,0.0247871,0.00565504,-0.00371635,-0.00065788,0.258865,-0.308953,0.0105369,0.00194777,0,0
28.14,6.47242,-2.75762,0.0246762,0.00563543,-0.00369659,-0.000653839,0.259181,-0.308895,0.0104952,0.00194498,0,0
