Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
0,1.5708,-3.14159,0.0942641,-0.0390817,3.14214,-1.30272,0,0.128,-0.0488026,0,0,0
0.03,1.57362,-3.14277,0.0942716,-0.0390638,0.000250036,0.000597441,-0.00146407,0.127997,-0.0487864,-0.00019881,0,0
0.06,1.57645,-3.14394,0.0942788,-0.0390444,0.00023824,0.00064469,-0.00292765,0.127988,-0.0487681,-0.000397561,0,0
0.09,1.57928,-3.14511,0.0942925,-0.0390024,0.000458347,0.00140192,-0.00439067,0.127973,-0.0487287,-0.000596172,0,0
0.12,1.58211,-3.14628,0.0943057,-0.0389574,0.000437487,0.00149922,-0.0058525,0.127952,-0.0486858,-0.000794619,0,0
0.15,1.58494,-3.14745,0.0943246,-0.0388849,0.000630192,0.00241707,-0.00731303,0.127925,-0.048617,-0.000992732,0,0
0.18,1.58777,-3.14861,0.0943426,-0.0388081,0.000600375,0.00255853,-0.00877149,0.127893,-0.0485436,-0.00119053,0,0
0.21,1.5906,-3.14978,0.0943655,-0.0386995,0.000765935,0.00362118,-0.0102277,0.127854,-0.0484401,-0.00138774,0,0
0.24,1.59343,-3.15094,0.0996064,-0.0639567,0.174695,-0.841909,-0.0116809,0.127809,-0.0728447,-0.00196228,0,0
0.27,1.59642,-3.15286,0.0996115,-0.0638686,0.000171247,0.00293963,-0.0138661,0.127746,-0.0727553,-0.00224311,0,0
0.3,1.59941,-3.15477,0.0996161,-0.0637799,0.000153385,0.0029537,-0.0160486,0.127675,-0.0726645,-0.00252368,0,0
0.33,1.60239,-3.15669,0.0996256,-0.0635981,0.000315357,0.00606104,-0.0182284,0.127595,-0.0724858,-0.00280262,0,0
0.36,1.60538,-3.1586,0.0996342,-0.0634154,0.000286342,0.00609155,-0.0204029,0.127507,-0.0723052,-0.00308101,0,0
0.39,1.60837,-3.1605,0.0996466,-0.0631374,0.00041503,0.00926474,-0.0225719,0.12741,-0.0720348,-0.00335727,0,0
0.42,1.61136,-3.16239,0.0996623,-0.0627636,0.000521504,0.0124598,-0.0247327,0.127305,-0.0716738,-0.00363103,0,0
0.45,1.61435,-3.16427,0.0996805,-0.062294,0.000606469,0.0156533,-0.0268828,0.127192,-0.0712222,-0.00390188,0,0
0.48,1.61734,-3.16614,0.0997078,-0.0616476,0.000911966,0.0215483,-0.0290192,0.127071,-0.0706047,-0.00416793,0,0
0.51,1.62033,-3.16799,0.100656,-0.0618676,0.0315937,-0.00733255,-0.0311372,0.126941,-0.0709173,-0.00447955,0,0
0.54,1.62335,-3.16985,0.195057,-0.118244,3.14672,-1.87921,-0.0332644,0.126803,-0.13585,-0.0091892,0,0
0.57,1.6292,-3.1734,0.195047,-0.118275,-0.000351283,-0.00103751,-0.037339,0.126511,-0.135815,-0.0102404,0,0
0.6,1.63506,-3.17694,0.195035,-0.11831,-0.000395318,-0.00116755,-0.0414124,0.126188,-0.135776,-0.0112913,0,0
0.63,1.64091,-3.18049,0.19502,-0.118131,-0.000496828,0.00595798,-0.0454846,0.125834,-0.13553,-0.0123355,0,0
0.66,1.64676,-3.18404,0.195003,-0.117956,-0.00055461,0.00584785,-0.0495492,0.125448,-0.135279,-0.0133778,0,0
0.69,1.65261,-3.18758,0.194982,-0.117565,-0.000697897,0.0130326,-0.0536063,0.125031,-0.134819,-0.0144108,0,0
0.72,1.65846,-3.1911,0.194956,-0.116959,-0.000866935,0.0202155,-0.0576494,0.124583,-0.134149,-0.0154324,0,0
0.75,1.66431,-3.19461,0.194925,-0.116138,-0.00105887,0.0273548,-0.0616723,0.124105,-0.133271,-0.0164406,0,0
0.78,1.67015,-3.1981,0.194886,-0.115105,-0.00127173,0.034413,-0.0656689,0.123596,-0.132187,-0.0174333,0,0
0.81,1.676,-3.20155,0.194841,-0.113865,-0.00150261,0.0413526,-0.0696327,0.123057,-0.1309,-0.0184087,0,0
0.84,1.68185,-3.20497,0.194789,-0.112421,-0.00174787,0.0481362,-0.0735579,0.12249,-0.129415,-0.0193646,0,0
0.87,1.68769,-3.20834,0.194729,-0.110779,-0.00200645,0.0547361,-0.0774384,0.121893,-0.127737,-0.0202993,0,0
0.9,1.69353,-3.21166,0.194654,-0.108073,-0.00250536,0.0901812,-0.0812686,0.121269,-0.125054,-0.0211671,0,0
0.93,1.69937,-3.2149,0.194926,-0.103764,0.00908097,0.143637,-0.0850181,0.120619,-0.120901,-0.0219598,0,0
0.96,1.70522,-3.21802,0.263146,-0.198069,2.274,-3.1435,-0.0886429,0.119946,-0.217435,-0.0341184,0,0
0.99,1.71311,-3.22396,0.262829,-0.190099,-0.0105667,0.265674,-0.0951615,0.118891,-0.20962,-0.0357176,0,0
1.02,1.721,-3.22966,0.262671,-0.181352,-0.00526593,0.291578,-0.101445,0.117789,-0.201081,-0.0372318,0,0
1.05,1.72888,-3.2351,0.323871,-0.275629,2.04001,-3.14257,-0.107473,0.116642,-0.296328,-0.0515259,0,0
1.08,1.73859,-3.24337,0.323255,-0.263613,-0.0205511,0.400537,-0.116355,0.115048,-0.284446,-0.0539598,0,0
1.11,1.74829,-3.25128,0.322518,-0.249394,-0.0245578,0.473946,-0.12488,0.113381,-0.270459,-0.0561603,0,0
1.14,1.75797,-3.25876,0.321755,-0.235844,-0.025427,0.451681,-0.132985,0.111649,-0.257074,-0.058295,0,0
1.17,1.76762,-3.26584,0.320934,-0.222332,-0.0273691,0.450389,-0.140688,0.109855,-0.243698,-0.0603068,0,0
1.2,1.77725,-3.27251,0.320066,-0.208944,-0.0289232,0.446266,-0.147989,0.108001,-0.230415,-0.0621885,0,0
1.23,1.78685,-3.27877,0.319163,-0.195755,-0.0301205,0.439622,-0.154892,0.106092,-0.217299,-0.0639338,0,0
1.26,1.79642,-3.28465,0.318233,-0.182833,-0.0309914,0.430758,-0.161401,0.104133,-0.204416,-0.0655383,0,0
1.29,1.80597,-3.29013,0.317286,-0.170233,-0.0315646,0.419972,-0.167523,0.102127,-0.191823,-0.0669987,0,0
1.32,1.81549,-3.29524,0.31633,-0.158005,-0.0318731,0.407604,-0.173267,0.100079,-0.179568,-0.0683136,0,0
1.35,1.82498,-3.29998,0.315372,-0.146186,-0.0319438,0.393963,-0.178643,0.0979938,-0.16769,-0.0694828,0,0
1.38,1.83444,-3.30436,0.314417,-0.134802,-0.0318165,0.379493,-0.183663,0.0958752,-0.156214,-0.070507,0,0
1.41,1.84387,-3.30841,0.313471,-0.123855,-0.0315495,0.36488,-0.188338,0.0937277,-0.145148,-0.0713865,0,0
1.44,1.85328,-3.31212,0.312532,-0.113296,-0.0312818,0.351971,-0.192681,0.0915558,-0.134446,-0.0721166,0,0
1.47,1.86265,-3.31552,0.311596,-0.102917,-0.031197,0.345987,-0.196703,0.0893639,-0.123915,-0.072674,0,0
1.5,1.872,-3.31861,0.310665,-0.0925411,-0.0310272,0.345848,-0.200409,0.0871574,-0.113395,-0.0730354,0,0
1.53,1.88132,-3.32139,0.309736,-0.0821907,-0.0309897,0.345014,-0.2038,0.084942,-0.10291,-0.0731955,0,0
1.56,1.89061,-3.32385,0.308808,-0.0719375,-0.0309129,0.341772,-0.206876,0.082724,-0.0925283,-0.0731575,0,0
1.59,1.89988,-3.32601,0.307887,-0.0618638,-0.0306987,0.335789,-0.20964,0.0805093,-0.0823324,-0.0729288,0,0
1.62,1.90911,-3.32787,0.306976,-0.0520286,-0.0303958,0.327841,-0.212099,0.0783037,-0.07238,-0.0725167,0,0
1.65,1.91832,-3.32943,0.306071,-0.042439,-0.0301591,0.319653,-0.21426,0.0761127,-0.062681,-0.0719222,0,0
1.68,1.92751,-3.3307,0.305168,-0.0330712,-0.030099,0.312262,-0.216129,0.0739418,-0.0532159,-0.0711416,0,0
1.71,1.93666,-3.33169,0.304264,-0.0239403,-0.0301414,0.304361,-0.217715,0.0717965,-0.0440022,-0.0701779,0,0
1.74,1.94579,-3.33241,0.303359,-0.0151252,-0.0301512,0.293836,-0.219025,0.0696824,-0.035116,-0.0690471,0,0
1.77,1.95489,-3.33287,0.302458,-0.00675181,-0.0300434,0.279114,-0.220069,0.0676044,-0.0266765,-0.0677778,0,0
1.8,1.96396,-3.33307,0.301564,0.0010264,-0.0297825,0.259274,-0.22086,0.0655666,-0.0188273,-0.0664102,0,0
1.83,1.97301,-3.33304,0.300747,0.00743526,-0.027224,0.213629,-0.221416,0.0635719,-0.0122846,-0.065128,0,0
1.86,1.98203,-3.33281,0.299994,0.0127197,-0.0251125,0.176147,-0.221776,0.0616174,-0.00681658,-0.063922,0,0
1.89,1.99103,-3.33243,0.299293,0.0170808,-0.0233845,0.145369,-0.221972,0.0597005,-0.0022326,-0.0627836,0,0
1.92,2.00001,-3.33192,0.298633,0.0206834,-0.0219866,0.120087,-0.222031,0.0578189,0.0016236,-0.0617053,0,0
1.95,2.00897,-3.3313,0.298007,0.0236623,-0.0208744,0.0992978,-0.221975,0.0559707,0.00487985,-0.0606801,0,0
1.98,2.01791,-3.33059,0.297406,0.0261273,-0.0200092,0.0821678,-0.221821,0.0541541,0.0076403,-0.0597019,0,0
2.01,2.02683,-3.32981,0.296826,0.0281674,-0.0193551,0.0680029,-0.221585,0.0523675,0.00998939,-0.0587653,0,0
2.04,2.03574,-3.32896,0.296259,0.0298544,-0.0188775,0.0562315,-0.221278,0.0506097,0.0119953,-0.0578659,0,0
2.07,2.04463,-3.32807,0.295703,0.0312459,-0.0185403,0.0463856,-0.220912,0.0488793,0.0137131,-0.057,0,0
2.1,2.0535,-3.32713,0.295154,0.0323887,-0.0183054,0.038091,-0.220494,0.0471752,0.015187,-0.056165,0,0
2.13,2.06235,-3.32616,0.29461,0.0333206,-0.0181346,0.0310633,-0.220032,0.0454966,0.0164532,-0.0553587,0,0
2.16,2.07119,-3.32516,0.29407,0.0340734,-0.0179928,0.0250945,-0.219533,0.0438424,0.0175421,-0.0545793,0,0
2.19,2.08001,-3.32413,0.293535,0.0346744,-0.0178514,0.0200347,-0.219001,0.0422119,0.0184796,-0.0538252,0,0
2.22,2.08882,-3.32309,0.293004,0.0351478,-0.0176929,0.0157797,-0.218441,0.0406041,0.0192886,-0.0530945,0,0
2.25,2.09761,-3.32204,0.292479,0.0355151,-0.0175099,0.0122426,-0.217857,0.0390185,0.0199895,-0.0523852,0,0
2.28,2.10638,-3.32097,0.29196,0.0357954,-0.0173035,0.00934454,-0.217252,0.0374542,0.0206004,-0.0516952,0,0
2.31,2.11514,-3.3199,0.291447,0.0360055,-0.0170787,0.00700268,-0.216629,0.0359107,0.021137,-0.0510221,0,0
2.34,2.12388,-3.31882,0.290942,0.0361595,-0.0168418,0.0051345,-0.21599,0.0343875,0.0216124,-0.0503638,0,0
2.37,2.13261,-3.31774,0.290444,0.0362694,-0.0165983,0.00366064,-0.215337,0.0328841,0.0220379,-0.049718,0,0
2.4,2.14133,-3.31665,0.289953,0.0363446,-0.016352,0.00250778,-0.214671,0.0314,0.0224224,-0.0490831,0,0
2.43,2.15002,-3.31556,0.28947,0.036393,-0.0161058,0.0016127,-0.213994,0.0299351,0.0227731,-0.0484575,0,0
2.46,2.15871,-3.31447,0.288994,0.0364207,-0.0158613,0.000922688,-0.213307,0.028489,0.0230957,-0.0478398,0,0
2.49,2.16738,-3.31337,0.288526,0.0364325,-0.0156191,0.000392985,-0.21261,0.0270614,0.0233948,-0.047229,0,0
2.52,2.17603,-3.31228,0.288064,0.0364321,-0.0153799,-1.07E-05,-0.211904,0.0256521,0.0236739,-0.0466242,0,0
2.55,2.18468,-3.31119,0.28761,0.0364226,-0.0151437,-0.000317229,-0.21119,0.024261,0.0239357,-0.0460247,0,0
2.58,2.1933,-3.31009,0.287163,0.0364062,-0.0149104,-0.000548669,-0.210468,0.0228879,0.0241825,-0.0454299,0,0
2.61,2.20192,-3.309,0.286722,0.0363845,-0.01468,-0.000721768,-0.209739,0.0215326,0.0244158,-0.0448394,0,0
2.64,2.21052,-3.30791,0.286289,0.0363589,-0.0144522,-0.000851923,-0.209003,0.020195,0.024637,-0.0442529,0,0
2.67,2.21911,-3.30682,0.285862,0.0363305,-0.0142271,-0.00094798,-0.20826,0.018875,0.024847,-0.0436702,0,0
2.7,2.22769,-3.30573,0.285442,0.0362999,-0.0140042,-0.0010202,-0.207512,0.0175725,0.0250466,-0.043091,0,0
2.73,2.23625,-3.30464,0.285028,0.036268,-0.0137844,-0.00106451,-0.206757,0.0162873,0.0252367,-0.0425152,0,0
2.76,2.2448,-3.30355,0.284621,0.036235,-0.0135668,-0.00109707,-0.205997,0.0150194,0.0254176,-0.0419426,0,0
2.79,2.25334,-3.30247,0.284221,0.0362015,-0.0133516,-0.00111737,-0.205231,0.0137687,0.0255898,-0.0413732,0,0
2.82,2.26187,-3.30138,0.283827,0.0361677,-0.0131387,-0.00112784,-0.204461,0.012535,0.0257536,-0.0408069,0,0
2.85,2.27038,-3.30029,0.283439,0.0361337,-0.012928,-0.00113234,-0.203686,0.0113183,0.0259092,-0.0402437,0,0
2.88,2.27888,-3.29921,0.283057,0.0360998,-0.0127194,-0.00113224,-0.202906,0.0101185,0.0260569,-0.0396836,0,0
2.91,2.28737,-3.29813,0.282682,0.0360659,-0.012513,-0.00112808,-0.202121,0.00893545,0.0261969,-0.0391266,0,0
2.94,2.29586,-3.29705,0.282313,0.0360324,-0.0123091,-0.00111571,-0.201333,0.0077691,0.0263295,-0.0385725,0,0
2.97,2.30432,-3.29596,0.281949,0.035999,-0.0121062,-0.00111498,-0.200541,0.00661936,0.0264544,-0.0380217,0,0
3,2.31278,-3.29488,0.281592,0.0359657,-0.0119056,-0.00110811,-0.199745,0.00548611,0.026572,-0.0374741,0,0
3.03,2.32123,-3.29381,0.281241,0.0359329,-0.0117074,-0.00109342,-0.198946,0.00436927,0.0266824,-0.0369295,0,0
3.06,2.32967,-3.29273,0.280896,0.0359004,-0.0115108,-0.00108455,-0.198144,0.00326874,0.0267857,-0.0363882,0,0
3.09,2.33809,-3.29165,0.280556,0.0358684,-0.0113166,-0.00106862,-0.197338,0.00218443,0.026882,-0.03585,0,0
3.12,2.34651,-3.29057,0.280222,0.0358367,-0.0111242,-0.00105349,-0.19653,0.00111624,0.0269715,-0.0353149,0,0
3.15,2.35492,-3.2895,0.279894,0.0358055,-0.0109335,-0.00104208,-0.195719,6.41E-05,0.0270542,-0.0347832,0,0
3.18,2.36332,-3.28843,0.279572,0.0357747,-0.0107449,-0.00102588,-0.194906,-0.000972181,0.0271302,-0.0342547,0,0
3.21,2.3717,-3.28735,0.279255,0.0357441,-0.0105577,-0.00101897,-0.194091,-0.0019926,0.0271994,-0.0337296,0,0
3.24,2.38008,-3.28628,0.278944,0.035714,-0.0103726,-0.00100535,-0.193274,-0.0029973,0.0272621,-0.0332079,0,0
3.27,2.38845,-3.28521,0.278639,0.0356844,-0.0101896,-0.000987237,-0.192455,-0.00398638,0.0273184,-0.0326894,0,0
3.3,2.39681,-3.28414,0.278338,0.0356553,-0.0100085,-0.000969751,-0.191634,-0.00495993,0.0273684,-0.0321743,0,0
3.33,2.40516,-3.28307,0.278043,0.0356267,-0.00982926,-0.000952572,-0.190812,-0.00591807,0.0274122,-0.0316625,0,0
3.36,2.4135,-3.282,0.277754,0.0355986,-0.00965171,-0.000936759,-0.189989,-0.00686088,0.0274497,-0.0311541,0,0
3.39,2.42183,-3.28093,0.27747,0.0355708,-0.00947566,-0.000925819,-0.189164,-0.00778848,0.0274811,-0.0306493,0,0
3.42,2.43016,-3.27986,0.277191,0.0355435,-0.0093016,-0.000910678,-0.188339,-0.00870097,0.0275063,-0.0301479,0,0
3.45,2.43847,-3.2788,0.276917,0.0355166,-0.00912932,-0.000895253,-0.187513,-0.00959845,0.0275256,-0.02965,0,0
3.48,2.44678,-3.27773,0.276648,0.0354904,-0.00895908,-0.000874546,-0.186687,-0.010481,0.0275391,-0.0291555,0,0
3.51,2.45508,-3.27667,0.276384,0.0354646,-0.00879033,-0.000859913,-0.18586,-0.0113488,0.0275468,-0.0286646,0,0
3.54,2.46337,-3.2756,0.276125,0.0354392,-0.00862329,-0.000845654,-0.185034,-0.0122019,0.0275486,-0.0281773,0,0
3.57,2.47165,-3.27454,0.275872,0.0354142,-0.00845787,-0.000832945,-0.184207,-0.0130404,0.0275447,-0.0276936,0,0
3.6,2.47993,-3.27348,0.275623,0.0353899,-0.0082946,-0.00081135,-0.18338,-0.0138645,0.0275353,-0.0272134,0,0
3.63,2.4882,-3.27242,0.275379,0.0353659,-0.00813264,-0.00079935,-0.182554,-0.0146741,0.0275202,-0.0267368,0,0
3.66,2.49646,-3.27136,0.27514,0.0353425,-0.00797266,-0.000780864,-0.181729,-0.0154696,0.0274997,-0.0262639,0,0
3.69,2.50471,-3.27029,0.274905,0.0353192,-0.00781362,-0.00077816,-0.180904,-0.0162508,0.0274736,-0.0257949,0,0
3.72,2.51296,-3.26924,0.274676,0.0352962,-0.00765662,-0.000765175,-0.18008,-0.0170181,0.027442,-0.0253296,0,0
3.75,2.5212,-3.26818,0.274451,0.0352734,-0.00750084,-0.000760903,-0.179257,-0.0177714,0.027405,-0.0248683,0,0
3.78,2.52943,-3.26712,0.27423,0.0352505,-0.00734632,-0.000762529,-0.178435,-0.018511,0.0273624,-0.0244111,0,0
3.81,2.53766,-3.26606,0.274014,0.0352279,-0.00719385,-0.000751581,-0.177615,-0.0192368,0.0273145,-0.0239577,0,0
3.84,2.54588,-3.265,0.273803,0.0352056,-0.0070428,-0.000744906,-0.176796,-0.0199491,0.0272615,-0.0235083,0,0
3.87,2.5541,-3.26395,0.273596,0.0351833,-0.00689312,-0.000742747,-0.175978,-0.020648,0.0272031,-0.023063,0,0
3.9,2.5623,-3.26289,0.273394,0.0351615,-0.00674549,-0.00072814,-0.175163,-0.0213336,0.0271399,-0.0226216,0,0
3.93,2.57051,-3.26184,0.273196,0.0351405,-0.00660013,-0.000700565,-0.174349,-0.0220059,0.0270719,-0.0221838,0,0
3.96,2.5787,-3.26078,0.273002,0.0351201,-0.00645639,-0.000678231,-0.173538,-0.0226652,0.0269993,-0.0217496,0,0
3.99,2.58689,-3.25973,0.272813,0.0351001,-0.00631399,-0.000665978,-0.172729,-0.0233115,0.0269219,-0.0213195,0,0
4.02,2.59508,-3.25868,0.272628,0.0350802,-0.00617283,-0.000664154,-0.171922,-0.0239449,0.0268395,-0.0208935,0,0
4.05,2.60326,-3.25762,0.272447,0.0350607,-0.00603372,-0.000648851,-0.171118,-0.0245657,0.0267525,-0.0204714,0,0
4.08,2.61143,-3.25657,0.27227,0.0350418,-0.0058964,-0.000631275,-0.170317,-0.0251738,0.0266609,-0.0200532,0,0
4.11,2.6196,-3.25552,0.272097,0.035023,-0.00576026,-0.000627811,-0.169518,-0.0257694,0.0265646,-0.0196392,0,0
4.14,2.62776,-3.25447,0.271928,0.0350047,-0.00562632,-0.000607969,-0.168723,-0.0263526,0.0264639,-0.0192291,0,0
4.17,2.63592,-3.25342,0.271763,0.0349868,-0.00549379,-0.000597321,-0.16793,-0.0269236,0.0263588,-0.0188231,0,0
4.2,2.64407,-3.25237,0.271602,0.0349692,-0.00536287,-0.000588455,-0.167141,-0.0274824,0.0262492,-0.0184212,0,0
4.23,2.65222,-3.25132,0.271445,0.0349521,-0.00523405,-0.000567282,-0.166355,-0.0280293,0.0261354,-0.0180232,0,0
4.26,2.66036,-3.25027,0.271292,0.0349352,-0.00510638,-0.000564258,-0.165572,-0.0285643,0.0260172,-0.0176295,0,0
4.29,2.6685,-3.24923,0.271143,0.0349181,-0.00498005,-0.000568709,-0.164793,-0.0290875,0.0258946,-0.0172403,0,0
4.32,2.67663,-3.24818,0.270997,0.0349018,-0.00485622,-0.000545339,-0.164018,-0.0295991,0.0257679,-0.016855,0,0
4.35,2.68476,-3.24713,0.270855,0.0348855,-0.00473353,-0.000542559,-0.163247,-0.0300991,0.025637,-0.016474,0,0
4.38,2.69289,-3.24608,0.270717,0.0348695,-0.00461267,-0.00053454,-0.16248,-0.0305878,0.0255021,-0.0160974,0,0
4.41,2.70101,-3.24504,0.270582,0.0348537,-0.00449348,-0.000527127,-0.161716,-0.0310653,0.0253631,-0.015725,0,0
4.44,2.70913,-3.24399,0.270451,0.034838,-0.00437598,-0.00052041,-0.160958,-0.0315316,0.02522,-0.0153569,0,0
4.47,2.71724,-3.24295,0.270323,0.0348229,-0.00426054,-0.000503789,-0.160203,-0.031987,0.0250732,-0.0149929,0,0
4.5,2.72535,-3.2419,0.270198,0.034808,-0.00414662,-0.000496525,-0.159453,-0.0324315,0.0249226,-0.0146333,0,0
4.53,2.73346,-3.24086,0.270077,0.0347932,-0.00403424,-0.000495545,-0.158707,-0.0328653,0.024768,-0.0142782,0,0
4.56,2.74156,-3.23981,0.26996,0.0347788,-0.0039241,-0.000477751,-0.157966,-0.0332885,0.0246098,-0.0139272,0,0
4.59,2.74966,-3.23877,0.269845,0.0347646,-0.00381535,-0.000475496,-0.15723,-0.0337012,0.0244479,-0.0135807,0,0
4.62,2.75775,-3.23773,0.269734,0.0347506,-0.00370856,-0.000465519,-0.156499,-0.0341035,0.0242824,-0.0132386,0,0
4.65,2.76585,-3.23669,0.269626,0.0347369,-0.00360359,-0.000455513,-0.155773,-0.0344957,0.0241133,-0.0129008,0,0
4.68,2.77394,-3.23564,0.269521,0.0347236,-0.00350044,-0.000445735,-0.155052,-0.0348778,0.0239407,-0.0125673,0,0
4.71,2.78202,-3.2346,0.269419,0.0347106,-0.00339925,-0.000431344,-0.154337,-0.0352499,0.0237648,-0.0122381,0,0
4.74,2.7901,-3.23356,0.26932,0.0346979,-0.00329971,-0.000424049,-0.153626,-0.0356122,0.0235855,-0.0119134,0,0
4.77,2.79818,-3.23252,0.269224,0.0346853,-0.00320191,-0.000419311,-0.152921,-0.0359649,0.0234027,-0.0115931,0,0
4.8,2.80626,-3.23148,0.269131,0.0346731,-0.00310606,-0.000409059,-0.152222,-0.036308,0.0232167,-0.0112773,0,0
4.83,2.81433,-3.23044,0.26904,0.0346608,-0.00301177,-0.000408539,-0.151528,-0.0366417,0.0230274,-0.0109661,0,0
4.86,2.82241,-3.2294,0.268953,0.034649,-0.00291965,-0.000394496,-0.15084,-0.0369661,0.022835,-0.0106593,0,0
4.89,2.83047,-3.22836,0.268868,0.0346373,-0.00282912,-0.000390499,-0.150158,-0.0372814,0.0226394,-0.010357,0,0
4.92,2.83854,-3.22732,0.268786,0.0346257,-0.00274045,-0.000383566,-0.149481,-0.0375876,0.0224407,-0.0100592,0,0
4.95,2.8466,-3.22628,0.268706,0.0346143,-0.00265342,-0.000383171,-0.148811,-0.037885,0.022239,-0.00976622,0,0
4.98,2.85466,-3.22524,0.268629,0.034603,-0.00256842,-0.000373634,-0.148147,-0.0381737,0.0220343,-0.00947766,0,0
5.01,2.86272,-3.2242,0.268554,0.0345919,-0.00248503,-0.000371457,-0.147489,-0.0384538,0.0218267,-0.0091938,0,0
5.04,2.87078,-3.22317,0.268482,0.034581,-0.00240357,-0.000364227,-0.146837,-0.0387254,0.0216162,-0.0089145,0,0
5.07,2.87883,-3.22213,0.268413,0.0345703,-0.00232399,-0.000354137,-0.146192,-0.0389887,0.021403,-0.00863969,0,0
5.1,2.88689,-3.22109,0.268345,0.03456,-0.00224614,-0.000345956,-0.145553,-0.0392439,0.021187,-0.00836945,0,0
5.13,2.89494,-3.22006,0.26828,0.0345498,-0.00217,-0.00034034,-0.14492,-0.039491,0.0209684,-0.00810383,0,0
5.16,2.90299,-3.21902,0.268217,0.0345396,-0.0020955,-0.000338896,-0.144294,-0.0397302,0.0207471,-0.00784298,0,0
5.19,2.91103,-3.21798,0.268157,0.0345298,-0.00202301,-0.000326671,-0.143675,-0.0399616,0.0205233,-0.0075866,0,0
5.22,2.91908,-3.21695,0.268098,0.0345202,-0.00195215,-0.000318652,-0.143063,-0.0401854,0.0202969,-0.00733481,0,0
5.25,2.92712,-3.21591,0.268042,0.0345116,-0.0018836,-0.000288791,-0.142457,-0.0404017,0.0200683,-0.00708705,0,0
5.28,2.93516,-3.21488,0.267987,0.0345028,-0.00181585,-0.000293328,-0.141859,-0.0406107,0.0198372,-0.00684423,0,0
5.31,2.9432,-3.21384,0.267935,0.0344943,-0.00175013,-0.000283229,-0.141267,-0.0408124,0.0196037,-0.00660597,0,0
5.34,2.95124,-3.21281,0.267884,0.034486,-0.00168596,-0.000276086,-0.140682,-0.0410071,0.019368,-0.00637237,0,0
5.37,2.95928,-3.21177,0.267835,0.0344779,-0.00162341,-0.00026854,-0.140105,-0.0411948,0.01913,-0.00614341,0,0
5.4,2.96731,-3.21074,0.267788,0.0344701,-0.00156247,-0.00026037,-0.139535,-0.0413757,0.0188898,-0.0059191,0,0
5.43,2.97534,-3.2097,0.267743,0.0344628,-0.00150335,-0.000242842,-0.138971,-0.04155,0.0186475,-0.00569917,0,0
5.46,2.98338,-3.20867,0.2677,0.0344556,-0.00144534,-0.000241406,-0.138416,-0.0417177,0.0184031,-0.00548408,0,0
5.49,2.99141,-3.20764,0.267658,0.0344485,-0.00138896,-0.000234968,-0.137867,-0.041879,0.0181567,-0.0052737,0,0
5.52,2.99944,-3.2066,0.267618,0.0344416,-0.00133397,-0.000232019,-0.137326,-0.0420341,0.0179082,-0.00506813,0,0
5.55,3.00747,-3.20557,0.26758,0.0344351,-0.00128081,-0.000215334,-0.136793,-0.0421831,0.0176579,-0.00486701,0,0
5.58,3.01549,-3.20454,0.267543,0.0344287,-0.0012287,-0.000212564,-0.136267,-0.0423262,0.0174057,-0.00467071,0,0
5.61,3.02352,-3.2035,0.267508,0.0344222,-0.00117772,-0.000219715,-0.135748,-0.0424634,0.0171516,-0.00447952,0,0
5.64,3.03154,-3.20247,0.267474,0.0344159,-0.00112858,-0.000210019,-0.135237,-0.042595,0.0168958,-0.00429299,0,0
5.67,3.03957,-3.20144,0.267441,0.0344098,-0.00108075,-0.000201914,-0.134734,-0.042721,0.0166382,-0.00411116,0,0
5.7,3.04759,-3.20041,0.26741,0.0344048,-0.00103502,-0.000166232,-0.134239,-0.0428416,0.0163792,-0.00393327,0,0
5.73,3.05561,-3.19937,0.267381,0.0343997,-0.000989502,-0.000170039,-0.133752,-0.042957,0.0161184,-0.00376042,0,0
5.76,3.06364,-3.19834,0.267352,0.0343938,-0.000944608,-0.00019681,-0.133272,-0.0430673,0.015856,-0.00359326,0,0
5.79,3.07166,-3.19731,0.267325,0.0343881,-0.000901941,-0.000188728,-0.1328,-0.0431726,0.0155922,-0.00343083,0,0
5.82,3.07968,-3.19628,0.267299,0.0343829,-0.000860631,-0.000176331,-0.132336,-0.0432731,0.0153269,-0.00327301,0,0
5.85,3.0877,-3.19525,0.267275,0.0343778,-0.00082044,-0.000167259,-0.131881,-0.043369,0.0150603,-0.0031199,0,0
5.88,3.09571,-3.19422,0.267251,0.0343734,-0.000781759,-0.000146895,-0.131433,-0.0434603,0.0147924,-0.00297117,0,0
5.91,3.10373,-3.19318,0.267229,0.0343694,-0.000744024,-0.000134351,-0.130993,-0.0435473,0.0145232,-0.00282706,0,0
5.94,3.11175,-3.19215,0.267208,0.0343657,-0.000707422,-0.000122241,-0.130561,-0.04363,0.0142529,-0.00268757,0,0
5.97,3.11976,-3.19112,0.267188,0.0343602,-0.000669809,-0.000183747,-0.130138,-0.0437086,0.0139812,-0.0025548,0,0
6,3.12778,-3.19009,0.267169,0.0343551,-0.000635512,-0.000169804,-0.129722,-0.0437832,0.0137085,-0.00242661,0,0
6.03,3.13579,-3.18906,0.267151,0.0343496,-0.000601446,-0.000185396,-0.129315,-0.0438541,0.0134347,-0.00230385,0,0
