Time,Body[x],Body[y],Body[z],Left Shoulder [x],Left Shoulder [y],Left Shoulder [z],Right Shoulder [x],Right Shoulder [y],Right Shoulder [z],Right Elbow [x],Right Elbow [y],Right Elbow [z],Right Hand [x],Right Hand [y],Right Hand [z]
0.42,1.53369,0.0718894,-0.196183,1.61803,-0.0997696,0.335487,1.64595,0.25155,0.311348,1.63057,0.325498,0.0729233,1.44681,0.445622,-0.199922,
0.45,1.53411,0.0718997,-0.196265,1.61882,-0.100203,0.335438,1.64637,0.251212,0.311348,1.63102,0.325354,0.0730481,1.45119,0.446585,-0.19974,
0.48,1.53467,0.0718919,-0.196357,1.61962,-0.100502,0.335363,1.64667,0.251041,0.311368,1.6314,0.32519,0.072994,1.45138,0.447026,-0.20047,
0.51,1.53527,0.0718702,-0.196499,1.62024,-0.100692,0.335128,1.64693,0.250894,0.311308,1.63191,0.324984,0.0732044,1.45243,0.446715,-0.20009,
0.54,1.53583,0.071913,-0.196628,1.6207,-0.100782,0.335054,1.64748,0.250674,0.311229,1.6323,0.324872,0.0730465,1.45198,0.447756,-0.201292,
0.57,1.53633,0.0719099,-0.196697,1.62152,-0.101075,0.334961,1.64793,0.250545,0.311038,1.63299,0.324712,0.0731156,1.45168,0.446553,-0.205273,
0.6,1.53713,0.0718866,-0.196913,1.62266,-0.101322,0.334771,1.64866,0.250257,0.310795,1.63367,0.324637,0.0728798,1.45139,0.44324,-0.209647,
0.63,1.53745,0.0718829,-0.197028,1.62324,-0.101443,0.334642,1.64908,0.250256,0.310581,1.63409,0.324507,0.0727546,1.45117,0.441243,-0.212141,
0.66,1.53785,0.0718249,-0.197131,1.62414,-0.101595,0.334497,1.64982,0.250223,0.310259,1.63446,0.32437,0.0725816,1.45309,0.439294,-0.21277,
0.69,1.53817,0.071819,-0.197236,1.62485,-0.101746,0.334227,1.65019,0.250147,0.31013,1.63478,0.324211,0.0724455,1.45116,0.440082,-0.214937,
0.72,1.53862,0.0717757,-0.197351,1.62585,-0.101718,0.333987,1.65089,0.250052,0.309908,1.63536,0.324108,0.0723154,1.45285,0.438198,-0.216709,
0.75,1.53891,0.0716517,-0.197421,1.62682,-0.101747,0.333927,1.65165,0.250043,0.309638,1.63572,0.32398,0.0720462,1.45193,0.437223,-0.21789,
0.78,1.53933,0.0715769,-0.197544,1.62781,-0.101905,0.333909,1.65227,0.250037,0.309333,1.63614,0.323866,0.0719068,1.45243,0.437074,-0.216324,
0.81,1.53979,0.0715592,-0.197707,1.62858,-0.101843,0.333604,1.65298,0.249825,0.309043,1.63663,0.323806,0.0718291,1.45409,0.437691,-0.217705,
0.84,1.54021,0.071531,-0.197857,1.62937,-0.101901,0.333437,1.65352,0.249662,0.308821,1.63727,0.323772,0.0715399,1.45548,0.436128,-0.21619,
0.87,1.54102,0.0714849,-0.198088,1.63091,-0.102088,0.332931,1.65474,0.249732,0.308151,1.63838,0.323538,0.0710721,1.45708,0.433656,-0.215281,
0.9,1.54145,0.0714445,-0.19826,1.63147,-0.102365,0.332713,1.65503,0.249665,0.307871,1.6389,0.32348,0.0707325,1.45701,0.433644,-0.215275,
0.93,1.54177,0.0714543,-0.198416,1.63192,-0.102545,0.332489,1.65539,0.249602,0.307655,1.63911,0.323449,0.0706678,1.45752,0.433228,-0.215953,
0.96,1.54203,0.0714508,-0.198507,1.6325,-0.102855,0.332192,1.65603,0.249396,0.30755,1.63931,0.323336,0.0706694,1.45695,0.433382,-0.215687,
0.99,1.54233,0.0714577,-0.19859,1.6336,-0.103194,0.331969,1.65638,0.249198,0.307455,1.6396,0.323233,0.0706612,1.4573,0.433446,-0.214476,
1.02,1.54268,0.0715131,-0.198647,1.63416,-0.103301,0.331838,1.65723,0.24905,0.30746,1.64,0.323191,0.070636,1.45819,0.433758,-0.214528,
1.05,1.54296,0.071545,-0.19877,1.6347,-0.103599,0.331501,1.65768,0.248906,0.307389,1.64034,0.323069,0.0706459,1.45785,0.433666,-0.214241,
1.08,1.54339,0.0716257,-0.198867,1.63545,-0.10375,0.331374,1.65823,0.248818,0.307453,1.64079,0.323015,0.0705546,1.4576,0.433923,-0.213644,
1.11,1.54357,0.0716537,-0.198951,1.63589,-0.103918,0.331129,1.65843,0.248624,0.307457,1.64102,0.322925,0.0704741,1.45785,0.433985,-0.214591,
1.14,1.54413,0.0717303,-0.199133,1.63684,-0.104315,0.330771,1.65904,0.248492,0.307463,1.64229,0.322753,0.0705142,1.45882,0.432849,-0.214012,
1.17,1.54454,0.0718038,-0.199168,1.63754,-0.104465,0.330765,1.65951,0.248426,0.30749,1.64273,0.322799,0.0704893,1.45902,0.432969,-0.214418,
1.2,1.54469,0.0718776,-0.199235,1.63768,-0.104453,0.330644,1.65964,0.248415,0.307424,1.64295,0.322813,0.0705187,1.45771,0.431848,-0.214043,
1.23,1.54491,0.0719276,-0.19927,1.63821,-0.104639,0.330678,1.65978,0.248336,0.30734,1.64327,0.322848,0.0705273,1.45558,0.432939,-0.219256,
1.26,1.54513,0.0720441,-0.199328,1.6378,-0.104469,0.330772,1.65998,0.248335,0.307268,1.64355,0.322896,0.0705252,1.45769,0.433155,-0.216287,
1.29,1.54526,0.0721284,-0.19943,1.63792,-0.104362,0.33068,1.66029,0.248324,0.307206,1.64379,0.322904,0.0704801,1.45527,0.433653,-0.217376,
1.32,1.54545,0.0722081,-0.199509,1.63822,-0.104305,0.330645,1.66055,0.248324,0.307153,1.64389,0.32292,0.0704583,1.45534,0.435057,-0.215113,
1.35,1.54574,0.0723228,-0.199535,1.63849,-0.104195,0.330594,1.66112,0.248459,0.307134,1.64425,0.323057,0.0704127,1.4563,0.43531,-0.214673,
1.38,1.54615,0.0724393,-0.199607,1.6389,-0.104144,0.330627,1.66165,0.248538,0.307075,1.64465,0.323124,0.0704207,1.45692,0.434855,-0.212748,
1.41,1.54652,0.0724832,-0.199701,1.63843,-0.104084,0.330906,1.66177,0.248613,0.30707,1.64479,0.323206,0.0705045,1.45709,0.435005,-0.21262,
1.44,1.54684,0.0724778,-0.199782,1.63866,-0.104031,0.330878,1.66187,0.248628,0.307045,1.64492,0.323308,0.070529,1.45837,0.434632,-0.212569,
1.47,1.54713,0.0724657,-0.199802,1.63889,-0.104138,0.330999,1.66197,0.248692,0.307043,1.64495,0.323335,0.0705247,1.45823,0.434593,-0.21212,
1.5,1.54742,0.0724806,-0.199841,1.63898,-0.104083,0.331022,1.66199,0.248693,0.307059,1.64506,0.323407,0.0705518,1.45921,0.435187,-0.211189,
1.53,1.54764,0.0724861,-0.19989,1.63907,-0.104153,0.331084,1.66201,0.248698,0.307064,1.64542,0.323579,0.0707408,1.46051,0.436263,-0.210624,
1.56,1.54798,0.0725075,-0.199906,1.63916,-0.104078,0.331129,1.6622,0.248788,0.307107,1.64589,0.323699,0.07098,1.46092,0.437091,-0.2077,
1.59,1.54822,0.0725193,-0.199949,1.63918,-0.104041,0.331193,1.66227,0.24879,0.307142,1.64604,0.323843,0.071127,1.46092,0.437831,-0.205527,
1.62,1.54875,0.0725976,-0.199999,1.63929,-0.103928,0.331349,1.66252,0.249023,0.307157,1.64634,0.32425,0.0716577,1.46036,0.439721,-0.204697,
1.65,1.54908,0.0726148,-0.200058,1.63936,-0.103861,0.331404,1.66267,0.249153,0.307131,1.64623,0.324567,0.0717973,1.46092,0.439573,-0.202766,
1.68,1.54945,0.0726752,-0.200157,1.63938,-0.103816,0.331408,1.66272,0.249201,0.307176,1.64654,0.324684,0.0719016,1.46176,0.438733,-0.20281,
1.71,1.54961,0.072706,-0.200164,1.63945,-0.103779,0.33148,1.66283,0.249259,0.307218,1.6466,0.324707,0.0719525,1.46025,0.438611,-0.203776,
1.74,1.54983,0.0727728,-0.200174,1.63949,-0.103745,0.331481,1.66306,0.24938,0.307354,1.64665,0.324734,0.0719332,1.46047,0.438022,-0.206385,
1.77,1.55009,0.0729081,-0.200216,1.63969,-0.103554,0.33154,1.66317,0.249426,0.307299,1.64669,0.324758,0.0719211,1.46331,0.435299,-0.206565,
1.8,1.55022,0.0729731,-0.200251,1.6398,-0.103474,0.331498,1.66325,0.249493,0.307261,1.64674,0.324758,0.0718868,1.45842,0.437132,-0.215547,
1.83,1.55029,0.0730092,-0.200257,1.63994,-0.103277,0.331427,1.6634,0.249564,0.30726,1.64687,0.324816,0.0717871,1.46054,0.436466,-0.214563,
1.86,1.55052,0.0731157,-0.200281,1.64025,-0.103156,0.331391,1.66381,0.249633,0.307188,1.64724,0.324991,0.071698,1.46266,0.437111,-0.214888,
1.89,1.55059,0.0731988,-0.200309,1.64034,-0.103063,0.331332,1.6639,0.249626,0.30718,1.64752,0.325047,0.071664,1.4629,0.436841,-0.21518,
1.92,1.55069,0.0732611,-0.200322,1.64061,-0.102901,0.331285,1.66409,0.249698,0.307117,1.64784,0.325135,0.0713674,1.46231,0.437942,-0.217477,
1.95,1.55094,0.0734488,-0.200326,1.64109,-0.10265,0.331245,1.66477,0.249811,0.307116,1.64831,0.325177,0.0709457,1.46355,0.435778,-0.217839,
1.98,1.55097,0.0735066,-0.200343,1.64126,-0.10254,0.331179,1.66511,0.249908,0.307104,1.64848,0.325103,0.0708582,1.4623,0.435456,-0.219831,
2.01,1.55099,0.0735464,-0.200345,1.64138,-0.102284,0.331146,1.66557,0.250034,0.30709,1.64859,0.325056,0.0705881,1.46212,0.434131,-0.219759,
2.04,1.55103,0.0735774,-0.200338,1.64177,-0.102164,0.331153,1.66617,0.250283,0.306959,1.64878,0.325032,0.070336,1.46298,0.433612,-0.219148,
2.07,1.55106,0.0736076,-0.200359,1.64202,-0.101988,0.331019,1.66649,0.250341,0.306764,1.64897,0.325028,0.0699753,1.46324,0.433306,-0.219862,
2.1,1.55104,0.0736632,-0.2004,1.64213,-0.101842,0.33092,1.66666,0.250442,0.306576,1.64897,0.324923,0.0694569,1.46289,0.433161,-0.220439,
2.13,1.55108,0.0737318,-0.200385,1.6424,-0.101567,0.330857,1.66785,0.250799,0.306499,1.64945,0.32493,0.0686042,1.46616,0.432034,-0.221332,
2.16,1.55108,0.0737595,-0.200388,1.64246,-0.101495,0.330842,1.66805,0.250842,0.306414,1.64953,0.324908,0.0685011,1.46568,0.432428,-0.221766,
2.19,1.55108,0.0737665,-0.200388,1.64249,-0.101317,0.330806,1.66839,0.250978,0.30621,1.64962,0.324914,0.0682983,1.46536,0.432111,-0.220658,
2.22,1.55107,0.0737772,-0.200395,1.64251,-0.101131,0.330772,1.66864,0.250957,0.306097,1.64969,0.324894,0.0682037,1.46645,0.432252,-0.221981,
2.25,1.55108,0.0737995,-0.200393,1.64252,-0.101084,0.33078,1.66868,0.250939,0.306079,1.64972,0.32489,0.0681934,1.46676,0.432567,-0.221991,
2.28,1.55111,0.0738821,-0.200379,1.64257,-0.101076,0.330742,1.66912,0.251015,0.305945,1.65,0.324903,0.0678773,1.4676,0.432624,-0.221201,
2.31,1.55115,0.0739256,-0.200395,1.64258,-0.101034,0.33072,1.66929,0.251042,0.305852,1.65013,0.324909,0.0676881,1.4675,0.432933,-0.221054,
2.34,1.55117,0.0739495,-0.200393,1.64269,-0.101016,0.330685,1.66954,0.251054,0.305786,1.65026,0.324932,0.0674882,1.46681,0.43278,-0.220871,
2.37,1.55122,0.0739915,-0.20041,1.6427,-0.10098,0.330511,1.66978,0.251046,0.305671,1.65054,0.324936,0.0673879,1.46754,0.433016,-0.220513,
2.4,1.55137,0.0740959,-0.20041,1.64308,-0.100897,0.330399,1.67014,0.251043,0.305657,1.65098,0.324924,0.0673059,1.46725,0.432863,-0.220431,
2.43,1.55147,0.0742208,-0.200467,1.64317,-0.100849,0.330331,1.67033,0.251151,0.305537,1.65115,0.324913,0.0672803,1.46707,0.434099,-0.221254,
2.46,1.55159,0.0742999,-0.200461,1.64359,-0.100836,0.33032,1.67057,0.251154,0.305476,1.65131,0.324917,0.067224,1.46823,0.434959,-0.221604,
2.49,1.55164,0.0743703,-0.200499,1.64395,-0.100825,0.330201,1.67062,0.251135,0.305441,1.65139,0.32497,0.0671448,1.46669,0.435009,-0.222242,
2.52,1.55179,0.0744802,-0.200525,1.64425,-0.100777,0.330202,1.67068,0.251132,0.305328,1.65164,0.324989,0.0671034,1.46756,0.435772,-0.222226,
2.55,1.55187,0.0745842,-0.200522,1.6445,-0.100746,0.330167,1.67088,0.251145,0.305286,1.65175,0.325001,0.0671337,1.46666,0.435913,-0.222394,
2.58,1.55223,0.0748042,-0.200512,1.64548,-0.100934,0.329968,1.67166,0.251389,0.305103,1.65219,0.325134,0.0671112,1.46623,0.436343,-0.222797,
2.61,1.55234,0.0749338,-0.200579,1.64574,-0.100865,0.329785,1.67192,0.251529,0.304922,1.65234,0.325182,0.0671404,1.46561,0.435989,-0.221527,
2.64,1.55248,0.0750212,-0.200613,1.64593,-0.100836,0.329749,1.67205,0.251637,0.30475,1.65248,0.32524,0.0671256,1.46505,0.436265,-0.221271,
2.67,1.55273,0.0752003,-0.200695,1.64642,-0.100648,0.329691,1.67252,0.251807,0.304664,1.65308,0.325349,0.0672709,1.46582,0.437319,-0.221787,
2.7,1.55284,0.0752985,-0.200724,1.64683,-0.100457,0.329715,1.67264,0.251827,0.304615,1.65337,0.325417,0.0672979,1.46482,0.436934,-0.222118,
2.73,1.55334,0.0756443,-0.200773,1.64742,-0.100231,0.329654,1.67304,0.252006,0.304541,1.65401,0.325627,0.0671901,1.46616,0.437777,-0.220794,
2.76,1.5535,0.0757782,-0.200801,1.64766,-0.100145,0.329639,1.67334,0.25211,0.30453,1.65431,0.325693,0.0671796,1.4657,0.438773,-0.221611,
2.79,1.55367,0.0758793,-0.200815,1.64785,-0.100105,0.329627,1.67376,0.2523,0.304566,1.65475,0.325892,0.0671858,1.46675,0.43862,-0.221088,
2.82,1.55375,0.0759702,-0.200824,1.64804,-0.10003,0.329566,1.67386,0.252387,0.304585,1.65486,0.325958,0.0671669,1.46595,0.438755,-0.221192,
2.85,1.55382,0.076034,-0.200845,1.6482,-0.0999812,0.329515,1.67394,0.252416,0.304588,1.65509,0.326132,0.0670864,1.46562,0.439159,-0.221237,
2.88,1.55408,0.0762721,-0.200839,1.64838,-0.0999494,0.329507,1.67403,0.252429,0.304602,1.65552,0.326225,0.0674917,1.46617,0.438998,-0.219839,
2.91,1.55421,0.0763629,-0.20087,1.6485,-0.0999271,0.329466,1.67406,0.252445,0.304586,1.65566,0.326327,0.0675247,1.46633,0.439478,-0.219572,
2.94,1.55431,0.0764663,-0.200871,1.64871,-0.0999159,0.329431,1.67405,0.25245,0.30459,1.65581,0.326337,0.0677115,1.46683,0.438693,-0.218002,
2.97,1.55439,0.0765462,-0.200898,1.6489,-0.0999914,0.329399,1.67407,0.252454,0.304569,1.65601,0.326379,0.0678011,1.46677,0.438375,-0.217229,
3,1.55456,0.0766384,-0.200907,1.64938,-0.10013,0.329376,1.67407,0.252451,0.304577,1.65611,0.326478,0.067845,1.46803,0.438653,-0.219509,
3.03,1.55473,0.0767655,-0.20091,1.64977,-0.100262,0.329334,1.67409,0.252457,0.304575,1.65619,0.326545,0.0678489,1.46658,0.438346,-0.220291,
3.06,1.5549,0.0768538,-0.200937,1.6501,-0.100338,0.32919,1.6741,0.252474,0.304566,1.65634,0.326613,0.0678644,1.46676,0.4394,-0.22076,
3.09,1.55509,0.0769761,-0.200971,1.65075,-0.100254,0.32898,1.67417,0.252474,0.304588,1.6565,0.326748,0.0678606,1.46722,0.43951,-0.219573,
3.12,1.55529,0.0772224,-0.201046,1.65156,-0.100421,0.328559,1.67435,0.252489,0.304444,1.65666,0.326824,0.0678618,1.46743,0.439966,-0.219534,
3.15,1.55543,0.077349,-0.201115,1.65217,-0.100638,0.328203,1.6746,0.252495,0.304329,1.65701,0.326857,0.0679415,1.468,0.439642,-0.220321,
3.18,1.55564,0.0774977,-0.201211,1.65263,-0.100728,0.327936,1.67484,0.252473,0.304162,1.65748,0.327017,0.0680029,1.47064,0.440115,-0.219116,
3.21,1.55593,0.0777103,-0.201253,1.6534,-0.100845,0.327637,1.67512,0.252471,0.303807,1.65773,0.327141,0.0680113,1.4707,0.439984,-0.219844,
3.24,1.55606,0.077821,-0.201338,1.65369,-0.100939,0.327366,1.67532,0.25246,0.303609,1.65793,0.327195,0.0679439,1.47068,0.439876,-0.218999,
3.27,1.55649,0.0781019,-0.201357,1.65485,-0.101055,0.326881,1.67648,0.25263,0.303205,1.65826,0.327316,0.0678622,1.47122,0.439492,-0.220908,
3.3,1.55673,0.0781955,-0.2014,1.6553,-0.100983,0.326806,1.6769,0.252761,0.302972,1.65869,0.327447,0.0677855,1.47276,0.439351,-0.222267,
3.33,1.55689,0.0782599,-0.201476,1.6557,-0.100897,0.326646,1.67724,0.252821,0.302787,1.65903,0.327489,0.0676921,1.47236,0.43946,-0.222731,
3.36,1.5571,0.0783253,-0.201527,1.65641,-0.101001,0.326456,1.67754,0.252951,0.302599,1.65918,0.327487,0.0676948,1.47241,0.438527,-0.222177,
3.39,1.5574,0.0784032,-0.2016,1.65694,-0.100981,0.326321,1.678,0.253045,0.302293,1.65945,0.327496,0.0676169,1.47206,0.437267,-0.223314,
3.42,1.55744,0.078435,-0.201637,1.65711,-0.100926,0.326209,1.67809,0.253123,0.3022,1.65945,0.327494,0.0676164,1.47083,0.437276,-0.222197,
3.45,1.55753,0.0784847,-0.201664,1.65726,-0.100945,0.326114,1.67816,0.25309,0.302155,1.6595,0.327457,0.0675917,1.47104,0.436357,-0.223127,
3.48,1.55762,0.0784993,-0.201714,1.65731,-0.100981,0.326075,1.67831,0.253096,0.302063,1.65954,0.327432,0.0676149,1.47151,0.436168,-0.223241,
3.51,1.55771,0.07852,-0.201765,1.65739,-0.100993,0.326053,1.67836,0.253057,0.301952,1.65957,0.327335,0.0674551,1.46984,0.435261,-0.222183,
3.54,1.55772,0.0785177,-0.201774,1.65742,-0.100986,0.326033,1.67828,0.253059,0.301823,1.65954,0.327244,0.0673839,1.46924,0.435079,-0.222079,
3.57,1.55772,0.0785224,-0.201771,1.65741,-0.10099,0.326039,1.67827,0.253055,0.301811,1.65944,0.327139,0.067279,1.46857,0.435474,-0.223124,
3.6,1.55772,0.078529,-0.201759,1.65744,-0.100991,0.326047,1.67829,0.253111,0.301777,1.65936,0.327119,0.0671842,1.46807,0.43479,-0.222982,
3.63,1.55772,0.0785247,-0.201766,1.65745,-0.100979,0.326053,1.67811,0.252947,0.301677,1.65929,0.327088,0.0671012,1.46884,0.435221,-0.223548,
3.66,1.55767,0.0785097,-0.201755,1.65732,-0.100952,0.326051,1.67812,0.252914,0.301572,1.65916,0.327056,0.0670223,1.46774,0.43528,-0.221813,
3.69,1.55757,0.0784795,-0.201704,1.65718,-0.100909,0.326099,1.67801,0.252873,0.3016,1.65904,0.327028,0.0669806,1.46742,0.43584,-0.221929,
3.72,1.55752,0.078468,-0.201699,1.65704,-0.100833,0.326101,1.678,0.252884,0.301601,1.65895,0.327026,0.0669704,1.46674,0.435759,-0.221221,
3.75,1.5574,0.0784354,-0.201712,1.65682,-0.100837,0.326137,1.67798,0.252886,0.301602,1.65876,0.327008,0.0669567,1.46635,0.435903,-0.22168,
3.78,1.55727,0.0783683,-0.201664,1.65637,-0.100923,0.32645,1.67774,0.252859,0.301835,1.65819,0.326869,0.0670134,1.46483,0.436393,-0.221189,
3.81,1.55724,0.0783463,-0.201629,1.65617,-0.100911,0.326682,1.67762,0.252896,0.301975,1.65808,0.326863,0.0670485,1.46539,0.436504,-0.220745,
3.84,1.55711,0.0782895,-0.201588,1.65577,-0.100932,0.326771,1.6773,0.25287,0.302165,1.65788,0.326823,0.0670573,1.46293,0.436738,-0.221072,
3.87,1.55708,0.0782601,-0.201573,1.65541,-0.100957,0.326966,1.67702,0.252796,0.302353,1.65757,0.326796,0.0670078,1.46381,0.436463,-0.220183,
3.9,1.557,0.0782346,-0.201563,1.65512,-0.100977,0.327104,1.67678,0.252781,0.302533,1.65741,0.326763,0.0670898,1.46332,0.437432,-0.220405,
3.93,1.5569,0.0781917,-0.201547,1.65442,-0.100949,0.32724,1.67627,0.252763,0.302876,1.65704,0.326647,0.0675261,1.46281,0.438167,-0.220393,
3.96,1.55688,0.0781824,-0.20153,1.65424,-0.101047,0.327377,1.67598,0.252749,0.30312,1.65692,0.32668,0.0676256,1.46265,0.438567,-0.21904,
3.99,1.55679,0.0781531,-0.201475,1.6538,-0.101051,0.327607,1.67578,0.252806,0.303174,1.65682,0.326747,0.0676764,1.46221,0.437743,-0.216848,
4.02,1.55675,0.0781319,-0.201421,1.6537,-0.101075,0.327672,1.67546,0.252842,0.3033,1.65672,0.326786,0.0677695,1.46315,0.438406,-0.215885,
4.05,1.5567,0.0781204,-0.201387,1.65349,-0.101191,0.327762,1.6752,0.25289,0.303365,1.65654,0.326897,0.0677438,1.46274,0.438015,-0.2148,
4.08,1.55663,0.0780872,-0.201298,1.65306,-0.101017,0.328154,1.67482,0.252988,0.303648,1.65612,0.327066,0.0679457,1.4606,0.438572,-0.218577,
4.11,1.55661,0.0780794,-0.20128,1.65295,-0.101002,0.328206,1.67464,0.253087,0.303667,1.65601,0.327112,0.0679853,1.46074,0.437639,-0.215931,
4.14,1.55662,0.0780732,-0.201254,1.65292,-0.101006,0.328219,1.67448,0.253096,0.303726,1.6559,0.327093,0.0680713,1.46163,0.438127,-0.219375,
4.17,1.55655,0.0780785,-0.201213,1.65273,-0.100975,0.328217,1.67433,0.253171,0.303768,1.65581,0.327076,0.0681402,1.46115,0.437332,-0.219894,
4.2,1.55635,0.0779963,-0.201167,1.65252,-0.100808,0.328216,1.67419,0.253256,0.303823,1.65564,0.327056,0.0681993,1.46128,0.436764,-0.220844,
4.23,1.55621,0.0779457,-0.201113,1.64863,-0.100708,0.329196,1.67394,0.253352,0.303886,1.65522,0.327089,0.0680769,1.46366,0.436657,-0.220356,
4.26,1.55608,0.0779269,-0.201079,1.64863,-0.100677,0.32919,1.67363,0.253354,0.303912,1.655,0.327135,0.0680076,1.46352,0.43633,-0.22125,
4.29,1.55594,0.0779114,-0.201017,1.64866,-0.100665,0.329191,1.67355,0.253424,0.30389,1.65466,0.327102,0.0678613,1.46388,0.436171,-0.221941,
4.32,1.55579,0.0779177,-0.201012,1.64637,-0.100864,0.329676,1.67341,0.253456,0.303921,1.65436,0.327135,0.0677036,1.4636,0.436014,-0.22134,
4.35,1.55565,0.0779099,-0.201004,1.64646,-0.10079,0.329547,1.67328,0.25352,0.303936,1.65411,0.327222,0.0675774,1.46307,0.435392,-0.221595,
4.38,1.55529,0.0779152,-0.200912,1.64678,-0.100455,0.329397,1.67311,0.253651,0.303936,1.65333,0.327265,0.0673801,1.46275,0.435509,-0.221763,
4.41,1.55511,0.0778894,-0.200878,1.64691,-0.100318,0.329339,1.67273,0.253662,0.303727,1.65292,0.327386,0.0671868,1.46105,0.434769,-0.221455,
4.44,1.55493,0.0778912,-0.200849,1.64699,-0.10029,0.329324,1.67266,0.253702,0.303716,1.65285,0.3274,0.0671773,1.46058,0.434627,-0.221379,
4.47,1.55476,0.0778911,-0.200784,1.64718,-0.100171,0.329333,1.67259,0.253738,0.303706,1.6525,0.327411,0.0669168,1.46079,0.434674,-0.221511,
4.5,1.55471,0.0778732,-0.20076,1.64734,-0.100082,0.32934,1.67243,0.253833,0.303659,1.65232,0.327472,0.0667353,1.46184,0.435187,-0.221975,
4.53,1.5546,0.077908,-0.200671,1.64761,-0.0999475,0.32927,1.67245,0.253908,0.30366,1.65217,0.327594,0.0666042,1.46193,0.435067,-0.22214,
4.56,1.55432,0.0779617,-0.200591,1.64612,-0.099937,0.329626,1.67238,0.253996,0.303707,1.65172,0.327805,0.0663265,1.46209,0.434789,-0.222592,
4.59,1.55416,0.0779681,-0.200585,1.6463,-0.0998483,0.329551,1.6723,0.254118,0.303679,1.65145,0.327803,0.0662559,1.46151,0.434156,-0.222726,
4.62,1.55401,0.0779493,-0.200543,1.64655,-0.099911,0.329526,1.67226,0.254147,0.30368,1.65133,0.327826,0.066228,1.46153,0.434365,-0.223022,
4.65,1.55391,0.0779779,-0.20052,1.64668,-0.0998356,0.329537,1.67225,0.254184,0.30368,1.65121,0.32785,0.0661526,1.46223,0.433951,-0.222891,
4.68,1.55378,0.0780129,-0.200519,1.64707,-0.0995365,0.329261,1.67213,0.254262,0.303617,1.65104,0.327892,0.0659447,1.46292,0.433944,-0.223798,
4.71,1.55377,0.0780093,-0.200502,1.6474,-0.0993209,0.3293,1.67222,0.254349,0.303632,1.65104,0.327892,0.0659442,1.46282,0.434683,-0.223392,
4.74,1.55374,0.078018,-0.20051,1.64747,-0.0992941,0.329213,1.67219,0.254347,0.303641,1.65093,0.327885,0.065828,1.46193,0.434952,-0.224587,
4.77,1.55374,0.0780199,-0.200506,1.64772,-0.0991952,0.329176,1.67218,0.254376,0.30363,1.65094,0.327901,0.0658322,1.46291,0.434723,-0.222205,
4.8,1.55373,0.0780232,-0.200493,1.64782,-0.0991279,0.329203,1.67217,0.254409,0.303602,1.65094,0.327909,0.0658343,1.46246,0.434936,-0.222343,
4.83,1.55373,0.0780258,-0.200486,1.64819,-0.0990114,0.32911,1.67219,0.254471,0.303601,1.65092,0.327932,0.0658756,1.46233,0.436281,-0.222909,
