Time,Body[x],Body[y],Body[z],Left Shoulder [x],Left Shoulder [y],Left Shoulder [z],Right Shoulder [x],Right Shoulder [y],Right Shoulder [z],Right Elbow [x],Right Elbow [y],Right Elbow [z],Right Hand [x],Right Hand [y],Right Hand [z]
0.72,1.4003,0.0387298,-0.154852,1.49264,-0.155044,0.37848,1.47065,0.231482,0.369512,1.42013,0.271875,0.104148,1.21964,0.259685,-0.14237,
0.75,1.40012,0.0387346,-0.15479,1.49227,-0.154093,0.37879,1.47016,0.23181,0.369719,1.41971,0.272047,0.104324,1.21861,0.259723,-0.142922,
0.78,1.40012,0.0387346,-0.15479,1.49227,-0.154093,0.37879,1.47016,0.23181,0.369719,1.41971,0.272047,0.104324,1.21861,0.259723,-0.142922,
0.81,1.39988,0.0387643,-0.154733,1.49225,-0.154073,0.37878,1.46964,0.232071,0.36979,1.41919,0.272297,0.104302,1.21979,0.260678,-0.143519,
0.84,1.39952,0.038829,-0.154592,1.49224,-0.154054,0.378773,1.46933,0.232331,0.369888,1.41875,0.272558,0.104378,1.21984,0.261747,-0.142977,
0.87,1.39927,0.0389103,-0.154528,1.4922,-0.154033,0.378768,1.46919,0.232497,0.369953,1.4185,0.272783,0.104569,1.22043,0.262405,-0.144995,
0.9,1.39892,0.0390634,-0.154433,1.49156,-0.153031,0.379225,1.46881,0.232788,0.370019,1.4183,0.272918,0.104701,1.2215,0.263443,-0.144709,
0.93,1.39878,0.0391841,-0.154374,1.49154,-0.153033,0.379218,1.46873,0.232892,0.370024,1.41823,0.272995,0.10468,1.22297,0.264612,-0.145946,
0.96,1.39854,0.0393757,-0.1543,1.49104,-0.152169,0.379608,1.46857,0.233017,0.370078,1.41826,0.273093,0.10472,1.22416,0.265161,-0.146529,
0.99,1.3983,0.0395936,-0.1542,1.49059,-0.151238,0.380189,1.46852,0.233072,0.37008,1.41834,0.273217,0.104752,1.226,0.266315,-0.147006,
1.02,1.39811,0.0397881,-0.154115,1.49059,-0.151251,0.380188,1.46847,0.233131,0.370081,1.41852,0.27342,0.104871,1.22687,0.267114,-0.14844,
1.05,1.39787,0.040012,-0.154081,1.49004,-0.150763,0.380435,1.46843,0.23316,0.370082,1.4188,0.273654,0.104995,1.22717,0.267851,-0.149684,
1.08,1.39766,0.0401918,-0.154073,1.48921,-0.149589,0.380824,1.46839,0.233192,0.370047,1.41901,0.273814,0.104958,1.22903,0.26842,-0.149736,
1.11,1.39753,0.0403458,-0.154036,1.48896,-0.149444,0.380998,1.46836,0.233206,0.370035,1.41918,0.27391,0.104952,1.22991,0.268597,-0.150316,
1.14,1.39738,0.0404624,-0.153986,1.48874,-0.149243,0.381114,1.46836,0.233217,0.370023,1.4196,0.274044,0.104978,1.23207,0.269391,-0.148934,
1.17,1.3973,0.0405306,-0.153951,1.48858,-0.149194,0.381194,1.46836,0.233225,0.370012,1.42033,0.274171,0.104985,1.23274,0.270406,-0.150902,
1.2,1.3973,0.0405306,-0.153951,1.48858,-0.149194,0.381194,1.46836,0.233225,0.370012,1.42033,0.274171,0.104985,1.23274,0.270406,-0.150902,
1.23,1.39729,0.04056,-0.153912,1.48872,-0.149602,0.381059,1.46843,0.233243,0.370034,1.42091,0.274325,0.104998,1.23471,0.270409,-0.152124,
1.26,1.39722,0.0405801,-0.153896,1.48842,-0.149536,0.381239,1.46842,0.233251,0.370005,1.42106,0.27434,0.104969,1.235,0.269887,-0.151264,
1.29,1.3972,0.0405782,-0.153887,1.48852,-0.149915,0.381095,1.46849,0.233268,0.369968,1.42148,0.274362,0.104952,1.23475,0.269517,-0.152393,
1.32,1.39719,0.0405701,-0.15389,1.48839,-0.14989,0.381169,1.46851,0.23324,0.369942,1.42169,0.274394,0.104887,1.2368,0.269127,-0.151887,
1.35,1.39718,0.0405722,-0.153884,1.4886,-0.150294,0.381007,1.46859,0.233174,0.369914,1.4219,0.274389,0.104718,1.2365,0.269419,-0.152538,
1.38,1.39719,0.0405303,-0.153871,1.48878,-0.150679,0.38084,1.46866,0.233125,0.369866,1.42199,0.274341,0.104663,1.23625,0.268208,-0.152257,
1.41,1.39718,0.0404813,-0.153862,1.48873,-0.15068,0.380843,1.46871,0.23309,0.369856,1.42207,0.274266,0.104607,1.23568,0.26719,-0.152135,
1.44,1.39714,0.0404223,-0.153869,1.48884,-0.151005,0.380673,1.46874,0.232996,0.36981,1.4221,0.274183,0.104569,1.23514,0.266436,-0.15157,
1.47,1.39714,0.0404223,-0.153869,1.48884,-0.151005,0.380673,1.46874,0.232996,0.36981,1.4221,0.274183,0.104569,1.23514,0.266436,-0.15157,
1.5,1.39718,0.0403098,-0.153879,1.48894,-0.151263,0.380522,1.46876,0.232837,0.369797,1.42213,0.274079,0.104502,1.23502,0.265424,-0.151724,
1.53,1.39721,0.040145,-0.153924,1.48907,-0.151546,0.380364,1.46871,0.232267,0.369669,1.42211,0.274,0.104492,1.23373,0.264394,-0.151615,
1.56,1.39724,0.0400082,-0.153916,1.48925,-0.151898,0.380191,1.46875,0.231945,0.369602,1.42213,0.273941,0.104473,1.23299,0.264259,-0.151496,
1.59,1.39727,0.0398258,-0.15394,1.48941,-0.152223,0.380018,1.46871,0.231534,0.369557,1.42211,0.273838,0.104409,1.23265,0.263864,-0.150974,
1.62,1.39732,0.039649,-0.15398,1.48953,-0.152449,0.379872,1.46867,0.231103,0.369492,1.42209,0.273738,0.104407,1.23218,0.262725,-0.150787,
1.65,1.39738,0.0394481,-0.154035,1.48964,-0.152653,0.379755,1.46869,0.231002,0.369473,1.42201,0.27358,0.104367,1.2314,0.261732,-0.149992,
1.68,1.3974,0.0393065,-0.154076,1.48973,-0.152834,0.379663,1.46866,0.230613,0.369373,1.42199,0.273374,0.104366,1.2312,0.261622,-0.149439,
1.71,1.3974,0.0392388,-0.154089,1.48987,-0.153064,0.379523,1.46863,0.230368,0.369319,1.4219,0.273158,0.104254,1.2301,0.260835,-0.149623,
1.74,1.39741,0.0391611,-0.154095,1.49001,-0.153235,0.379451,1.46867,0.230127,0.369231,1.42189,0.272959,0.104171,1.23097,0.260515,-0.149065,
1.77,1.39742,0.0390931,-0.154111,1.4901,-0.153349,0.379375,1.46874,0.230075,0.369165,1.42188,0.272797,0.104153,1.22996,0.260432,-0.150118,
1.8,1.39742,0.0390264,-0.154136,1.49022,-0.153498,0.379283,1.46879,0.22978,0.369039,1.42187,0.272613,0.10408,1.23017,0.259781,-0.149947,
1.83,1.39745,0.0389461,-0.154193,1.49029,-0.153611,0.379195,1.46874,0.229443,0.368939,1.42186,0.272422,0.104006,1.23103,0.259702,-0.14955,
1.86,1.39747,0.0389179,-0.154204,1.49039,-0.153719,0.379118,1.47013,0.228787,0.368552,1.42191,0.272305,0.103977,1.23162,0.260202,-0.149535,
1.89,1.3975,0.0388544,-0.154227,1.49052,-0.153843,0.379038,1.47026,0.228631,0.36852,1.42202,0.272132,0.103989,1.23248,0.260083,-0.149063,
1.92,1.3975,0.0388544,-0.154227,1.49052,-0.153843,0.379038,1.47026,0.228631,0.36852,1.42202,0.272132,0.103989,1.23248,0.260083,-0.149063,
1.95,1.39752,0.0388272,-0.154236,1.49065,-0.153811,0.379081,1.47031,0.228533,0.368474,1.42221,0.271946,0.103979,1.2331,0.260684,-0.149788,
1.98,1.39755,0.0388167,-0.154261,1.49079,-0.153907,0.379037,1.47041,0.228436,0.368438,1.42236,0.271849,0.103934,1.2335,0.261073,-0.150313,
2.01,1.39756,0.0388022,-0.154274,1.49098,-0.154057,0.378959,1.47052,0.228292,0.368332,1.4226,0.271756,0.103854,1.23508,0.26116,-0.150961,
2.04,1.3976,0.0387978,-0.154274,1.49114,-0.154162,0.378912,1.47188,0.227889,0.368082,1.42293,0.271699,0.10377,1.23573,0.26168,-0.151078,
2.07,1.39763,0.0387994,-0.154285,1.49124,-0.154253,0.378846,1.47272,0.227553,0.367882,1.42337,0.271639,0.103765,1.23663,0.262205,-0.150984,
2.1,1.39769,0.0388104,-0.154294,1.49137,-0.154334,0.378772,1.47287,0.227431,0.367956,1.42391,0.27163,0.103766,1.23838,0.262836,-0.15083,
2.13,1.39784,0.0388002,-0.154307,1.49154,-0.154427,0.378676,1.47298,0.227375,0.367947,1.42456,0.271563,0.103615,1.23834,0.263808,-0.152684,
2.16,1.3979,0.0388184,-0.154322,1.49163,-0.154467,0.378624,1.47322,0.227535,0.367874,1.42507,0.271588,0.103497,1.23859,0.263571,-0.152678,
2.19,1.39804,0.0388189,-0.154399,1.49176,-0.154538,0.378555,1.47395,0.226977,0.36765,1.4255,0.27156,0.103332,1.24058,0.264034,-0.152113,
2.22,1.39826,0.0388509,-0.154394,1.49198,-0.15459,0.378514,1.47433,0.227183,0.367658,1.42622,0.271528,0.103257,1.24133,0.265214,-0.152334,
2.25,1.39847,0.038883,-0.154429,1.49218,-0.154669,0.378441,1.47451,0.22728,0.367615,1.42661,0.271575,0.103139,1.24097,0.264575,-0.153276,
2.28,1.39878,0.0388681,-0.154463,1.49269,-0.154359,0.378425,1.47478,0.227369,0.367547,1.42731,0.27166,0.103035,1.24171,0.264491,-0.153459,
2.31,1.39919,0.0389522,-0.154507,1.49286,-0.154425,0.378371,1.47517,0.227512,0.367587,1.42784,0.271699,0.10304,1.24193,0.264705,-0.153138,
2.34,1.39919,0.0389522,-0.154507,1.49286,-0.154425,0.378371,1.47517,0.227512,0.367587,1.42784,0.271699,0.10304,1.24193,0.264705,-0.153138,
2.37,1.39955,0.0389409,-0.15455,1.49301,-0.154477,0.378316,1.47551,0.227695,0.367509,1.42799,0.271719,0.102985,1.24274,0.264819,-0.152179,
2.4,1.40002,0.0390192,-0.154628,1.49319,-0.154536,0.378292,1.4758,0.227847,0.367445,1.4284,0.271726,0.10292,1.24266,0.263701,-0.153226,
2.43,1.40027,0.0390389,-0.154689,1.49335,-0.154577,0.378285,1.47621,0.227634,0.367337,1.4286,0.271697,0.102857,1.24212,0.26269,-0.152787,
2.46,1.40047,0.0390641,-0.154734,1.49355,-0.154625,0.378228,1.47643,0.227808,0.367187,1.4289,0.271665,0.102816,1.24157,0.262765,-0.152337,
2.49,1.40085,0.0390307,-0.1548,1.49378,-0.154651,0.378189,1.47665,0.228005,0.367003,1.42933,0.271629,0.102717,1.24365,0.262706,-0.151753,
2.52,1.40132,0.0389969,-0.154838,1.49399,-0.154704,0.378128,1.47693,0.228189,0.366893,1.42967,0.271642,0.102711,1.24215,0.262925,-0.15311,
2.55,1.40172,0.0389987,-0.154887,1.49422,-0.154728,0.378095,1.47746,0.228121,0.36678,1.42997,0.271574,0.102646,1.24311,0.262809,-0.152133,
2.58,1.40218,0.0389639,-0.154916,1.49516,-0.154371,0.378011,1.47791,0.228327,0.366746,1.4304,0.271522,0.102477,1.24261,0.262827,-0.152048,
2.61,1.40242,0.0389907,-0.154973,1.49527,-0.15442,0.377959,1.47814,0.228449,0.366627,1.4306,0.271456,0.102538,1.24222,0.262508,-0.151551,
2.64,1.40273,0.0390508,-0.155002,1.49542,-0.154467,0.377913,1.47863,0.228627,0.366632,1.43078,0.271365,0.102512,1.24278,0.262178,-0.15243,
2.67,1.40273,0.0390508,-0.155002,1.49542,-0.154467,0.377913,1.47863,0.228627,0.366632,1.43078,0.271365,0.102512,1.24278,0.262178,-0.15243,
2.7,1.40297,0.0390798,-0.155037,1.49551,-0.154491,0.377873,1.47888,0.228732,0.366618,1.43094,0.271301,0.102468,1.24361,0.26182,-0.152198,
2.73,1.40321,0.0391023,-0.155133,1.49565,-0.15454,0.377804,1.47893,0.22865,0.366549,1.43122,0.271198,0.102341,1.24431,0.262825,-0.151859,
2.76,1.4034,0.0391108,-0.155201,1.49575,-0.154577,0.377785,1.47914,0.228548,0.366506,1.43136,0.271173,0.102214,1.24342,0.262758,-0.152837,
2.79,1.40362,0.0391145,-0.15523,1.49586,-0.154607,0.377728,1.47944,0.228566,0.36652,1.43169,0.271161,0.102146,1.24547,0.262777,-0.152133,
2.82,1.40388,0.0391034,-0.155278,1.496,-0.154646,0.377682,1.47985,0.228658,0.366463,1.43214,0.271147,0.102054,1.24518,0.263266,-0.154414,
2.85,1.40413,0.0391484,-0.155297,1.49609,-0.154676,0.377628,1.48037,0.228709,0.366535,1.43269,0.271185,0.102043,1.24628,0.263137,-0.153713,
2.88,1.4044,0.0391622,-0.15533,1.49621,-0.154713,0.377569,1.48066,0.228563,0.366587,1.43296,0.27121,0.10204,1.24614,0.263766,-0.154142,
2.91,1.40471,0.0391926,-0.155401,1.49641,-0.15476,0.377532,1.4809,0.228451,0.366557,1.43337,0.271169,0.101916,1.24682,0.264139,-0.153679,
2.94,1.40515,0.0392366,-0.155452,1.49661,-0.154813,0.377437,1.48162,0.228535,0.366597,1.43389,0.271152,0.101734,1.24709,0.264535,-0.154123,
2.97,1.40531,0.0392117,-0.155501,1.49673,-0.154864,0.377409,1.48174,0.228535,0.366536,1.43406,0.271107,0.101565,1.24778,0.2638,-0.152758,
3,1.40558,0.0391368,-0.155601,1.49683,-0.1549,0.377372,1.48196,0.228448,0.366527,1.43443,0.271142,0.101533,1.24663,0.263946,-0.153477,
3.03,1.40585,0.0391533,-0.155656,1.49703,-0.154972,0.377339,1.48216,0.228352,0.366468,1.43479,0.271176,0.101312,1.24814,0.264401,-0.153441,
3.06,1.40585,0.0391533,-0.155656,1.49703,-0.154972,0.377339,1.48216,0.228352,0.366468,1.43479,0.271176,0.101312,1.24814,0.264401,-0.153441,
3.09,1.40602,0.0391443,-0.155709,1.49828,-0.154582,0.377195,1.48235,0.228208,0.366464,1.43494,0.271195,0.101245,1.24808,0.264147,-0.152746,
3.12,1.40633,0.0391447,-0.155736,1.49831,-0.15462,0.377176,1.48262,0.228309,0.366421,1.43518,0.271252,0.101223,1.24755,0.264819,-0.153095,
3.15,1.40657,0.0390915,-0.155796,1.49836,-0.154672,0.377135,1.48277,0.228169,0.366371,1.43528,0.271241,0.10119,1.24875,0.26467,-0.153266,
3.18,1.40698,0.0390726,-0.155865,1.49842,-0.154714,0.377104,1.48299,0.228072,0.366356,1.43561,0.271283,0.101127,1.24919,0.264566,-0.153003,
3.21,1.40724,0.0390455,-0.155908,1.49845,-0.154746,0.377072,1.48332,0.228219,0.366402,1.43589,0.271262,0.101184,1.24837,0.264734,-0.152991,
3.24,1.40756,0.0389915,-0.155958,1.4985,-0.154784,0.37704,1.48346,0.228166,0.366388,1.43613,0.271314,0.10118,1.24853,0.264705,-0.153176,
3.27,1.40788,0.0389736,-0.155983,1.49987,-0.15456,0.376896,1.48372,0.228144,0.366502,1.43634,0.271326,0.101148,1.24942,0.264746,-0.15291,
3.3,1.40823,0.0389869,-0.15604,1.49987,-0.154594,0.376878,1.48375,0.228123,0.3665,1.43652,0.271322,0.101127,1.24904,0.264723,-0.153124,
3.33,1.40851,0.0389153,-0.156037,1.49991,-0.154661,0.376872,1.48413,0.228287,0.366605,1.43668,0.271318,0.10111,1.24884,0.264419,-0.153655,
3.36,1.4088,0.0388575,-0.156136,1.49991,-0.154689,0.376853,1.4842,0.228263,0.366597,1.43682,0.271315,0.1011,1.24896,0.264306,-0.15322,
3.39,1.40899,0.038804,-0.156178,1.49991,-0.154734,0.37683,1.48424,0.228228,0.366603,1.43694,0.271337,0.101098,1.24876,0.26422,-0.152503,
3.42,1.40925,0.0387763,-0.156235,1.49994,-0.154772,0.37681,1.48452,0.22813,0.366686,1.43734,0.271374,0.101226,1.24914,0.264286,-0.15319,
3.45,1.40947,0.0387253,-0.156228,1.49995,-0.154806,0.376805,1.48494,0.228341,0.366779,1.43742,0.271401,0.101246,1.24946,0.264768,-0.152837,
3.48,1.40967,0.0386637,-0.156213,1.49996,-0.15484,0.376793,1.48528,0.228465,0.366898,1.4375,0.271426,0.101278,1.2488,0.264122,-0.152698,
3.51,1.40991,0.0385918,-0.156243,1.50001,-0.154878,0.3768,1.48556,0.228598,0.366916,1.43769,0.271482,0.101394,1.24894,0.265006,-0.151866,
3.54,1.41001,0.0385663,-0.156262,1.50001,-0.154899,0.376787,1.48568,0.228645,0.36694,1.43777,0.271541,0.10134,1.24854,0.265002,-0.152366,
3.57,1.41028,0.038551,-0.156281,1.50003,-0.154923,0.376786,1.4859,0.228723,0.367006,1.43804,0.271655,0.101411,1.24843,0.265415,-0.152467,
3.6,1.41057,0.0385778,-0.15631,1.50008,-0.154951,0.376776,1.48599,0.2287,0.367074,1.43818,0.271786,0.101452,1.2483,0.266275,-0.151657,
3.63,1.41057,0.0385778,-0.15631,1.50008,-0.154951,0.376776,1.48599,0.2287,0.367074,1.43818,0.271786,0.101452,1.2483,0.266275,-0.151657,
3.66,1.41073,0.0385404,-0.156362,1.5001,-0.154987,0.376775,1.48608,0.228593,0.367097,1.43833,0.271948,0.101515,1.24815,0.267314,-0.150789,
3.69,1.41073,0.0385404,-0.156362,1.5001,-0.154987,0.376775,1.48608,0.228593,0.367097,1.43833,0.271948,0.101515,1.24815,0.267314,-0.150789,
3.72,1.4109,0.0385647,-0.156369,1.50012,-0.15501,0.376777,1.48623,0.228632,0.367113,1.43846,0.272083,0.101629,1.24878,0.267663,-0.150745,
3.75,1.41111,0.0385589,-0.156389,1.50015,-0.155028,0.376772,1.48651,0.22874,0.367173,1.43855,0.272165,0.101641,1.24907,0.268069,-0.150458,
3.78,1.41132,0.0385551,-0.156399,1.50021,-0.155069,0.376775,1.48674,0.228759,0.36724,1.43865,0.272278,0.101644,1.24925,0.267994,-0.150779,
3.81,1.41155,0.0385184,-0.156479,1.50027,-0.155098,0.376759,1.48679,0.228657,0.367223,1.43871,0.272317,0.10167,1.24918,0.267671,-0.151068,
3.84,1.41175,0.0385171,-0.156497,1.50033,-0.155139,0.376753,1.48698,0.228655,0.367232,1.43887,0.272376,0.101779,1.24921,0.267337,-0.151702,
3.87,1.4119,0.0385211,-0.1565,1.50036,-0.155172,0.376741,1.48727,0.228682,0.367262,1.43899,0.272407,0.101784,1.24879,0.266573,-0.152024,
3.9,1.41211,0.0385016,-0.156564,1.50039,-0.15519,0.376731,1.48751,0.228314,0.367227,1.43922,0.27243,0.101703,1.2511,0.265602,-0.151822,
3.93,1.4122,0.0385109,-0.156576,1.50041,-0.155212,0.376714,1.48773,0.228344,0.367185,1.43941,0.272402,0.101654,1.25087,0.2654,-0.152265,
3.96,1.41228,0.0385064,-0.156608,1.50044,-0.155234,0.376693,1.48784,0.228262,0.367127,1.43959,0.272329,0.101605,1.25187,0.264515,-0.152378,
3.99,1.41228,0.0385064,-0.156608,1.50044,-0.155234,0.376693,1.48784,0.228262,0.367127,1.43959,0.272329,0.101605,1.25187,0.264515,-0.152378,
4.02,1.41235,0.0384968,-0.156653,1.50046,-0.155248,0.376666,1.48778,0.228194,0.367069,1.43976,0.272245,0.101535,1.25238,0.263706,-0.152499,
4.05,1.41246,0.0385085,-0.156662,1.5005,-0.155265,0.376653,1.48798,0.228265,0.367004,1.44002,0.272108,0.101527,1.25428,0.263223,-0.152494,
4.08,1.41262,0.0384783,-0.156695,1.50057,-0.155293,0.37664,1.48808,0.228172,0.366927,1.44041,0.272051,0.101363,1.2546,0.263849,-0.153759,
4.11,1.41272,0.0384666,-0.156708,1.50061,-0.1553,0.376629,1.48824,0.22822,0.366894,1.44074,0.271979,0.101183,1.25543,0.263523,-0.152947,
4.14,1.41283,0.0384631,-0.156714,1.50067,-0.155313,0.376619,1.48841,0.228156,0.366777,1.44115,0.27191,0.101102,1.25632,0.264242,-0.153769,
4.17,1.4129,0.038436,-0.156738,1.50069,-0.155315,0.376616,1.48847,0.228106,0.366728,1.44135,0.271865,0.101028,1.25439,0.263957,-0.15436,
4.2,1.41296,0.0384233,-0.156764,1.50072,-0.155317,0.376606,1.48854,0.228017,0.366658,1.44167,0.271789,0.100886,1.25591,0.264174,-0.154237,
4.23,1.41304,0.0383963,-0.156754,1.50317,-0.154694,0.376443,1.48865,0.227985,0.366631,1.44193,0.27173,0.100834,1.25601,0.264685,-0.154827,
4.26,1.41304,0.0383963,-0.156754,1.50317,-0.154694,0.376443,1.48865,0.227985,0.366631,1.44193,0.27173,0.100834,1.25601,0.264685,-0.154827,
4.29,1.41312,0.038395,-0.156766,1.50315,-0.15471,0.376438,1.48886,0.227926,0.366579,1.44216,0.271694,0.100738,1.25706,0.264338,-0.154331,
4.32,1.41317,0.0383885,-0.156791,1.50313,-0.154719,0.376443,1.48874,0.227806,0.366507,1.44225,0.271673,0.100708,1.25671,0.26492,-0.154398,
4.35,1.41321,0.0383877,-0.156785,1.50313,-0.154736,0.376436,1.48893,0.227817,0.366449,1.44243,0.271662,0.100687,1.25778,0.264627,-0.154607,
4.38,1.41324,0.0383663,-0.156797,1.50313,-0.154746,0.376433,1.48886,0.227724,0.366427,1.4426,0.271666,0.100592,1.25674,0.264689,-0.155007,
4.41,1.41333,0.0383825,-0.156805,1.50312,-0.154752,0.376432,1.48916,0.227734,0.36644,1.44275,0.271684,0.100499,1.25717,0.264827,-0.154859,
4.44,1.41338,0.0383633,-0.156779,1.50313,-0.15476,0.376429,1.48949,0.227986,0.366384,1.4428,0.27167,0.100487,1.25709,0.264002,-0.155087,
4.47,1.41344,0.0383663,-0.156774,1.50313,-0.154768,0.376422,1.4896,0.227986,0.366359,1.44293,0.271673,0.100416,1.25733,0.263184,-0.155469,
4.5,1.41345,0.0383695,-0.156776,1.50313,-0.154777,0.376406,1.4897,0.228016,0.366322,1.44297,0.271653,0.100409,1.25694,0.262162,-0.154649,
4.53,1.41347,0.0383838,-0.156775,1.50313,-0.154775,0.376398,1.4898,0.228051,0.366275,1.44298,0.271656,0.10034,1.25899,0.260815,-0.154133,
4.56,1.41347,0.0383838,-0.156775,1.50313,-0.154775,0.376398,1.4898,0.228051,0.366275,1.44298,0.271656,0.10034,1.25899,0.260815,-0.154133,
4.59,1.41352,0.0383923,-0.156775,1.50313,-0.154778,0.376393,1.48999,0.228101,0.366294,1.44301,0.271664,0.100334,1.25823,0.261578,-0.154721,
4.62,1.41354,0.0384012,-0.156767,1.50313,-0.154778,0.376387,1.49005,0.22811,0.366296,1.44304,0.271673,0.100311,1.25868,0.260526,-0.154275,
4.65,1.41362,0.03843,-0.15677,1.50314,-0.154781,0.376377,1.49012,0.228111,0.366258,1.44305,0.271697,0.100277,1.25869,0.26061,-0.154211,
4.68,1.41364,0.0384287,-0.156771,1.50315,-0.154788,0.376354,1.49019,0.228111,0.366211,1.44305,0.271707,0.100213,1.25845,0.261487,-0.15499,
4.71,1.41365,0.038434,-0.156769,1.50546,-0.154036,0.375909,1.4902,0.228102,0.366192,1.44306,0.271713,0.100217,1.25929,0.260567,-0.154866,
4.74,1.41367,0.0384674,-0.156769,1.50534,-0.154111,0.375857,1.49027,0.228146,0.366144,1.4431,0.271745,0.100154,1.25977,0.261546,-0.154876,
4.77,1.41374,0.0385205,-0.156782,1.50524,-0.154162,0.375812,1.49032,0.228158,0.366116,1.44313,0.271756,0.100156,1.26009,0.261922,-0.154612,
4.8,1.41374,0.0385205,-0.156782,1.50524,-0.154162,0.375812,1.49032,0.228158,0.366116,1.44313,0.271756,0.100156,1.26009,0.261922,-0.154612,
4.83,1.41379,0.0385666,-0.156788,1.50519,-0.154187,0.37578,1.49045,0.228175,0.366089,1.44322,0.271801,0.100168,1.25947,0.262403,-0.155484,
4.86,1.41384,0.0386228,-0.156773,1.50672,-0.15377,0.375242,1.49056,0.228195,0.366089,1.44331,0.271841,0.100176,1.26097,0.262472,-0.155502,
